A;RTSALEDATA;061;20240610 01:05;VALNET;
B;061;4554953;1;20240610 01:05;;;;MACAULAYS LANE;JUNEE REEFS;2666;6.474;H;20230719;20240124;15203;;V;VACANT LAND;;;;0;AT796830;
C;061;4554953;1;20240610 01:05;6/1299814;
D;061;4554953;1;20240610 01:05;P;;;;;;
D;061;4554953;1;20240610 01:05;P;;;;;;
D;061;4554953;1;20240610 01:05;P;;;;;;
D;061;4554953;1;20240610 01:05;P;;;;;;
D;061;4554953;1;20240610 01:05;V;;;;;;
B;061;533804;2;20240610 01:05;;;;CHURCH ST;JUNEE;2663;3.183;H;20240507;20240605;88000;RU1;V;VACANT LAND;;HOB;;0;AU130550;
C;061;533804;2;20240610 01:05;1/1015154;
D;061;533804;2;20240610 01:05;P;;;;;;
D;061;533804;2;20240610 01:05;P;;;;;;
D;061;533804;2;20240610 01:05;V;;;;;;
D;061;533804;2;20240610 01:05;V;;;;;;
B;061;534149;3;20240610 01:05;;;97;GEORGE ST;JUNEE;2663;6.515;H;20240523;20240603;250000;RU1;R;RESIDENCE;;HOB;;0;AU123172;
C;061;534149;3;20240610 01:05;6, 8, 9/8/1612 1, 2, 3/135028 1/326840 5/662336;
D;061;534149;3;20240610 01:05;P;;;;;;
D;061;534149;3;20240610 01:05;V;;;;;;
D;061;534149;3;20240610 01:05;V;;;;;;
Z;20;3;3;12;
