A;RTSALEDATA;538;20220516 01:21;VALNET;
B;538;2905814;1;20220516 01:21;;;886;TARA-BECTRIC RD;QUANDARY;2665;165.82;H;20220321;20220506;1500000;RU1;3;FARM;;GRZ;;0;AS107452;
C;538;2905814;1;20220516 01:21;101/704923 1/729536;
D;538;2905814;1;20220516 01:21;P;;;;;;
D;538;2905814;1;20220516 01:21;P;;;;;;
D;538;2905814;1;20220516 01:21;V;;;;;;
D;538;2905814;1;20220516 01:21;V;;;;;;
B;538;3557730;2;20220516 01:21;;;35;MANDAMAH FOREST RD;ARIAH PARK;2665;37.94;H;20220502;20220509;419000;RU1;R;RESIDENCE;;VIL;;0;AS111180;
C;538;3557730;2;20220516 01:21;44, 162/750852 1/1154847;
D;538;3557730;2;20220516 01:21;P;;;;;;
D;538;3557730;2;20220516 01:21;V;;;;;;
B;538;2690558;3;20220516 01:21;;;23;BELLEVUE ST;TEMORA;2666;1178;M;20220411;20220506;375000;R1;R;RESIDENCE;;AAC;;0;AS105993;
C;538;2690558;3;20220516 01:21;201/883060;
D;538;2690558;3;20220516 01:21;P;;;;;;
D;538;2690558;3;20220516 01:21;P;;;;;;
D;538;2690558;3;20220516 01:21;V;;;;;;
Z;17;3;3;9;
