A;RTSALEDATA;010;20210927 01:05;VALNET;
B;010;3273745;1;20210927 01:05;;;42;CAMFIELD DR;HEATHERBRAE;2324;3065;M;20210709;20210818;1475000;IN1;3;FACTORY;;IAC;;0;AR345827;
C;010;3273745;1;20210927 01:05;129/1092660;
D;010;3273745;1;20210927 01:05;P;;;;;;
D;010;3273745;1;20210927 01:05;V;;;;;;
B;010;3401944;2;20210927 01:05;;;24;COVENTRY PL;NELSON BAY;2315;298;M;20210819;20210920;620000;R2;R;RESIDENCE;;AAC;;0;AR442659;
C;010;3401944;2;20210927 01:05;92/270468;
D;010;3401944;2;20210927 01:05;P;;;;;;
D;010;3401944;2;20210927 01:05;P;;;;;;
D;010;3401944;2;20210927 01:05;V;;;;;;
D;010;3401944;2;20210927 01:05;V;;;;;;
B;010;3837007;3;20210927 01:05;;;10;GLIDER AVE;FERN BAY;2295;847.6;M;20210721;20210920;1100000;R2;R;RESIDENCE;;AAU;;0;AR441539;
C;010;3837007;3;20210927 01:05;10/280053;
D;010;3837007;3;20210927 01:05;P;;;;;;
D;010;3837007;3;20210927 01:05;P;;;;;;
D;010;3837007;3;20210927 01:05;V;;;;;;
D;010;3837007;3;20210927 01:05;V;;;;;;
B;010;263926;4;20210927 01:05;;;64;PACIFIC AVE;ANNA BAY;2316;657.6;M;20210823;20210920;840000;R2;R;RESIDENCE;;AAN;;0;AR441657;
C;010;263926;4;20210927 01:05;327/13134;
D;010;263926;4;20210927 01:05;P;;;;;;
D;010;263926;4;20210927 01:05;V;;;;;;
D;010;263926;4;20210927 01:05;V;;;;;;
B;010;274558;5;20210927 01:05;;31;1;TRAFALGAR ST;NELSON BAY;2315;;;20210830;20210920;245000;;R;RESIDENCE;31;;;0;AR441691;
C;010;274558;5;20210927 01:05;31/SP56106;
D;010;274558;5;20210927 01:05;P;;;;;;
D;010;274558;5;20210927 01:05;V;;;;;;
B;010;271231;6;20210927 01:05;;;23;CANOMII CL;NELSON BAY;2315;822;M;20210623;20210922;1925000;R2;R;RESIDENCE;;AAD;;0;AR453459;
C;010;271231;6;20210927 01:05;586/9165;
D;010;271231;6;20210927 01:05;P;;;;;;
D;010;271231;6;20210927 01:05;P;;;;;;
D;010;271231;6;20210927 01:05;V;;;;;;
B;010;273685;7;20210927 01:05;;14;34;STOCKTON ST;NELSON BAY;2315;;;20210810;20210921;470000;;3;SHOP;14;;;0;AR446437;
C;010;273685;7;20210927 01:05;14/SP16964;
D;010;273685;7;20210927 01:05;P;;;;;;
D;010;273685;7;20210927 01:05;V;;;;;;
D;010;273685;7;20210927 01:05;V;;;;;;
B;010;289467;8;20210927 01:05;;;3;FORESIGHT AVE;TOMAGO;2322;4672;M;20210824;20210920;1500000;IN1;R;RESIDENCE;;IAC;;0;AR443859;
C;010;289467;8;20210927 01:05;2/793902;
D;010;289467;8;20210927 01:05;P;;;;;;
D;010;289467;8;20210927 01:05;P;;;;;;
D;010;289467;8;20210927 01:05;V;;;;;;
D;010;289467;8;20210927 01:05;V;;;;;;
B;010;267282;9;20210927 01:05;;;13;ALA MOANA WAY;FINGAL BAY;2315;625.9;M;20210729;20210917;1250000;R2;R;RESIDENCE;;AAA;;0;AR438373;
C;010;267282;9;20210927 01:05;50/737264;
D;010;267282;9;20210927 01:05;P;;;;;;
D;010;267282;9;20210927 01:05;P;;;;;;
D;010;267282;9;20210927 01:05;V;;;;;;
B;010;264256;10;20210927 01:05;;;5;HAWKES WAY;BOAT HARBOUR;2316;650.5;M;20210809;20210920;915000;R2;R;RESIDENCE;;AAM;;0;AR442144;
C;010;264256;10;20210927 01:05;44/846545;
D;010;264256;10;20210927 01:05;P;;;;;;
D;010;264256;10;20210927 01:05;P;;;;;;
D;010;264256;10;20210927 01:05;V;;;;;;
D;010;264256;10;20210927 01:05;V;;;;;;
B;010;278917;11;20210927 01:05;;;2;OCEAN ROVER WAY;RAYMOND TERRACE;2324;461;M;20210816;20210920;417500;R2;R;RESIDENCE;;ABE;;0;AR442302;
C;010;278917;11;20210927 01:05;325/829266;
D;010;278917;11;20210927 01:05;P;;;;;;
D;010;278917;11;20210927 01:05;V;;;;;;
