A;RTSALEDATA;151;20230116 01:06;VALNET;
B;151;1682154;1;20230116 01:06;;;11175;SUMMERLAND WAY;CASINO;2470;95.67;H;20211126;20230109;3740000;RU1;3;FARM;;RGD;;0;AS772898;
C;151;1682154;1;20230116 01:06;1, 2/1141821;
D;151;1682154;1;20230116 01:06;P;;;;;;
D;151;1682154;1;20230116 01:06;V;;;;;;
D;151;1682154;1;20230116 01:06;V;;;;;;
B;151;4016902;2;20230116 01:06;;;;SWAN BAY NEW ITALY RD;NEW ITALY;2472;147.48;H;20221205;20221221;290000;RU1;V;VACANT LAND;;RGR;;0;AS751723;
C;151;4016902;2;20230116 01:06;47, 124/755609 Enclosure Permit 39728;
D;151;4016902;2;20230116 01:06;P;;;;;;
D;151;4016902;2;20230116 01:06;P;;;;;;
D;151;4016902;2;20230116 01:06;V;;;;;;
D;151;4016902;2;20230116 01:06;V;;;;;;
D;151;4016902;2;20230116 01:06;V;;;;;;
D;151;4016902;2;20230116 01:06;V;;;;;;
B;151;4391338;3;20230116 01:06;;;307 A;KINGS LANE;TATHAM;2471;44.51;H;20221201;20221221;607000;RU1;V;VACANT LAND;;RGD;;0;AS751954;
C;151;4391338;3;20230116 01:06;63, 84/755630 Enclosure Permit 631890;
D;151;4391338;3;20230116 01:06;P;;;;;;
D;151;4391338;3;20230116 01:06;P;;;;;;
D;151;4391338;3;20230116 01:06;V;;;;;;
D;151;4391338;3;20230116 01:06;V;;;;;;
B;151;3913480;4;20230116 01:06;;;24;COUNTRY LANE;CASINO;2470;2023;M;20221129;20230110;1100000;R1;R;RESIDENCE;;AAA;;0;AS775141;
C;151;3913480;4;20230116 01:06;27/1170;
D;151;3913480;4;20230116 01:06;P;;;;;;
D;151;3913480;4;20230116 01:06;P;;;;;;
D;151;3913480;4;20230116 01:06;V;;;;;;
D;151;3913480;4;20230116 01:06;V;;;;;;
B;151;4281761;5;20230116 01:06;;;325;SWAN BAY NEW ITALY RD;SWAN BAY;2471;83.52;H;20221123;20230111;790000;RU1;V;VACANT LAND;;RGR;;0;AS775901;
C;151;4281761;5;20230116 01:06;1/254553 202/755603;
D;151;4281761;5;20230116 01:06;P;;;;;;
D;151;4281761;5;20230116 01:06;V;;;;;;
Z;31;5;5;19;
