A;RTSALEDATA;192;20210628 01:03;VALNET;
B;192;3067130;1;20210628 01:03;;;10;AHWAHNEE LANE;MOREE;2400;2.76;H;20210525;20210617;165000;R5;V;VACANT LAND;;RLL;;0;AR155437;
C;192;3067130;1;20210628 01:03;10/1058802;
D;192;3067130;1;20210628 01:03;P;;;;;;
D;192;3067130;1;20210628 01:03;P;;;;;;
D;192;3067130;1;20210628 01:03;V;;;;;;
B;192;1866357;2;20210628 01:03;;;78;JONES AVE;MOREE;2400;750;M;20210601;20210618;13000;R1;R;RESIDENCE;;AMW;;0;AR160684;
C;192;1866357;2;20210628 01:03;6/258378;
D;192;1866357;2;20210628 01:03;P;;;;;;
D;192;1866357;2;20210628 01:03;P;;;;;;
D;192;1866357;2;20210628 01:03;V;;;;;;
B;192;1863862;3;20210628 01:03;;;30;ALICE ST;MOREE;2400;505.7;M;20210503;20210624;148000;B2;R;RESIDENCE;;BBB;;0;AR175129;
C;192;1863862;3;20210628 01:03;1/335478;
D;192;1863862;3;20210628 01:03;P;;;;;;
D;192;1863862;3;20210628 01:03;P;;;;;;
D;192;1863862;3;20210628 01:03;V;;;;;;
D;192;1863862;3;20210628 01:03;V;;;;;;
B;192;1863988;4;20210628 01:03;;;42;ANNE ST;MOREE;2400;2023;M;20210506;20210617;640000;R1;R;RESIDENCE;;AMB;;0;AR153006;
C;192;1863988;4;20210628 01:03;7/12/758706;
D;192;1863988;4;20210628 01:03;P;;;;;;
D;192;1863988;4;20210628 01:03;V;;;;;;
B;192;1867332;5;20210628 01:03;;;36;WEBB AVE;MOREE;2400;1239;M;20210609;20210624;405000;R1;R;RESIDENCE;;AMD;;0;AR175239;
C;192;1867332;5;20210628 01:03;112/838701;
D;192;1867332;5;20210628 01:03;P;;;;;;
D;192;1867332;5;20210628 01:03;V;;;;;;
B;192;1864851;6;20210628 01:03;;;53;BRIGALOW DR;MOREE;2400;646;M;20210520;20210621;270000;R2;R;RESIDENCE;;AMA;;0;AR163483;
C;192;1864851;6;20210628 01:03;134/717075;
D;192;1864851;6;20210628 01:03;P;;;;;;
D;192;1864851;6;20210628 01:03;P;;;;;;
D;192;1864851;6;20210628 01:03;V;;;;;;
D;192;1864851;6;20210628 01:03;V;;;;;;
B;192;1867880;7;20210628 01:03;;;18;NORTH ST;BOGGABILLA;2409;2011;M;20210525;20210618;110000;RU5;R;RESIDENCE;;AVB;;0;AR158649;
C;192;1867880;7;20210628 01:03;1/15/758127;
D;192;1867880;7;20210628 01:03;P;;;;;;
D;192;1867880;7;20210628 01:03;V;;;;;;
D;192;1867880;7;20210628 01:03;V;;;;;;
B;192;1865479;8;20210628 01:03;;;338;EDWARD ST;MOREE;2400;626.2;M;20210601;20210618;17000;R1;R;RESIDENCE;;AMW;;0;AR160681;
C;192;1865479;8;20210628 01:03;47/235103;
D;192;1865479;8;20210628 01:03;P;;;;;;
D;192;1865479;8;20210628 01:03;P;;;;;;
D;192;1865479;8;20210628 01:03;V;;;;;;
B;192;1865587;9;20210628 01:03;;;6;FLORENCE ST;MOREE;2400;934;M;20210601;20210618;19000;R1;R;RESIDENCE;;AMW;;0;AR160365;
C;192;1865587;9;20210628 01:03;6/251042;
D;192;1865587;9;20210628 01:03;P;;;;;;
D;192;1865587;9;20210628 01:03;P;;;;;;
D;192;1865587;9;20210628 01:03;V;;;;;;
Z;47;9;9;27;
