A;RTSALEDATA;051;20230320 01:05;VALNET;
B;051;506873;1;20230320 01:05;;;14;STEWART ST;BERRIGAN;2712;673.61;M;20230209;20230313;180000;RU5;R;RESIDENCE;;BR1;;0;AS921244;
C;051;506873;1;20230320 01:05;A/35649;
D;051;506873;1;20230320 01:05;P;;;;;;
D;051;506873;1;20230320 01:05;V;;;;;;
B;051;506934;2;20230320 01:05;;;42;SHEEP KILLERS RD;BERRIGAN;2712;182.51;H;20221115;20230315;2671101;RU1;3;FARM;;RC1;;0;AS926352;
C;051;506934;2;20230320 01:05;25, 42/752286;
D;051;506934;2;20230320 01:05;P;;;;;;
D;051;506934;2;20230320 01:05;V;;;;;;
B;051;506935;3;20230320 01:05;;;43;SHEEP KILLERS RD;BERRIGAN;2712;157.4;H;20221115;20230315;2303899;RU1;3;FARM;;RC1;;0;AS926345;
C;051;506935;3;20230320 01:05;43/752286;
D;051;506935;3;20230320 01:05;P;;;;;;
D;051;506935;3;20230320 01:05;V;;;;;;
B;051;3235657;4;20230320 01:05;;8;116;COREE ST;FINLEY;2713;;;20230113;20230314;115000;;R;RESIDENCE;8;;;0;AS923814;
C;051;3235657;4;20230320 01:05;8/SP76653;
D;051;3235657;4;20230320 01:05;P;;;;;;
D;051;3235657;4;20230320 01:05;V;;;;;;
Z;18;4;4;8;
