A;RTSALEDATA;252;20230220 01:08;VALNET;
B;252;4469249;1;20230220 01:08;;;;FITZROY ST;WALCHA;2354;971;M;20230123;20230206;2500;;R;RESIDENCE;;;;0;AS841138;
C;252;4469249;1;20230220 01:08;PT 14/1290338;
D;252;4469249;1;20230220 01:08;P;;;;;;
D;252;4469249;1;20230220 01:08;V;;;;;;
B;252;4469486;2;20230220 01:08;RED ROCK;;145;KANGAROO FLAT RD;YARROWITCH;2354;136.174;H;20221214;20230213;1400000;;3;FARM;;;;0;AS856974;
C;252;4469486;2;20230220 01:08;20, 122, 136, 141/756505;
D;252;4469486;2;20230220 01:08;P;;;;;;
D;252;4469486;2;20230220 01:08;V;;;;;;
D;252;4469486;2;20230220 01:08;V;;;;;;
B;252;4469487;3;20230220 01:08;;;;KANGAROO FLAT RD;YARROWITCH;2354;77.598;H;20221214;20230213;3000000;;R;RESIDENCE;;;;0;AS856973;
C;252;4469487;3;20230220 01:08;142/756505;
D;252;4469487;3;20230220 01:08;P;;;;;;
D;252;4469487;3;20230220 01:08;V;;;;;;
D;252;4469487;3;20230220 01:08;V;;;;;;
Z;16;3;3;8;
