A;RTSALEDATA;097;20231106 01:26;VALNET;
B;097;1017725;1;20231106 01:26;;1;3 A;MONTAGUE ST;NAROOMA;2546;;;20231017;20231031;580000;;R;RESIDENCE;1;;;0;AT563286;
C;097;1017725;1;20231106 01:26;1/SP66673;
D;097;1017725;1;20231106 01:26;P;;;;;;
D;097;1017725;1;20231106 01:26;P;;;;;;
D;097;1017725;1;20231106 01:26;V;;;;;;
D;097;1017725;1;20231106 01:26;V;;;;;;
B;097;3463725;2;20231106 01:26;;;40;LILYVALE PL;NAROOMA;2546;1.335;H;20230915;20231031;1405000;RU4;R;RESIDENCE;;EUG;;0;AT563756;
C;097;3463725;2;20231106 01:26;71/1139194;
D;097;3463725;2;20231106 01:26;P;;;;;;
D;097;3463725;2;20231106 01:26;P;;;;;;
D;097;3463725;2;20231106 01:26;V;;;;;;
D;097;3463725;2;20231106 01:26;V;;;;;;
B;097;3109423;3;20231106 01:26;;;38;LITCHFIELD CRES;LONG BEACH;2536;648;M;20230914;20231030;491000;R2;R;RESIDENCE;;ERB;;0;AT559410;
C;097;3109423;3;20231106 01:26;78/1068529;
D;097;3109423;3;20231106 01:26;P;;;;;;
D;097;3109423;3;20231106 01:26;V;;;;;;
D;097;3109423;3;20231106 01:26;V;;;;;;
B;097;1001611;4;20231106 01:26;;;4;EYRE PL;SUNSHINE BAY;2536;735;M;20231005;20231102;630000;R2;R;RESIDENCE;;ERF;;0;AT570420;
C;097;1001611;4;20231106 01:26;37/786763;
D;097;1001611;4;20231106 01:26;P;;;;;;
D;097;1001611;4;20231106 01:26;P;;;;;;
D;097;1001611;4;20231106 01:26;V;;;;;;
D;097;1001611;4;20231106 01:26;V;;;;;;
B;097;1007624;5;20231106 01:26;;;18;BOOMERANG AVE;SOUTH DURRAS;2536;651.3;M;20230929;20231030;860000;R2;R;RESIDENCE;;ERA;;0;AT557419;
C;097;1007624;5;20231106 01:26;125/755904;
D;097;1007624;5;20231106 01:26;P;;;;;;
D;097;1007624;5;20231106 01:26;P;;;;;;
D;097;1007624;5;20231106 01:26;V;;;;;;
D;097;1007624;5;20231106 01:26;V;;;;;;
B;097;1002852;6;20231106 01:26;;;5;OTAMA CL;LILLI PILLI;2536;672.6;M;20230920;20231030;630000;R2;R;RESIDENCE;;ERH;;0;AT557560;
C;097;1002852;6;20231106 01:26;37/791434;
D;097;1002852;6;20231106 01:26;P;;;;;;
D;097;1002852;6;20231106 01:26;P;;;;;;
D;097;1002852;6;20231106 01:26;V;;;;;;
D;097;1002852;6;20231106 01:26;V;;;;;;
B;097;1002890;7;20231106 01:26;;;68;PACIFIC RD;SURF BEACH;2536;556.4;M;20230929;20231030;600000;R2;R;RESIDENCE;;ERG;;0;AT560083;
C;097;1002890;7;20231106 01:26;180/237416;
D;097;1002890;7;20231106 01:26;P;;;;;;
D;097;1002890;7;20231106 01:26;P;;;;;;
D;097;1002890;7;20231106 01:26;V;;;;;;
B;097;1003378;8;20231106 01:26;;;7;STURT PL;DENHAMS BEACH;2536;886;M;20230921;20231031;699000;R2;R;RESIDENCE;;ERF;;0;AT565036;
C;097;1003378;8;20231106 01:26;17/700746;
D;097;1003378;8;20231106 01:26;P;;;;;;
D;097;1003378;8;20231106 01:26;P;;;;;;
D;097;1003378;8;20231106 01:26;V;;;;;;
D;097;1003378;8;20231106 01:26;V;;;;;;
B;097;1016832;9;20231106 01:26;;;6;MARTIN GR;MYSTERY BAY;2546;1307;M;20231012;20231027;535000;R2;R;RESIDENCE;;ERT;;0;AT556005;
C;097;1016832;9;20231106 01:26;21/707370;
D;097;1016832;9;20231106 01:26;P;;;;;;
D;097;1016832;9;20231106 01:26;P;;;;;;
D;097;1016832;9;20231106 01:26;V;;;;;;
D;097;1016832;9;20231106 01:26;V;;;;;;
B;097;1011558;10;20231106 01:26;;;166;HECTOR MCWILLIAM DR;TUROSS HEAD;2537;689.2;M;20230918;20231030;820000;R2;R;RESIDENCE;;ERO;;0;AT557631;
C;097;1011558;10;20231106 01:26;28/237144;
D;097;1011558;10;20231106 01:26;P;;;;;;
D;097;1011558;10;20231106 01:26;V;;;;;;
B;097;1009393;11;20231106 01:26;;;59;CLARKE ST;BROULEE;2537;834.7;M;20230915;20231031;1200000;R2;R;RESIDENCE;;ERL;;0;AT563431;
C;097;1009393;11;20231106 01:26;6/214384;
D;097;1009393;11;20231106 01:26;P;;;;;;
D;097;1009393;11;20231106 01:26;V;;;;;;
D;097;1009393;11;20231106 01:26;V;;;;;;
