A;RTSALEDATA;239;20220418 04:48;VALNET;
B;239;3910896;1;20220418 04:49;MOOCULTA STATION;;923;KAMILAROI HWY;BOURKE;2840;2010.59;H;20211105;20211221;4643000;RU1;3;FARM;;RMW;;0;AR785408;
C;239;3910896;1;20220418 04:49;6829/43320 1, 2/125095 4, 5, 6, 8, 11, 12, 13, 14, 15, 32/751859 39/75;
C;239;3910896;1;20220418 04:49;1867 4357, 4358/767194 Western Land Lease 14254 Western Land Lease 145;
C;239;3910896;1;20220418 04:49;80;
D;239;3910896;1;20220418 04:49;P;;;;;;
D;239;3910896;1;20220418 04:49;P;;;;;;
D;239;3910896;1;20220418 04:49;V;;;;;;
D;239;3910896;1;20220418 04:49;V;;;;;;
B;239;2636816;2;20220418 04:49;WEST MOOCULTA STATION;;;KAMILAROI HWY;BOURKE;2840;7683;H;20211105;20211221;4643000;RU1;3;FARM;;RMB;;0;AR785408;
C;239;2636816;2;20220418 04:49;6830/43320 1/125096 1, 4, 5, 6, 7, 47, 52, 55, 56, 57/751841 9, 16, 21;
C;239;2636816;2;20220418 04:49;/751859 46/751867 3, 4, 5, 6/751898 Western Land Lease 10512;
D;239;2636816;2;20220418 04:49;P;;;;;;
D;239;2636816;2;20220418 04:49;P;;;;;;
D;239;2636816;2;20220418 04:49;V;;;;;;
D;239;2636816;2;20220418 04:49;V;;;;;;
B;239;2936938;3;20220418 04:49;BOURKE ABATTOIR;;;MITCHELL HWY;BOURKE;2840;1064.9;H;20211105;20211221;4643000;RU1;3;FARM;;RRB;;0;AR785408;
C;239;2936938;3;20220418 04:49;53, 54/751841 10, 17, 18, 19, 20/751859 40, 41, 42, 44, 45, 108/751867;
C;239;2936938;3;20220418 04:49; 4133/766638 Western Land Lease 10513;
D;239;2936938;3;20220418 04:49;P;;;;;;
D;239;2936938;3;20220418 04:49;P;;;;;;
D;239;2936938;3;20220418 04:49;V;;;;;;
D;239;2936938;3;20220418 04:49;V;;;;;;
B;239;2634915;4;20220418 04:49;;;141;ANSON ST;BOURKE;2840;943.7;M;20220408;20220408;67000;R1;R;RESIDENCE;;AAD;;0;AS31824;
C;239;2634915;4;20220418 04:49;10/250738 Housing PRN 214676;
D;239;2634915;4;20220418 04:49;P;;;;;;
D;239;2634915;4;20220418 04:49;V;;;;;;
Z;28;4;8;14;
