A;RTSALEDATA;149;20210614 01:03;VALNET;
B;149;1664219;1;20210614 01:03;;;21;ROBERT ST;BELLINGEN;2454;824.3;M;20210507;20210610;1100000;R1;R;RESIDENCE;;RBG;;0;AR133470;
C;149;1664219;1;20210614 01:03;2/860608;
D;149;1664219;1;20210614 01:03;P;;;;;;
D;149;1664219;1;20210614 01:03;V;;;;;;
B;149;1664392;2;20210614 01:03;;;30;QUEEN ST;RALEIGH;2454;1.634;H;20210505;20210608;1025000;RU1;R;RESIDENCE;;RBH;;0;AR123709;
C;149;1664392;2;20210614 01:03;1/7/758865;
D;149;1664392;2;20210614 01:03;P;;;;;;
D;149;1664392;2;20210614 01:03;P;;;;;;
D;149;1664392;2;20210614 01:03;V;;;;;;
D;149;1664392;2;20210614 01:03;V;;;;;;
B;149;1659469;3;20210614 01:03;;;59;KURRAJONG ST;DORRIGO;2453;999.1;M;20210517;20210607;390000;R1;R;RESIDENCE;;RDO;;0;AR121538;
C;149;1659469;3;20210614 01:03;A/367151;
D;149;1659469;3;20210614 01:03;P;;;;;;
D;149;1659469;3;20210614 01:03;P;;;;;;
D;149;1659469;3;20210614 01:03;V;;;;;;
B;149;1660131;4;20210614 01:03;;;1394;CORAMBA RD;MEGAN;2453;1084;M;20210505;20210609;379000;RU2;R;RESIDENCE;;RLH;;0;AR128930;
C;149;1660131;4;20210614 01:03;1/549807;
D;149;1660131;4;20210614 01:03;P;;;;;;
D;149;1660131;4;20210614 01:03;P;;;;;;
D;149;1660131;4;20210614 01:03;V;;;;;;
B;149;1663521;5;20210614 01:03;;;1356;SOUTH ARM RD;BRIERFIELD;2454;16.19;H;20210326;20210607;1400000;RU4;R;RESIDENCE;;RSB;;0;AR119819;
C;149;1663521;5;20210614 01:03;432/755557;
D;149;1663521;5;20210614 01:03;P;;;;;;
D;149;1663521;5;20210614 01:03;V;;;;;;
B;149;1663561;6;20210614 01:03;;;50;WILLIAM ST;BELLINGEN;2454;1.571;H;20210603;20210604;712500;RU4;R;RESIDENCE;;RSB;;0;AR115854;
C;149;1663561;6;20210614 01:03;466/755557 Enclosure Permit 161570;
D;149;1663561;6;20210614 01:03;P;;;;;;
D;149;1663561;6;20210614 01:03;P;;;;;;
D;149;1663561;6;20210614 01:03;P;;;;;;
D;149;1663561;6;20210614 01:03;V;;;;;;
D;149;1663561;6;20210614 01:03;V;;;;;;
B;149;1661419;7;20210614 01:03;;;4230;GIINAGAY WAY;URUNGA;2455;727.2;M;20210512;20210609;800000;R1;R;RESIDENCE;;RUR;;0;AR129851;
C;149;1661419;7;20210614 01:03;101/545505;
D;149;1661419;7;20210614 01:03;P;;;;;;
D;149;1661419;7;20210614 01:03;V;;;;;;
B;149;2923634;8;20210614 01:03;;;1;KIMBER CL;BELLINGEN;2454;802.1;M;20210427;20210609;729000;R1;R;RESIDENCE;;RBG;;0;AR130057;
C;149;2923634;8;20210614 01:03;47/1043012;
D;149;2923634;8;20210614 01:03;P;;;;;;
D;149;2923634;8;20210614 01:03;V;;;;;;
D;149;2923634;8;20210614 01:03;V;;;;;;
Z;42;8;8;24;
