A;RTSALEDATA;052;20220822 01:07;VALNET;
B;052;509898;1;20220822 01:07;;;113;HIGH ST;HILLSTON;2675;1234;M;20220617;20220818;650000;RU5;R;RESIDENCE;;HHT;;0;AS402473;
C;052;509898;1;20220822 01:07;1/785560 A/909303;
D;052;509898;1;20220822 01:07;P;;;;;;
D;052;509898;1;20220822 01:07;V;;;;;;
Z;6;1;1;2;
