A;RTSALEDATA;051;20220328 03:45;VALNET;
B;051;508175;1;20220328 03:46;;;21;BARKER ST;TOCUMWAL;2714;605.1;M;20220225;20220318;315000;RU5;R;RESIDENCE;;TR1;;0;AR973334;
C;051;508175;1;20220328 03:46;102/631796;
D;051;508175;1;20220328 03:46;P;;;;;;
D;051;508175;1;20220328 03:46;P;;;;;;
D;051;508175;1;20220328 03:46;V;;;;;;
B;051;506263;2;20220328 03:46;;;14;HAMILTON ST;FINLEY;2713;5191;M;20220201;20220321;375000;RU5;R;RESIDENCE;;FX1;;0;AR977146;
C;051;506263;2;20220328 03:46;5/262608;
D;051;506263;2;20220328 03:46;P;;;;;;
D;051;506263;2;20220328 03:46;V;;;;;;
B;051;2773569;3;20220328 03:46;;;22;FINLEY ST;TOCUMWAL;2714;643.7;M;20220225;20220318;290000;RU5;R;RESIDENCE;;TR1;;0;AR973823;
C;051;2773569;3;20220328 03:46;12/1021641;
D;051;2773569;3;20220328 03:46;P;;;;;;
D;051;2773569;3;20220328 03:46;P;;;;;;
D;051;2773569;3;20220328 03:46;P;;;;;;
D;051;2773569;3;20220328 03:46;V;;;;;;
B;051;505642;4;20220328 03:46;;;2;HARLEY CT;FINLEY;2713;4261;M;20220210;20220324;472000;IN1;3;COMMERCIAL;;FI;;0;AR988406;
C;051;505642;4;20220328 03:46;13/713898;
D;051;505642;4;20220328 03:46;P;;;;;;
D;051;505642;4;20220328 03:46;P;;;;;;
D;051;505642;4;20220328 03:46;V;;;;;;
D;051;505642;4;20220328 03:46;V;;;;;;
B;051;505663;5;20220328 03:46;;;17;ULUPNA ST;FINLEY;2713;607;M;20220217;20220323;265000;RU5;R;RESIDENCE;;FR1;;0;AR985107;
C;051;505663;5;20220328 03:46;1/502617;
D;051;505663;5;20220328 03:46;P;;;;;;
D;051;505663;5;20220328 03:46;P;;;;;;
D;051;505663;5;20220328 03:46;V;;;;;;
B;051;3308917;6;20220328 03:46;;;3;RUSSELL CT;BAROOGA;3644;612;M;20220225;20220323;440000;RU5;R;RESIDENCE;;VB1;;0;AR986332;
C;051;3308917;6;20220328 03:46;22/1102913;
D;051;3308917;6;20220328 03:46;P;;;;;;
D;051;3308917;6;20220328 03:46;V;;;;;;
D;051;3308917;6;20220328 03:46;V;;;;;;
B;051;506256;7;20220328 03:46;;;94;WOLLAMAI ST;FINLEY;2713;1211;M;20220217;20220323;435000;RU5;R;RESIDENCE;;FR1;;0;AR987447;
C;051;506256;7;20220328 03:46;75/703620;
D;051;506256;7;20220328 03:46;P;;;;;;
D;051;506256;7;20220328 03:46;V;;;;;;
Z;37;7;7;21;
