A;RTSALEDATA;118;20210524 01:01;VALNET;
B;118;1250880;1;20210524 01:01;;;21;HILL ST;BLAYNEY;2799;1001;M;20210318;20210514;500000;B6;R;RESIDENCE;;BCN;;0;AR51503;
C;118;1250880;1;20210524 01:01;PT B/383261;
D;118;1250880;1;20210524 01:01;P;;;;;;
D;118;1250880;1;20210524 01:01;P;;;;;;
D;118;1250880;1;20210524 01:01;V;;;;;;
D;118;1250880;1;20210524 01:01;V;;;;;;
B;118;1250881;2;20210524 01:01;;;23;HILL ST;BLAYNEY;2799;1035;M;20210318;20210514;500000;B6;R;RESIDENCE;;BCN;;0;AR51503;
C;118;1250881;2;20210524 01:01;PT B/383261;
D;118;1250881;2;20210524 01:01;P;;;;;;
D;118;1250881;2;20210524 01:01;P;;;;;;
D;118;1250881;2;20210524 01:01;V;;;;;;
D;118;1250881;2;20210524 01:01;V;;;;;;
B;118;1251333;3;20210524 01:01;;;54;PALMER ST;BLAYNEY;2799;891.6;M;20210407;20210519;285000;R1;R;RESIDENCE;;BAK;;0;AR63424;
C;118;1251333;3;20210524 01:01;4/240960;
D;118;1251333;3;20210524 01:01;P;;;;;;
D;118;1251333;3;20210524 01:01;P;;;;;;
D;118;1251333;3;20210524 01:01;V;;;;;;
B;118;1251633;4;20210524 01:01;;;3;TUCKER ST;BLAYNEY;2799;663.9;M;20210422;20210517;300000;R1;R;RESIDENCE;;BAQ;;0;AR53880;
C;118;1251633;4;20210524 01:01;5/234914;
D;118;1251633;4;20210524 01:01;P;;;;;;
D;118;1251633;4;20210524 01:01;P;;;;;;
D;118;1251633;4;20210524 01:01;V;;;;;;
B;118;4363243;5;20210524 01:01;;;;TEASDALE RD;NEVILLE;2799;3591.5;M;20210329;20210518;250000;;R;RESIDENCE;;;;0;AR58185;
C;118;4363243;5;20210524 01:01;12, 14/21/758767;
D;118;4363243;5;20210524 01:01;P;;;;;;
D;118;4363243;5;20210524 01:01;P;;;;;;
Z;28;5;5;16;
