A;RTSALEDATA;252;20230306 01:08;VALNET;
B;252;4159633;1;20230306 01:08;;;1461;TOPS RD;NOWENDOC;2354;356.527;H;20230116;20230228;7500000;RU1;R;RESIDENCE;;RWN;;0;AS891441;
C;252;4159633;1;20230306 01:08;1/46385 32, 33, 34, 43, 63, 64, 77, 82/753716;
D;252;4159633;1;20230306 01:08;P;;;;;;
D;252;4159633;1;20230306 01:08;V;;;;;;
D;252;4159633;1;20230306 01:08;V;;;;;;
B;252;2676955;2;20230306 01:08;;;160 N;ANGLE ST;WALCHA;2354;1099;M;20230117;20230228;365000;R1;R;RESIDENCE;;AAA;;0;AS890435;
C;252;2676955;2;20230306 01:08;32/792317;
D;252;2676955;2;20230306 01:08;P;;;;;;
D;252;2676955;2;20230306 01:08;P;;;;;;
D;252;2676955;2;20230306 01:08;V;;;;;;
D;252;2676955;2;20230306 01:08;V;;;;;;
Z;13;2;2;7;
