A;RTSALEDATA;005;20210308 01:00;VALNET;
B;005;2872006;1;20210308 01:00;;;34;MURPHY CCT;ASHTONFIELD;2323;854.8;M;20210127;20210303;610000;R1;R;RESIDENCE;;AAG;;0;AQ843498;
C;005;2872006;1;20210308 01:00;1119/1032278;
D;005;2872006;1;20210308 01:00;P;;;;;;
D;005;2872006;1;20210308 01:00;V;;;;;;
D;005;2872006;1;20210308 01:00;V;;;;;;
B;005;4243924;2;20210308 01:00;;;25;MAYO CRES;CHISHOLM;2322;583.3;M;20210128;20210304;619000;R1;R;RESIDENCE;;AAE;;0;AQ845561;
C;005;4243924;2;20210308 01:00;1210/1242864;
D;005;4243924;2;20210308 01:00;P;;;;;;
D;005;4243924;2;20210308 01:00;P;;;;;;
D;005;4243924;2;20210308 01:00;V;;;;;;
B;005;4243932;3;20210308 01:00;;;41;MAYO CRES;CHISHOLM;2322;578.8;M;20210201;20210301;649000;R1;R;RESIDENCE;;AAE;;0;AQ834981;
C;005;4243932;3;20210308 01:00;1218/1242864;
D;005;4243932;3;20210308 01:00;P;;;;;;
D;005;4243932;3;20210308 01:00;P;;;;;;
D;005;4243932;3;20210308 01:00;V;;;;;;
B;005;3039628;4;20210308 01:00;;;66;GOLDEN WATTLE CRES;THORNTON;2322;560;M;20210118;20210301;595000;R1;R;RESIDENCE;;AAD;;0;AQ838189;
C;005;3039628;4;20210308 01:00;4118/1058383;
D;005;3039628;4;20210308 01:00;P;;;;;;
D;005;3039628;4;20210308 01:00;P;;;;;;
D;005;3039628;4;20210308 01:00;V;;;;;;
D;005;3039628;4;20210308 01:00;V;;;;;;
B;005;3136252;5;20210308 01:00;;;23;GOLDEN WATTLE CRES;THORNTON;2322;560;M;20210216;20210303;560000;R1;R;RESIDENCE;;AAD;;0;AQ843257;
C;005;3136252;5;20210308 01:00;3216/1076019;
D;005;3136252;5;20210308 01:00;P;;;;;;
D;005;3136252;5;20210308 01:00;V;;;;;;
B;005;3544347;6;20210308 01:00;;1;17 A;RAYMOND TERRACE RD;EAST MAITLAND;2323;;;20210127;20210303;420000;;R;RESIDENCE;1;;;0;AQ842751;
C;005;3544347;6;20210308 01:00;1/SP84355;
D;005;3544347;6;20210308 01:00;P;;;;;;
D;005;3544347;6;20210308 01:00;V;;;;;;
B;005;4111905;7;20210308 01:00;;;41;VISTA PDE;EAST MAITLAND;2323;802.2;M;20201218;20210226;389000;R1;V;VACANT LAND;;AAH;;0;AQ834180;
C;005;4111905;7;20210308 01:00;116/1241626;
D;005;4111905;7;20210308 01:00;P;;;;;;
D;005;4111905;7;20210308 01:00;V;;;;;;
B;005;4123479;8;20210308 01:00;;;5;FLEMMING ST;THORNTON;2322;440.1;M;20210202;20210225;575000;R1;R;RESIDENCE;;AAE;;0;AQ828878;
C;005;4123479;8;20210308 01:00;4039/1243336;
D;005;4123479;8;20210308 01:00;P;;;;;;
D;005;4123479;8;20210308 01:00;P;;;;;;
D;005;4123479;8;20210308 01:00;V;;;;;;
B;005;4109547;9;20210308 01:00;;;21;GOLDEN WHISTLER AVE;ABERGLASSLYN;2320;491;M;20210202;20210302;189000;R1;V;VACANT LAND;;AAV;;0;AQ839689;
C;005;4109547;9;20210308 01:00;2/1241577;
D;005;4109547;9;20210308 01:00;P;;;;;;
D;005;4109547;9;20210308 01:00;V;;;;;;
D;005;4109547;9;20210308 01:00;V;;;;;;
B;005;4047673;10;20210308 01:00;;;19;LANCASTER ST;THORNTON;2322;576.3;M;20210122;20210226;770000;R1;R;RESIDENCE;;AAE;;0;AQ830767;
C;005;4047673;10;20210308 01:00;610/1233461;
D;005;4047673;10;20210308 01:00;P;;;;;;
D;005;4047673;10;20210308 01:00;V;;;;;;
D;005;4047673;10;20210308 01:00;V;;;;;;
B;005;174644;11;20210308 01:00;;;27;TAYLOR AVE;THORNTON;2322;672.7;M;20210202;20210302;450000;R1;R;RESIDENCE;;AAE;;0;AQ839077;
C;005;174644;11;20210308 01:00;362/260916;
D;005;174644;11;20210308 01:00;P;;;;;;
D;005;174644;11;20210308 01:00;V;;;;;;
D;005;174644;11;20210308 01:00;V;;;;;;
B;005;174930;12;20210308 01:00;;;17;CAMILLA CL;WINDELLA;2320;7253;M;20210128;20210304;910000;R5;R;RESIDENCE;;ABE;;0;AQ845263;
C;005;174930;12;20210308 01:00;80/718652;
D;005;174930;12;20210308 01:00;P;;;;;;
D;005;174930;12;20210308 01:00;P;;;;;;
D;005;174930;12;20210308 01:00;V;;;;;;
D;005;174930;12;20210308 01:00;V;;;;;;
B;005;177857;13;20210308 01:00;;;9;ELIZABETH ST;TELARAH;2320;662.7;M;20210129;20210226;498000;R1;R;RESIDENCE;;AAY;;0;AQ830307;
C;005;177857;13;20210308 01:00;4/4/5183;
D;005;177857;13;20210308 01:00;P;;;;;;
D;005;177857;13;20210308 01:00;V;;;;;;
B;005;175471;14;20210308 01:00;;;20;CENTENARY CL;BOLWARRA HEIGHTS;2320;830.4;M;20210119;20210304;910000;R1;R;RESIDENCE;;AAR;;0;AQ845490;
C;005;175471;14;20210308 01:00;109/776732;
D;005;175471;14;20210308 01:00;P;;;;;;
D;005;175471;14;20210308 01:00;V;;;;;;
B;005;178295;15;20210308 01:00;;;41;FARNSWORTH ST;THORNTON;2322;796.8;M;20201223;20210303;390000;R1;R;RESIDENCE;;AAC;;0;AQ843341;
C;005;178295;15;20210308 01:00;71/558662;
D;005;178295;15;20210308 01:00;P;;;;;;
D;005;178295;15;20210308 01:00;P;;;;;;
D;005;178295;15;20210308 01:00;V;;;;;;
D;005;178295;15;20210308 01:00;V;;;;;;
B;005;175933;16;20210308 01:00;;;19;CHURCH ST;MAITLAND;2320;278.2;M;20210128;20210301;405000;B3;3;COMMERCIAL;;BAH;;0;AQ837149;
C;005;175933;16;20210308 01:00;2/208520;
D;005;175933;16;20210308 01:00;P;;;;;;
D;005;175933;16;20210308 01:00;V;;;;;;
B;005;173507;17;20210308 01:00;;2;21;BLACKETT CL;EAST MAITLAND;2323;;;20201109;20210301;292000;;R;RESIDENCE;2;;;0;AQ835428;
C;005;173507;17;20210308 01:00;2/SP17202;
D;005;173507;17;20210308 01:00;P;;;;;;
D;005;173507;17;20210308 01:00;V;;;;;;
D;005;173507;17;20210308 01:00;V;;;;;;
B;005;176616;18;20210308 01:00;;6;28;CUMBERLAND ST;EAST MAITLAND;2323;;;20210129;20210226;280000;;R;RESIDENCE;6;;;0;AQ829604;
C;005;176616;18;20210308 01:00;6/SP18468;
D;005;176616;18;20210308 01:00;P;;;;;;
