A;RTSALEDATA;210;20210301 01:02;VALNET;
B;210;2101143;1;20210301 01:02;;;20;SUTHERLAND ST;PADDINGTON;2021;120.1;M;20201202;20210224;2700000;R2;R;RESIDENCE;;ALE;;0;AQ823135;
C;210;2101143;1;20210301 01:02;1/208159;
D;210;2101143;1;20210301 01:02;P;;;;;;
D;210;2101143;1;20210301 01:02;V;;;;;;
B;210;2079993;2;20210301 01:02;;;45;BENELONG CRES;BELLEVUE HILL;2023;451;M;20201224;20210222;4275000;R3;R;RESIDENCE;;AMA;;0;AQ818704;
C;210;2079993;2;20210301 01:02;2/308307;
D;210;2079993;2;20210301 01:02;P;;;;;;
D;210;2079993;2;20210301 01:02;V;;;;;;
D;210;2079993;2;20210301 01:02;V;;;;;;
B;210;2080122;3;20210301 01:02;;;97;BERESFORD RD;BELLEVUE HILL;2023;619.6;M;20201128;20210222;5400000;R2;R;RESIDENCE;;ALB;;0;AQ818745;
C;210;2080122;3;20210301 01:02;A/302202;
D;210;2080122;3;20210301 01:02;P;;;;;;
D;210;2080122;3;20210301 01:02;P;;;;;;
D;210;2080122;3;20210301 01:02;P;;;;;;
D;210;2080122;3;20210301 01:02;P;;;;;;
D;210;2080122;3;20210301 01:02;P;;;;;;
D;210;2080122;3;20210301 01:02;V;;;;;;
B;210;2082906;4;20210301 01:02;;;31;COOLONG RD;VAUCLUSE;2030;1961;M;20200818;20210218;34000000;R2;R;RESIDENCE;;ALW;;0;AQ810630;
C;210;2082906;4;20210301 01:02;50/863612 NSW Maritime 30001543;
D;210;2082906;4;20210301 01:02;P;;;;;;
D;210;2082906;4;20210301 01:02;V;;;;;;
D;210;2082906;4;20210301 01:02;V;;;;;;
B;210;2090753;5;20210301 01:02;;1;202;JERSEY RD;PADDINGTON;2021;97;M;20201123;20210222;2010000;;R;RESIDENCE;1;;;0;AQ816422;
C;210;2090753;5;20210301 01:02;1/SP60319;
D;210;2090753;5;20210301 01:02;P;;;;;;
D;210;2090753;5;20210301 01:02;V;;;;;;
D;210;2090753;5;20210301 01:02;V;;;;;;
B;210;2104979;6;20210301 01:02;;;5;WOODS AVE;WOOLLAHRA;2025;107.5;M;20210115;20210219;1700000;R2;R;RESIDENCE;;ALO;;0;AQ814375;
C;210;2104979;6;20210301 01:02;2/206681;
D;210;2104979;6;20210301 01:02;P;;;;;;
D;210;2104979;6;20210301 01:02;P;;;;;;
D;210;2104979;6;20210301 01:02;V;;;;;;
B;210;2090911;7;20210301 01:02;;;82;JOHN ST;WOOLLAHRA;2025;455.3;M;20201031;20210225;11000000;R2;R;RESIDENCE;;ALO;;0;AQ826810;
C;210;2090911;7;20210301 01:02;1/189814;
D;210;2090911;7;20210301 01:02;P;;;;;;
D;210;2090911;7;20210301 01:02;V;;;;;;
D;210;2090911;7;20210301 01:02;V;;;;;;
B;210;2080535;8;20210301 01:02;;1;93;BIRRIGA RD;BELLEVUE HILL;2023;207;M;20201205;20210222;2300000;;R;RESIDENCE;1;;;0;AQ816252;
C;210;2080535;8;20210301 01:02;1/SP62173;
D;210;2080535;8;20210301 01:02;P;;;;;;
D;210;2080535;8;20210301 01:02;V;;;;;;
B;210;2085811;9;20210301 01:02;;;196;EDGECLIFF RD;WOOLLAHRA;2025;141;M;20201021;20210224;3000000;R3;R;RESIDENCE;;AMO;;0;AQ822540;
C;210;2085811;9;20210301 01:02;1/1041040;
D;210;2085811;9;20210301 01:02;P;;;;;;
D;210;2085811;9;20210301 01:02;V;;;;;;
D;210;2085811;9;20210301 01:02;V;;;;;;
B;210;2088739;10;20210301 01:02;;;51;GOODHOPE ST;PADDINGTON;2021;82.2;M;20201212;20210125;2070000;R2;R;RESIDENCE;;ALE;;0;AQ748539;
C;210;2088739;10;20210301 01:02;B/436320;
D;210;2088739;10;20210301 01:02;P;;;;;;
D;210;2088739;10;20210301 01:02;P;;;;;;
D;210;2088739;10;20210301 01:02;V;;;;;;
D;210;2088739;10;20210301 01:02;V;;;;;;
B;210;2101905;11;20210301 01:02;;;4;TIVOLI AVE;ROSE BAY;2029;834.7;M;20201121;20210223;14000000;R2;R;RESIDENCE;;ALR;;0;AQ819988;
C;210;2101905;11;20210301 01:02;C/337179;
D;210;2101905;11;20210301 01:02;P;;;;;;
D;210;2101905;11;20210301 01:02;P;;;;;;
D;210;2101905;11;20210301 01:02;V;;;;;;
D;210;2101905;11;20210301 01:02;V;;;;;;
B;210;2101995;12;20210301 01:02;;;28;TOWNS RD;VAUCLUSE;2030;714.5;M;20201202;20210224;5070000;R2;R;RESIDENCE;;ALR;;0;AQ823293;
C;210;2101995;12;20210301 01:02;23/C/6048;
D;210;2101995;12;20210301 01:02;P;;;;;;
D;210;2101995;12;20210301 01:02;P;;;;;;
D;210;2101995;12;20210301 01:02;P;;;;;;
D;210;2101995;12;20210301 01:02;V;;;;;;
B;210;2102030;13;20210301 01:02;;;10 A;TRELAWNEY ST;WOOLLAHRA;2025;926.3;M;20201127;20210222;12000000;R3;R;RESIDENCE;;AMP;;0;AQ816477;
C;210;2102030;13;20210301 01:02;1/957185;
D;210;2102030;13;20210301 01:02;P;;;;;;
D;210;2102030;13;20210301 01:02;P;;;;;;
D;210;2102030;13;20210301 01:02;V;;;;;;
D;210;2102030;13;20210301 01:02;V;;;;;;
B;210;2083360;14;20210301 01:02;;26 F;3;DARLING POINT RD;DARLING POINT;2027;;;20201221;20210219;2600000;;R;RESIDENCE;112;;;0;AQ814355;
C;210;2083360;14;20210301 01:02;112/SP4680;
D;210;2083360;14;20210301 01:02;P;;;;;;
D;210;2083360;14;20210301 01:02;P;;;;;;
D;210;2083360;14;20210301 01:02;V;;;;;;
B;210;2097109;15;20210301 01:02;;;690;OLD SOUTH HEAD RD;ROSE BAY;2029;695.5;M;20201224;20210219;3450000;R2;R;RESIDENCE;;ALR;;0;AQ812831;
C;210;2097109;15;20210301 01:02;20/D/6298;
D;210;2097109;15;20210301 01:02;P;;;;;;
D;210;2097109;15;20210301 01:02;V;;;;;;
D;210;2097109;15;20210301 01:02;V;;;;;;
B;210;2081479;16;20210301 01:02;;;65;BULKARA RD;BELLEVUE HILL;2023;883.7;M;20201107;20210219;16080000;R2;R;RESIDENCE;;ALB;;0;AQ813832;
C;210;2081479;16;20210301 01:02;32/1/4006;
D;210;2081479;16;20210301 01:02;P;;;;;;
D;210;2081479;16;20210301 01:02;V;;;;;;
D;210;2081479;16;20210301 01:02;V;;;;;;
B;210;2086686;17;20210301 01:02;;3;3;ELANORA ST;ROSE BAY;2029;66;M;20201210;20210219;905000;;R;RESIDENCE;3;;;0;AQ814791;
C;210;2086686;17;20210301 01:02;3/SP12073;
D;210;2086686;17;20210301 01:02;P;;;;;;
D;210;2086686;17;20210301 01:02;P;;;;;;
D;210;2086686;17;20210301 01:02;V;;;;;;
B;210;2105078;18;20210301 01:02;;;30;WYUNA RD;POINT PIPER;2027;373.1;M;20210224;20210225;5650000;R2;R;RESIDENCE;;ALP;;0;AQ828772;
C;210;2105078;18;20210301 01:02;2/567775;
D;210;2105078;18;20210301 01:02;P;;;;;;
D;210;2105078;18;20210301 01:02;V;;;;;;
B;210;2102873;19;20210301 01:02;;1;4;VICTORIA RD;BELLEVUE HILL;2023;700;M;20201129;20210222;7200000;;R;RESIDENCE;1;;;0;AQ817368;
C;210;2102873;19;20210301 01:02;1/SP63173;
D;210;2102873;19;20210301 01:02;P;;;;;;
D;210;2102873;19;20210301 01:02;V;;;;;;
B;210;2102883;20;20210301 01:02;;;14;VICTORIA RD;BELLEVUE HILL;2023;1062.3;M;20200814;20210219;9000000;R2;R;RESIDENCE;;ALB;;0;AQ812856;
C;210;2102883;20;20210301 01:02;C/24996;
D;210;2102883;20;20210301 01:02;P;;;;;;
D;210;2102883;20;20210301 01:02;P;;;;;;
D;210;2102883;20;20210301 01:02;V;;;;;;
D;210;2102883;20;20210301 01:02;V;;;;;;
B;210;3493306;21;20210301 01:02;;5 D;2;KNOX ST;DOUBLE BAY;2028;;;20200831;20210223;6000000;;R;RESIDENCE;8;;;0;AQ820213;
C;210;3493306;21;20210301 01:02;8/SP82068;
D;210;3493306;21;20210301 01:02;P;;;;;;
D;210;3493306;21;20210301 01:02;P;;;;;;
D;210;3493306;21;20210301 01:02;V;;;;;;
B;210;3493306;22;20210301 01:02;;6 A;2;KNOX ST;DOUBLE BAY;2028;;;20201118;20210225;6225000;;R;RESIDENCE;14;;;0;AQ827383;
C;210;3493306;22;20210301 01:02;14/SP82068;
D;210;3493306;22;20210301 01:02;P;;;;;;
D;210;3493306;22;20210301 01:02;V;;;;;;
B;210;3493306;23;20210301 01:02;CAR SPACE;33;2;KNOX ST;DOUBLE BAY;2028;;;20200831;20210223;6000000;;R;RESIDENCE;33;;;0;AQ820213;
C;210;3493306;23;20210301 01:02;33/SP82068;
D;210;3493306;23;20210301 01:02;P;;;;;;
D;210;3493306;23;20210301 01:02;P;;;;;;
D;210;3493306;23;20210301 01:02;V;;;;;;
B;210;2079395;24;20210301 01:02;;;133;BELLEVUE RD;BELLEVUE HILL;2023;959.9;M;20201123;20210224;6560000;R2;R;RESIDENCE;;ALB;;0;AQ822786;
C;210;2079395;24;20210301 01:02;15/4/5816 1/105517;
D;210;2079395;24;20210301 01:02;P;;;;;;
D;210;2079395;24;20210301 01:02;V;;;;;;
D;210;2079395;24;20210301 01:02;V;;;;;;
B;210;2082124;25;20210301 01:02;;;11;CAPTAIN PIPERS RD;VAUCLUSE;2030;430;M;20201106;20210223;3850000;R2;R;RESIDENCE;;ALV;;0;AQ819913;
C;210;2082124;25;20210301 01:02;21/589711;
D;210;2082124;25;20210301 01:02;P;;;;;;
D;210;2082124;25;20210301 01:02;V;;;;;;
D;210;2082124;25;20210301 01:02;V;;;;;;
B;210;2100842;26;20210301 01:02;;;9;SUTHERLAND AVE;PADDINGTON;2021;265.6;M;20201024;20210222;4425000;R2;R;RESIDENCE;;ALL;;0;AQ816480;
C;210;2100842;26;20210301 01:02;1/440866;
D;210;2100842;26;20210301 01:02;P;;;;;;
D;210;2100842;26;20210301 01:02;V;;;;;;
B;210;3827733;27;20210301 01:02;;3;72;BELLEVUE RD;BELLEVUE HILL;2023;612;M;20201021;20210222;5300000;;R;RESIDENCE;3;;;0;AQ816052;
C;210;3827733;27;20210301 01:02;3/SP88118;
D;210;3827733;27;20210301 01:02;P;;;;;;
D;210;3827733;27;20210301 01:02;V;;;;;;
B;210;4334390;28;20210301 01:02;;303;20;CROSS ST;DOUBLE BAY;2028;;;20190814;20210222;6250000;;R;RESIDENCE;11;;;0;AQ817914;
C;210;4334390;28;20210301 01:02;11/SP102298;
D;210;4334390;28;20210301 01:02;P;;;;;;
D;210;4334390;28;20210301 01:02;V;;;;;;
B;210;4279971;29;20210301 01:02;;7;46;BELLEVUE RD;BELLEVUE HILL;2023;160;M;20201216;20210225;2750000;;R;RESIDENCE;7;;;0;AQ826235;
C;210;4279971;29;20210301 01:02;7/SP98727;
D;210;4279971;29;20210301 01:02;P;;;;;;
D;210;4279971;29;20210301 01:02;P;;;;;;
D;210;4279971;29;20210301 01:02;V;;;;;;
Z;147;29;29;87;
