A;RTSALEDATA;224;20240408 01:06;VALNET;
B;224;2528971;1;20240408 01:06;;;18;ANNIE SPENCE CL;EMU HEIGHTS;2750;631.6;M;20240214;20240402;1200000;R2;R;RESIDENCE;;RBC;;0;AT950104;
C;224;2528971;1;20240408 01:06;5055/776517;
D;224;2528971;1;20240408 01:06;P;;;;;;
D;224;2528971;1;20240408 01:06;P;;;;;;
D;224;2528971;1;20240408 01:06;V;;;;;;
D;224;2528971;1;20240408 01:06;V;;;;;;
B;224;2530185;2;20240408 01:06;;;24;BALOG ST;ST MARYS;2760;626;M;20240220;20240404;923000;R2;R;RESIDENCE;;RAC;;0;AT955332;
C;224;2530185;2;20240408 01:06;83/241774;
D;224;2530185;2;20240408 01:06;P;;;;;;
D;224;2530185;2;20240408 01:06;P;;;;;;
D;224;2530185;2;20240408 01:06;V;;;;;;
D;224;2530185;2;20240408 01:06;V;;;;;;
B;224;2966435;3;20240408 01:06;;;1;SEINE CT;ST CLAIR;2759;473;M;20240218;20240402;1178000;R2;R;RESIDENCE;;RAA;;0;AT948688;
C;224;2966435;3;20240408 01:06;105/1044260;
D;224;2966435;3;20240408 01:06;P;;;;;;
D;224;2966435;3;20240408 01:06;P;;;;;;
D;224;2966435;3;20240408 01:06;V;;;;;;
D;224;2966435;3;20240408 01:06;V;;;;;;
B;224;4214701;4;20240408 01:06;;11;50;RODLEY AVE;PENRITH;2750;;;20240304;20240403;570000;;R;RESIDENCE;11;;;0;AT952042;
C;224;4214701;4;20240408 01:06;11/SP95434;
D;224;4214701;4;20240408 01:06;P;;;;;;
D;224;4214701;4;20240408 01:06;P;;;;;;
D;224;4214701;4;20240408 01:06;V;;;;;;
B;224;2528409;5;20240408 01:06;;;11;ALPINE CCT;ST CLAIR;2759;628;M;20240306;20240404;787500;R2;R;RESIDENCE;;RAA;;0;AT956956;
C;224;2528409;5;20240408 01:06;318/261734;
D;224;2528409;5;20240408 01:06;P;;;;;;
D;224;2528409;5;20240408 01:06;V;;;;;;
D;224;2528409;5;20240408 01:06;V;;;;;;
D;224;2528409;5;20240408 01:06;V;;;;;;
