A;RTSALEDATA;159;20221024 01:10;VALNET;
B;159;1745935;1;20221024 01:10;;;5;CARLTON AVE;GOONELLABAH;2480;525.2;M;20220919;20221017;390000;R1;R;RESIDENCE;;AJJ;;0;AS555334;
C;159;1745935;1;20221024 01:10;75/811708;
D;159;1745935;1;20221024 01:10;P;;;;;;
D;159;1745935;1;20221024 01:10;V;;;;;;
B;159;1745094;2;20221024 01:10;;;73;BEARDOW ST;LISMORE HEIGHTS;2480;670.3;M;20220919;20221019;610000;R1;R;RESIDENCE;;AGG;;0;AS563171;
C;159;1745094;2;20221024 01:10;1/21960;
D;159;1745094;2;20221024 01:10;P;;;;;;
D;159;1745094;2;20221024 01:10;V;;;;;;
B;159;1746113;3;20221024 01:10;;;14;CASINO ST;SOUTH LISMORE;2480;607;M;20220909;20221014;220000;R2;R;RESIDENCE;;ABB;;0;AS548775;
C;159;1746113;3;20221024 01:10;23/18/2613;
D;159;1746113;3;20221024 01:10;P;;;;;;
D;159;1746113;3;20221024 01:10;P;;;;;;
D;159;1746113;3;20221024 01:10;V;;;;;;
B;159;1745395;4;20221024 01:10;;;6;BRIGHT ST;EAST LISMORE;2480;809.43;M;20220930;20221014;260000;R1;R;RESIDENCE;;AEE;;0;AS550778;
C;159;1745395;4;20221024 01:10;131/12620;
D;159;1745395;4;20221024 01:10;P;;;;;;
D;159;1745395;4;20221024 01:10;P;;;;;;
D;159;1745395;4;20221024 01:10;V;;;;;;
D;159;1745395;4;20221024 01:10;V;;;;;;
B;159;1746814;5;20221024 01:10;;;2;COTTEE ST;EAST LISMORE;2480;670.3;M;20220920;20221018;260000;R1;R;RESIDENCE;;AEE;;0;AS559190;
C;159;1746814;5;20221024 01:10;4/392898 3/392899;
D;159;1746814;5;20221024 01:10;P;;;;;;
D;159;1746814;5;20221024 01:10;V;;;;;;
B;159;1749729;6;20221024 01:10;;4;7;HURFORD PL;EAST LISMORE;2480;;;20220915;20221017;359000;;R;RESIDENCE;4;;;0;AS553182;
C;159;1749729;6;20221024 01:10;4/SP18825;
D;159;1749729;6;20221024 01:10;P;;;;;;
D;159;1749729;6;20221024 01:10;V;;;;;;
D;159;1749729;6;20221024 01:10;V;;;;;;
B;159;1761184;7;20221024 01:10;;;14;THORBURN ST;NIMBIN;2480;1012;M;20220919;20221019;590000;RU5;R;RESIDENCE;;DNC;;0;AS560506;
C;159;1761184;7;20221024 01:10;3/7535;
D;159;1761184;7;20221024 01:10;P;;;;;;
D;159;1761184;7;20221024 01:10;V;;;;;;
D;159;1761184;7;20221024 01:10;V;;;;;;
B;159;1761480;8;20221024 01:10;;;33;CLARK RD;JIGGI;2480;6.069;H;20220921;20221014;1220000;RU1;R;RESIDENCE;;RHW;;0;AS549287;
C;159;1761480;8;20221024 01:10;1/568512;
D;159;1761480;8;20221024 01:10;P;;;;;;
D;159;1761480;8;20221024 01:10;P;;;;;;
D;159;1761480;8;20221024 01:10;V;;;;;;
D;159;1761480;8;20221024 01:10;V;;;;;;
B;159;1750892;9;20221024 01:10;;;78;LAKE ST;NORTH LISMORE;2480;1619;M;20220908;20221018;110000;RU2;R;RESIDENCE;;RUL;;0;AS558095;
C;159;1750892;9;20221024 01:10;1/784083;
D;159;1750892;9;20221024 01:10;P;;;;;;
D;159;1750892;9;20221024 01:10;P;;;;;;
D;159;1750892;9;20221024 01:10;V;;;;;;
B;159;1756526;10;20221024 01:10;;;5;WICKHAM PL;CLUNES;2480;1204.5;M;20220815;20221014;1150000;RU5;R;RESIDENCE;;DCB;;0;AS548307;
C;159;1756526;10;20221024 01:10;3/806893;
D;159;1756526;10;20221024 01:10;P;;;;;;
D;159;1756526;10;20221024 01:10;P;;;;;;
D;159;1756526;10;20221024 01:10;V;;;;;;
D;159;1756526;10;20221024 01:10;V;;;;;;
B;159;1759435;11;20221024 01:10;;;207;INVERCAULD RD;GOONELLABAH;2480;4050;M;20220921;20221014;1050000;R1;R;RESIDENCE;;AVV;;0;AS549289;
C;159;1759435;11;20221024 01:10;16/788403;
D;159;1759435;11;20221024 01:10;P;;;;;;
D;159;1759435;11;20221024 01:10;P;;;;;;
D;159;1759435;11;20221024 01:10;V;;;;;;
B;159;1754078;12;20221024 01:10;;;17;SHEARMAN DR;GOONELLABAH;2480;569;M;20221014;20221014;125000;R1;R;RESIDENCE;;AJJ;;0;AS550224;
C;159;1754078;12;20221024 01:10;19/811708;
D;159;1754078;12;20221024 01:10;P;;;;;;
D;159;1754078;12;20221024 01:10;V;;;;;;
D;159;1754078;12;20221024 01:10;V;;;;;;
B;159;1754381;13;20221024 01:10;;;39;SPRING ST;EAST LISMORE;2480;809.43;M;20220914;20221019;690000;R1;R;RESIDENCE;;AEE;;0;AS561257;
C;159;1754381;13;20221024 01:10;98/12620;
D;159;1754381;13;20221024 01:10;P;;;;;;
D;159;1754381;13;20221024 01:10;P;;;;;;
D;159;1754381;13;20221024 01:10;V;;;;;;
D;159;1754381;13;20221024 01:10;V;;;;;;
