A;RTSALEDATA;238;20240429 01:06;VALNET;
B;238;2632839;1;20240429 01:06;;;131;CASTLEREAGH ST;COONAMBLE;2829;2751;M;20240315;20240422;80000;R1;R;RESIDENCE;;AAD;;0;AU1139;
C;238;2632839;1;20240429 01:06;B/395843;
D;238;2632839;1;20240429 01:06;P;;;;;;
D;238;2632839;1;20240429 01:06;P;;;;;;
D;238;2632839;1;20240429 01:06;V;;;;;;
B;238;3334481;2;20240429 01:06;;;3722;CARINDA RD;COONAMBLE;2829;2279;H;20240308;20240419;11000000;RU1;3;FARM;;RMD;;0;AT999316;
C;238;3334481;2;20240429 01:06;16, 17/113414 2, 3, 29, 33, 34, 36, 37, 38, 39, 49, 51, 52, 53, 54, 58;
C;238;3334481;2;20240429 01:06;, 59/754197 Enclosure Permit 14443;
D;238;3334481;2;20240429 01:06;P;;;;;;
D;238;3334481;2;20240429 01:06;V;;;;;;
D;238;3334481;2;20240429 01:06;V;;;;;;
Z;13;2;3;6;
