A;RTSALEDATA;207;20220905 01:44;VALNET;
B;207;1975520;1;20220905 01:44;;10;243;ANZAC PDE;KINGSFORD;2032;153;M;20220719;20220830;938200;;R;RESIDENCE;10;;;0;AS431364;
C;207;1975520;1;20220905 01:44;10/SP46433;
D;207;1975520;1;20220905 01:44;P;;;;;;
D;207;1975520;1;20220905 01:44;V;;;;;;
D;207;1975520;1;20220905 01:44;V;;;;;;
B;207;1983554;2;20220905 01:44;;12;18;BRADLEY ST;RANDWICK;2031;84.5;M;20220718;20220829;860000;;R;RESIDENCE;12;;;0;AS427600;
C;207;1983554;2;20220905 01:44;12/SP2570;
D;207;1983554;2;20220905 01:44;P;;;;;;
D;207;1983554;2;20220905 01:44;P;;;;;;
D;207;1983554;2;20220905 01:44;V;;;;;;
B;207;1991667;3;20220905 01:44;;;1;CRANA AVE;SOUTH COOGEE;2034;392;M;20211217;20220830;9800000;R2;R;RESIDENCE;;ALJ;;0;AS430166;
C;207;1991667;3;20220905 01:44;3/388279;
D;207;1991667;3;20220905 01:44;P;;;;;;
D;207;1991667;3;20220905 01:44;V;;;;;;
D;207;1991667;3;20220905 01:44;V;;;;;;
B;207;1994356;4;20220905 01:44;;;36;DUKE ST;KENSINGTON;2033;335.1;M;20220826;20220830;2500000;R2;R;RESIDENCE;;ALC;;0;AS432888;
C;207;1994356;4;20220905 01:44;A/383775;
D;207;1994356;4;20220905 01:44;P;;;;;;
D;207;1994356;4;20220905 01:44;P;;;;;;
D;207;1994356;4;20220905 01:44;V;;;;;;
D;207;1994356;4;20220905 01:44;V;;;;;;
B;207;1986544;5;20220905 01:44;;;16;BURTON ST;RANDWICK;2031;252.9;M;20220506;20220901;4000000;R3;R;RESIDENCE;;AMA;;0;AS439651;
C;207;1986544;5;20220905 01:44;1/106117;
D;207;1986544;5;20220905 01:44;P;;;;;;
D;207;1986544;5;20220905 01:44;P;;;;;;
D;207;1986544;5;20220905 01:44;V;;;;;;
D;207;1986544;5;20220905 01:44;V;;;;;;
B;207;2013407;6;20220905 01:44;;;16;POWELL ST;COOGEE;2034;430.77;M;20220604;20220826;5711000;R3;R;RESIDENCE;;AME;;0;AS422213;
C;207;2013407;6;20220905 01:44;1/87664;
D;207;2013407;6;20220905 01:44;P;;;;;;
D;207;2013407;6;20220905 01:44;P;;;;;;
D;207;2013407;6;20220905 01:44;V;;;;;;
D;207;2013407;6;20220905 01:44;V;;;;;;
B;207;2015951;7;20220905 01:44;;2;21;SEARLE AVE;RANDWICK;2031;117.3;M;20220622;20220831;1400000;;R;RESIDENCE;2;;;0;AS436740;
C;207;2015951;7;20220905 01:44;2/SP1406;
D;207;2015951;7;20220905 01:44;P;;;;;;
D;207;2015951;7;20220905 01:44;V;;;;;;
B;207;1988934;8;20220905 01:44;;71;6;FRANCES ST;RANDWICK;2031;80.8;M;20220715;20220826;860000;;R;RESIDENCE;71;;;0;AS421676;
C;207;1988934;8;20220905 01:44;71/SP3713;
D;207;1988934;8;20220905 01:44;P;;;;;;
D;207;1988934;8;20220905 01:44;P;;;;;;
D;207;1988934;8;20220905 01:44;V;;;;;;
B;207;2002858;9;20220905 01:44;;9;61;KENSINGTON RD;KENSINGTON;2033;99;M;20220718;20220829;840000;;R;RESIDENCE;9;;;0;AS427265;
C;207;2002858;9;20220905 01:44;9/SP8851;
D;207;2002858;9;20220905 01:44;P;;;;;;
D;207;2002858;9;20220905 01:44;P;;;;;;
D;207;2002858;9;20220905 01:44;V;;;;;;
B;207;2016367;10;20220905 01:44;;;1;SIMEON ST;CLOVELLY;2031;341.4;M;20220805;20220831;4300000;R2;R;RESIDENCE;;ALB;;0;AS436300;
C;207;2016367;10;20220905 01:44;D/172033;
D;207;2016367;10;20220905 01:44;P;;;;;;
D;207;2016367;10;20220905 01:44;P;;;;;;
D;207;2016367;10;20220905 01:44;V;;;;;;
D;207;2016367;10;20220905 01:44;V;;;;;;
B;207;2008309;11;20220905 01:44;;13;26;MELROSE PDE;CLOVELLY;2031;166;M;20220617;20220829;2550000;;R;RESIDENCE;13;;;0;AS425960;
C;207;2008309;11;20220905 01:44;13/SP56192;
D;207;2008309;11;20220905 01:44;P;;;;;;
D;207;2008309;11;20220905 01:44;V;;;;;;
D;207;2008309;11;20220905 01:44;V;;;;;;
B;207;2000555;12;20220905 01:44;;;3;HEREWARD ST;MAROUBRA;2035;308.3;M;20220520;20220830;3237000;R3;R;RESIDENCE;;AMW;;0;AS429672;
C;207;2000555;12;20220905 01:44;321/561641;
D;207;2000555;12;20220905 01:44;P;;;;;;
D;207;2000555;12;20220905 01:44;V;;;;;;
D;207;2000555;12;20220905 01:44;V;;;;;;
B;207;2000607;13;20220905 01:44;;;28;HIGGS ST;COOGEE;2034;234;M;20220617;20220826;3520000;R2;R;RESIDENCE;;ALE;;0;AS425118;
C;207;2000607;13;20220905 01:44;A/415581;
D;207;2000607;13;20220905 01:44;P;;;;;;
D;207;2000607;13;20220905 01:44;P;;;;;;
D;207;2000607;13;20220905 01:44;V;;;;;;
D;207;2000607;13;20220905 01:44;V;;;;;;
