A;RTSALEDATA;050;20210816 01:01;VALNET;
B;050;4150896;1;20210816 01:01;;;46;RACECOURSE RD;THURGOONA;2640;6982;M;20200514;20210809;627000;IN2;R;RESIDENCE;;DLS;;0;AR317949;
C;050;4150896;1;20210816 01:01;101/1246132;
D;050;4150896;1;20210816 01:01;P;;;;;;
D;050;4150896;1;20210816 01:01;P;;;;;;
D;050;4150896;1;20210816 01:01;P;;;;;;
D;050;4150896;1;20210816 01:01;V;;;;;;
D;050;4150896;1;20210816 01:01;V;;;;;;
B;050;4161137;2;20210816 01:01;;;12;EISENHAUER DR;THURGOONA;2640;646;M;20210622;20210806;160000;R1;V;VACANT LAND;;ATN;;0;AR309687;
C;050;4161137;2;20210816 01:01;2045/1209499;
D;050;4161137;2;20210816 01:01;P;;;;;;
D;050;4161137;2;20210816 01:01;V;;;;;;
B;050;486625;3;20210816 01:01;;;22;BULLER CRES;THURGOONA;2640;769.7;M;20210712;20210806;316000;R1;R;RESIDENCE;;ATO;;0;AR313109;
C;050;486625;3;20210816 01:01;6/258003;
D;050;486625;3;20210816 01:01;P;;;;;;
D;050;486625;3;20210816 01:01;V;;;;;;
D;050;486625;3;20210816 01:01;V;;;;;;
B;050;486698;4;20210816 01:01;;;4;BURONGA DR;SPRINGDALE HEIGHTS;2641;656.4;M;20210628;20210809;453000;R1;R;RESIDENCE;;ALV;;0;AR314437;
C;050;486698;4;20210816 01:01;73/252393;
D;050;486698;4;20210816 01:01;P;;;;;;
D;050;486698;4;20210816 01:01;V;;;;;;
D;050;486698;4;20210816 01:01;V;;;;;;
B;050;487326;5;20210816 01:01;;;565;CATTLIN AVE;NORTH ALBURY;2640;727.2;M;20210611;20210810;350000;R1;R;RESIDENCE;;AMA;;0;AR319701;
C;050;487326;5;20210816 01:01;48/237403;
D;050;487326;5;20210816 01:01;P;;;;;;
D;050;487326;5;20210816 01:01;V;;;;;;
D;050;487326;5;20210816 01:01;V;;;;;;
B;050;487388;6;20210816 01:01;;;723;CENTAUR RD;HAMILTON VALLEY;2641;834.7;M;20210629;20210806;145000;R1;R;RESIDENCE;;AHV;;0;AR310086;
C;050;487388;6;20210816 01:01;1/369233;
D;050;487388;6;20210816 01:01;P;;;;;;
D;050;487388;6;20210816 01:01;V;;;;;;
D;050;487388;6;20210816 01:01;V;;;;;;
D;050;487388;6;20210816 01:01;V;;;;;;
B;050;484927;7;20210816 01:01;;;747;ALMA ST;ALBURY;2640;735.4;M;20210410;20210809;842000;R1;R;RESIDENCE;;AFH;;0;AR318720;
C;050;484927;7;20210816 01:01;1/196050;
D;050;484927;7;20210816 01:01;P;;;;;;
D;050;484927;7;20210816 01:01;V;;;;;;
D;050;484927;7;20210816 01:01;V;;;;;;
B;050;499410;8;20210816 01:01;;;444;ROSE ST;LAVINGTON;2641;720.8;M;20210628;20210809;470000;R1;R;RESIDENCE;;ALV;;0;AR316984;
C;050;499410;8;20210816 01:01;1/238717;
D;050;499410;8;20210816 01:01;P;;;;;;
D;050;499410;8;20210816 01:01;V;;;;;;
D;050;499410;8;20210816 01:01;V;;;;;;
B;050;494086;9;20210816 01:01;;;414;KOKODA ST;NORTH ALBURY;2640;777.8;M;20210702;20210806;310000;R1;R;RESIDENCE;;ANN;;0;AR311545;
C;050;494086;9;20210816 01:01;66/38111;
D;050;494086;9;20210816 01:01;P;;;;;;
D;050;494086;9;20210816 01:01;P;;;;;;
D;050;494086;9;20210816 01:01;V;;;;;;
B;050;496733;10;20210816 01:01;;;3;NEWTON CCT;THURGOONA;2640;839;M;20210701;20210806;590000;R1;R;RESIDENCE;;ATN;;0;AR310172;
C;050;496733;10;20210816 01:01;1/875783;
D;050;496733;10;20210816 01:01;P;;;;;;
D;050;496733;10;20210816 01:01;P;;;;;;
D;050;496733;10;20210816 01:01;V;;;;;;
B;050;491618;11;20210816 01:01;;;327;HAINES CT;LAVINGTON;2641;670.4;M;20210702;20210806;360000;R1;R;RESIDENCE;;ALV;;0;AR311858;
C;050;491618;11;20210816 01:01;135/244357;
D;050;491618;11;20210816 01:01;P;;;;;;
D;050;491618;11;20210816 01:01;P;;;;;;
D;050;491618;11;20210816 01:01;V;;;;;;
B;050;494329;12;20210816 01:01;;4;546;KOTTHOFF ST;LAVINGTON;2641;140.6;M;20210722;20210806;310000;R1;R;RESIDENCE;;ALV;;0;AR310187;
C;050;494329;12;20210816 01:01;5/285310;
D;050;494329;12;20210816 01:01;P;;;;;;
D;050;494329;12;20210816 01:01;V;;;;;;
B;050;489520;13;20210816 01:01;;;312;DOWNSIDE ST;EAST ALBURY;2640;564;M;20210709;20210809;620000;R1;R;RESIDENCE;;AEA;;0;AR316226;
C;050;489520;13;20210816 01:01;16/B/12801;
D;050;489520;13;20210816 01:01;P;;;;;;
D;050;489520;13;20210816 01:01;P;;;;;;
D;050;489520;13;20210816 01:01;V;;;;;;
D;050;489520;13;20210816 01:01;V;;;;;;
B;050;489660;14;20210816 01:01;;;301;EAST ST;EAST ALBURY;2640;640.5;M;20210507;20210809;580000;R1;R;RESIDENCE;;AEA;;0;AR317780;
C;050;489660;14;20210816 01:01;7/253257;
D;050;489660;14;20210816 01:01;P;;;;;;
D;050;489660;14;20210816 01:01;P;;;;;;
D;050;489660;14;20210816 01:01;V;;;;;;
B;050;492316;15;20210816 01:01;;;760;HODGE ST;GLENROY;2640;1161;M;20210520;20210806;480000;R1;R;RESIDENCE;;AGR;;0;AR313123;
C;050;492316;15;20210816 01:01;2/576311;
D;050;492316;15;20210816 01:01;P;;;;;;
D;050;492316;15;20210816 01:01;P;;;;;;
D;050;492316;15;20210816 01:01;V;;;;;;
B;050;493169;16;20210816 01:01;;6;604;PRUNE ST;SPRINGDALE HEIGHTS;2641;;;20210702;20210806;162000;;R;RESIDENCE;6;;;0;AR309685;
C;050;493169;16;20210816 01:01;6/SP33866;
D;050;493169;16;20210816 01:01;P;;;;;;
D;050;493169;16;20210816 01:01;P;;;;;;
D;050;493169;16;20210816 01:01;V;;;;;;
B;050;498575;17;20210816 01:01;;;420;PRUNE ST;LAVINGTON;2641;714.5;M;20210709;20210809;420000;R1;R;RESIDENCE;;ALV;;0;AR316606;
C;050;498575;17;20210816 01:01;2/227403;
D;050;498575;17;20210816 01:01;P;;;;;;
D;050;498575;17;20210816 01:01;P;;;;;;
D;050;498575;17;20210816 01:01;V;;;;;;
D;050;498575;17;20210816 01:01;V;;;;;;
B;050;495976;18;20210816 01:01;;1;54;MCMASTER AVE;LAVINGTON;2641;;;20210712;20210811;280000;;R;RESIDENCE;1;;;0;AR323028;
C;050;495976;18;20210816 01:01;1/SP35329;
D;050;495976;18;20210816 01:01;P;;;;;;
D;050;495976;18;20210816 01:01;V;;;;;;
B;050;496002;19;20210816 01:01;;;939;METRY ST;NORTH ALBURY;2640;1714;M;20210611;20210810;924000;IN1;3;COMMERCIAL;;DNS;;0;AR322441;
C;050;496002;19;20210816 01:01;12/255061;
D;050;496002;19;20210816 01:01;P;;;;;;
D;050;496002;19;20210816 01:01;V;;;;;;
B;050;502734;20;20210816 01:01;;;398;WAGGA RD;LAVINGTON;2641;1012;M;20210706;20210806;880000;B4;V;VACANT LAND;;CML;;0;AR311426;
C;050;502734;20;20210816 01:01;1/212210;
D;050;502734;20;20210816 01:01;P;;;;;;
D;050;502734;20;20210816 01:01;V;;;;;;
B;050;502735;21;20210816 01:01;;;396;WAGGA RD;LAVINGTON;2641;1012;M;20210706;20210806;880000;B4;V;VACANT LAND;;CML;;0;AR311426;
C;050;502735;21;20210816 01:01;1/412538;
D;050;502735;21;20210816 01:01;P;;;;;;
D;050;502735;21;20210816 01:01;V;;;;;;
B;050;500377;22;20210816 01:01;;;521;SMALL ST;ALBURY;2640;765.1;M;20210420;20210806;268000;R1;R;RESIDENCE;;AFH;;0;AR312935;
C;050;500377;22;20210816 01:01;3/309746;
D;050;500377;22;20210816 01:01;P;;;;;;
D;050;500377;22;20210816 01:01;V;;;;;;
D;050;500377;22;20210816 01:01;V;;;;;;
B;050;3644514;23;20210816 01:01;;;67;OXFORD DR;THURGOONA;2640;810.9;M;20210709;20210809;500000;R1;R;RESIDENCE;;ATN;;0;AR314905;
C;050;3644514;23;20210816 01:01;282/1173035;
D;050;3644514;23;20210816 01:01;P;;;;;;
D;050;3644514;23;20210816 01:01;V;;;;;;
D;050;3644514;23;20210816 01:01;V;;;;;;
B;050;3661689;24;20210816 01:01;;;7;THORNBILL ST;THURGOONA;2640;733;M;20210611;20210806;539000;R1;R;RESIDENCE;;ATN;;0;AR311333;
C;050;3661689;24;20210816 01:01;248/1167926;
D;050;3661689;24;20210816 01:01;P;;;;;;
D;050;3661689;24;20210816 01:01;V;;;;;;
D;050;3661689;24;20210816 01:01;V;;;;;;
B;050;4067892;25;20210816 01:01;;;22;MACARTHUR ST;LAVINGTON;2641;810;M;20210630;20210811;718000;R1;R;RESIDENCE;;AHV;;0;AR325254;
C;050;4067892;25;20210816 01:01;418/1217668;
D;050;4067892;25;20210816 01:01;P;;;;;;
D;050;4067892;25;20210816 01:01;P;;;;;;
D;050;4067892;25;20210816 01:01;V;;;;;;
D;050;4067892;25;20210816 01:01;V;;;;;;
B;050;529134;26;20210816 01:01;;;347;SPLITTERS CREEK RD;SPLITTERS CREEK;2640;2.173;H;20210511;20210809;1200000;RU4;R;RESIDENCE;;RHS;;0;AR314582;
C;050;529134;26;20210816 01:01;42/870563;
D;050;529134;26;20210816 01:01;P;;;;;;
D;050;529134;26;20210816 01:01;P;;;;;;
D;050;529134;26;20210816 01:01;V;;;;;;
D;050;529134;26;20210816 01:01;V;;;;;;
B;050;3821596;27;20210816 01:01;;1;358;RAU ST;EAST ALBURY;2640;261;M;20210710;20210809;535000;;R;RESIDENCE;1;;;0;AR315574;
C;050;3821596;27;20210816 01:01;1/SP90081;
D;050;3821596;27;20210816 01:01;P;;;;;;
D;050;3821596;27;20210816 01:01;V;;;;;;
B;050;3881679;28;20210816 01:01;;;4;BROOKFIELDS MEWS;LAVINGTON;2641;345.7;M;20210714;20210806;320000;R1;R;RESIDENCE;;ALV;;0;AR310553;
C;050;3881679;28;20210816 01:01;3/286597;
D;050;3881679;28;20210816 01:01;P;;;;;;
D;050;3881679;28;20210816 01:01;P;;;;;;
D;050;3881679;28;20210816 01:01;V;;;;;;
B;050;4254587;29;20210816 01:01;;1;330;NORTH ST;NORTH ALBURY;2640;408.6;M;20210628;20210809;385000;R1;R;RESIDENCE;;ANS;;0;AR317021;
C;050;4254587;29;20210816 01:01;2/286532;
D;050;4254587;29;20210816 01:01;P;;;;;;
D;050;4254587;29;20210816 01:01;V;;;;;;
D;050;4254587;29;20210816 01:01;V;;;;;;
B;050;4254588;30;20210816 01:01;;2;330;NORTH ST;NORTH ALBURY;2640;529.6;M;20210628;20210809;385000;R1;R;RESIDENCE;;ANS;;0;AR317021;
C;050;4254588;30;20210816 01:01;3/286532;
D;050;4254588;30;20210816 01:01;P;;;;;;
D;050;4254588;30;20210816 01:01;V;;;;;;
D;050;4254588;30;20210816 01:01;V;;;;;;
B;050;4340227;31;20210816 01:01;;;50;SWINDON WAY;THURGOONA;2640;538.5;M;20210709;20210811;155000;R1;V;VACANT LAND;;ATN;;0;AR326148;
C;050;4340227;31;20210816 01:01;253/1262673;
D;050;4340227;31;20210816 01:01;P;;;;;;
D;050;4340227;31;20210816 01:01;V;;;;;;
B;050;4328557;32;20210816 01:01;;;66;DIAMOND DR;THURGOONA;2640;2500;M;20210809;20210811;962500;B2;V;VACANT LAND;;CLC;;0;AR326354;
C;050;4328557;32;20210816 01:01;506/1268791;
D;050;4328557;32;20210816 01:01;P;;;;;;
D;050;4328557;32;20210816 01:01;V;;;;;;
Z;160;32;32;94;
