A;RTSALEDATA;118;20240129 01:06;VALNET;
B;118;1252078;1;20240129 01:06;;;34;CROWSON ST;MILLTHORPE;2798;2857;M;20231116;20240122;1240000;R1;R;RESIDENCE;;MRA;;0;AT778205;
C;118;1252078;1;20240129 01:06;235/702956;
D;118;1252078;1;20240129 01:06;P;;;;;;
D;118;1252078;1;20240129 01:06;P;;;;;;
D;118;1252078;1;20240129 01:06;V;;;;;;
D;118;1252078;1;20240129 01:06;V;;;;;;
B;118;1252180;2;20240129 01:06;;;39;PILCHER ST;MILLTHORPE;2798;809.4;M;20231221;20240125;770000;R1;R;RESIDENCE;;MRA;;0;AT788628;
C;118;1252180;2;20240129 01:06;4/8/3583;
D;118;1252180;2;20240129 01:06;P;;;;;;
D;118;1252180;2;20240129 01:06;V;;;;;;
D;118;1252180;2;20240129 01:06;V;;;;;;
B;118;3506238;3;20240129 01:06;;;27;PILCHER ST;MILLTHORPE;2798;499.5;M;20231027;20240119;600000;R1;R;RESIDENCE;;MRA;;0;AT771943;
C;118;3506238;3;20240129 01:06;B/103235;
D;118;3506238;3;20240129 01:06;P;;;;;;
D;118;3506238;3;20240129 01:06;V;;;;;;
B;118;3081711;4;20240129 01:06;;;17;UNWIN ST;MILLTHORPE;2798;607;M;20231213;20240124;585000;R1;R;RESIDENCE;;MRA;;0;AT787204;
C;118;3081711;4;20240129 01:06;8/7/1112;
D;118;3081711;4;20240129 01:06;P;;;;;;
D;118;3081711;4;20240129 01:06;P;;;;;;
D;118;3081711;4;20240129 01:06;V;;;;;;
D;118;3081711;4;20240129 01:06;V;;;;;;
B;118;4094386;5;20240129 01:06;;;269;FOREST REEFS RD;MILLTHORPE;2798;2.234;H;20231107;20240119;900000;R5;R;RESIDENCE;;RVP;;0;AT773890;
C;118;4094386;5;20240129 01:06;1/1239233;
D;118;4094386;5;20240129 01:06;P;;;;;;
D;118;4094386;5;20240129 01:06;P;;;;;;
D;118;4094386;5;20240129 01:06;V;;;;;;
B;118;4527943;6;20240129 01:06;;;;FOUR MILE CREEK RD;PANUARA;2800;3.404;H;20190527;20230808;11218;;V;VACANT LAND;;;;0;AT693194;
C;118;4527943;6;20240129 01:06;5/1283741;
D;118;4527943;6;20240129 01:06;P;;;;;;
D;118;4527943;6;20240129 01:06;V;;;;;;
B;118;4528086;7;20240129 01:06;;;;GLENARVON RD;NEVILLE;2799;2.452;H;20231206;20231220;380000;;V;VACANT LAND;;;;0;AT720330;
C;118;4528086;7;20240129 01:06;2/733185;
D;118;4528086;7;20240129 01:06;P;;;;;;
D;118;4528086;7;20240129 01:06;P;;;;;;
D;118;4528086;7;20240129 01:06;V;;;;;;
B;118;4415069;8;20240129 01:06;;;3;ST VINCENT WELSH WAY;BLAYNEY;2799;999.9;M;20231218;20240125;750000;R1;R;RESIDENCE;;BAJ;;0;AT789827;
C;118;4415069;8;20240129 01:06;43/1281605;
D;118;4415069;8;20240129 01:06;P;;;;;;
D;118;4415069;8;20240129 01:06;P;;;;;;
D;118;4415069;8;20240129 01:06;V;;;;;;
D;118;4415069;8;20240129 01:06;V;;;;;;
Z;43;8;8;25;
