A;RTSALEDATA;050;20211011 01:12;VALNET;
B;050;492334;1;20211011 01:13;;;651;HODGE ST;GLENROY;2640;809.4;M;20210821;20211001;501000;R1;R;RESIDENCE;;AGR;;0;AR482173;
C;050;492334;1;20211011 01:13;7/246876;
D;050;492334;1;20211011 01:13;P;;;;;;
D;050;492334;1;20211011 01:13;P;;;;;;
D;050;492334;1;20211011 01:13;V;;;;;;
B;050;3996183;2;20211011 01:13;;;38;STOCKMAN CCT;THURGOONA;2640;728.4;M;20210824;20211005;605000;R1;R;RESIDENCE;;ATN;;0;AR490231;
C;050;3996183;2;20211011 01:13;212/1228226;
D;050;3996183;2;20211011 01:13;P;;;;;;
D;050;3996183;2;20211011 01:13;P;;;;;;
D;050;3996183;2;20211011 01:13;V;;;;;;
D;050;3996183;2;20211011 01:13;V;;;;;;
B;050;484742;3;20211011 01:13;;;188;ALEXANDRA ST;EAST ALBURY;2640;967.5;M;20210928;20211006;90000;R1;R;RESIDENCE;;AEA;;0;AR495250;
C;050;484742;3;20211011 01:13;A/384547;
D;050;484742;3;20211011 01:13;P;;;;;;
D;050;484742;3;20211011 01:13;V;;;;;;
B;050;4340189;4;20211011 01:13;;;77;CARDIFF DR;THURGOONA;2640;634.7;M;20210518;20211001;160000;R1;V;VACANT LAND;;ATN;;0;AR482427;
C;050;4340189;4;20211011 01:13;213/1262604;
D;050;4340189;4;20211011 01:13;P;;;;;;
D;050;4340189;4;20211011 01:13;P;;;;;;
D;050;4340189;4;20211011 01:13;V;;;;;;
B;050;500661;5;20211011 01:13;;;570;SPURRWAY DR;WEST ALBURY;2640;881.1;M;20210806;20211005;387000;R1;R;RESIDENCE;;AWA;;0;AR486831;
C;050;500661;5;20211011 01:13;66/246130;
D;050;500661;5;20211011 01:13;P;;;;;;
D;050;500661;5;20211011 01:13;P;;;;;;
D;050;500661;5;20211011 01:13;V;;;;;;
B;050;498135;6;20211011 01:13;;;952;PEMBERTON ST;WEST ALBURY;2640;620;M;20210827;20211001;365000;R1;R;RESIDENCE;;APW;;0;AR482908;
C;050;498135;6;20211011 01:13;41/264126;
D;050;498135;6;20211011 01:13;P;;;;;;
D;050;498135;6;20211011 01:13;P;;;;;;
D;050;498135;6;20211011 01:13;V;;;;;;
D;050;498135;6;20211011 01:13;V;;;;;;
D;050;498135;6;20211011 01:13;V;;;;;;
B;050;4365068;7;20211011 01:13;;3;731;EAST ST;EAST ALBURY;2640;106.2;M;20210902;20211005;250000;;R;RESIDENCE;2;;;0;AR491244;
C;050;4365068;7;20211011 01:13;2/SP103204;
D;050;4365068;7;20211011 01:13;P;;;;;;
D;050;4365068;7;20211011 01:13;V;;;;;;
D;050;4365068;7;20211011 01:13;V;;;;;;
B;050;4365068;8;20211011 01:13;;2;731;EAST ST;EAST ALBURY;2640;103.7;M;20210902;20211005;250000;;R;RESIDENCE;3;;;0;AR491247;
C;050;4365068;8;20211011 01:13;3/SP103204;
D;050;4365068;8;20211011 01:13;P;;;;;;
D;050;4365068;8;20211011 01:13;V;;;;;;
D;050;4365068;8;20211011 01:13;V;;;;;;
B;050;485600;9;20211011 01:13;;;369;BELLEVUE ST;NORTH ALBURY;2640;834.7;M;20210904;20211005;600000;R1;R;RESIDENCE;;ANS;;0;AR487591;
C;050;485600;9;20211011 01:13;6/D/37721;
D;050;485600;9;20211011 01:13;P;;;;;;
D;050;485600;9;20211011 01:13;P;;;;;;
D;050;485600;9;20211011 01:13;V;;;;;;
D;050;485600;9;20211011 01:13;V;;;;;;
B;050;3948669;10;20211011 01:13;;1;900;CALIMO ST;NORTH ALBURY;2640;927;M;20210706;20211005;650000;;3;COMMERCIAL;1;;;0;AR487762;
C;050;3948669;10;20211011 01:13;1/SP93806;
D;050;3948669;10;20211011 01:13;P;;;;;;
D;050;3948669;10;20211011 01:13;V;;;;;;
