A;RTSALEDATA;199;20210726 01:03;VALNET;
B;199;1882064;1;20210726 01:03;;;55;GOSTWYCK ST;URALLA;2358;684;M;20210608;20210721;292000;R1;R;RESIDENCE;;ULA;;0;AR260349;
C;199;1882064;1;20210726 01:03;6/771433;
D;199;1882064;1;20210726 01:03;P;;;;;;
D;199;1882064;1;20210726 01:03;V;;;;;;
D;199;1882064;1;20210726 01:03;V;;;;;;
B;199;3309999;2;20210726 01:03;;;8;COOPER ST;URALLA;2358;978.4;M;20210618;20210716;220000;R1;R;RESIDENCE;;ULA;;0;AR247349;
C;199;3309999;2;20210726 01:03;1/1110593;
D;199;3309999;2;20210726 01:03;P;;;;;;
D;199;3309999;2;20210726 01:03;V;;;;;;
D;199;3309999;2;20210726 01:03;V;;;;;;
Z;12;2;2;6;
