A;RTSALEDATA;043;20220523 01:10;VALNET;
B;043;478842;1;20220523 01:10;;;131;BURRANGONG ST;GRENFELL;2810;240.3;M;20220420;20220518;145000;B2;3;COMMERCIAL;;BAC;;0;AS138487;
C;043;478842;1;20220523 01:10;C/380687;
D;043;478842;1;20220523 01:10;P;;;;;;
D;043;478842;1;20220523 01:10;V;;;;;;
Z;6;1;1;2;
