A;RTSALEDATA;103;20210802 01:02;VALNET;
B;103;1155041;1;20210802 01:02;;;31;HEASLIP ST;CONISTON;2500;1018;M;20210604;20210723;1010000;R3;R;RESIDENCE;;ABT;;0;AR270642;
C;103;1155041;1;20210802 01:02;B/336479;
D;103;1155041;1;20210802 01:02;P;;;;;;
D;103;1155041;1;20210802 01:02;V;;;;;;
B;103;1160384;2;20210802 01:02;;;161;KANAHOOKA RD;KANAHOOKA;2530;607;M;20210426;20210726;615000;R2;R;RESIDENCE;;AAY;;0;AR274723;
C;103;1160384;2;20210802 01:02;6/1/3358;
D;103;1160384;2;20210802 01:02;P;;;;;;
D;103;1160384;2;20210802 01:02;V;;;;;;
D;103;1160384;2;20210802 01:02;V;;;;;;
B;103;1171332;3;20210802 01:02;;;5;MOORE ST;GWYNNEVILLE;2500;701.9;M;20210616;20210728;1225000;R2;R;RESIDENCE;;AAS;;0;AR280978;
C;103;1171332;3;20210802 01:02;3/203520;
D;103;1171332;3;20210802 01:02;P;;;;;;
D;103;1171332;3;20210802 01:02;V;;;;;;
D;103;1171332;3;20210802 01:02;V;;;;;;
B;103;1155191;4;20210802 01:02;;;11;HEBRON AVE;MOUNT PLEASANT;2519;910.5;M;20210615;20210727;1950000;R2;R;RESIDENCE;;AAR;;0;AR277933;
C;103;1155191;4;20210802 01:02;N/419489;
D;103;1155191;4;20210802 01:02;P;;;;;;
D;103;1155191;4;20210802 01:02;V;;;;;;
D;103;1155191;4;20210802 01:02;V;;;;;;
B;103;1155361;5;20210802 01:02;;3;17;HENLEY RD;THIRROUL;2515;;;20210609;20210726;820000;;R;RESIDENCE;3;;;0;AR272884;
C;103;1155361;5;20210802 01:02;3/SP10921;
D;103;1155361;5;20210802 01:02;P;;;;;;
D;103;1155361;5;20210802 01:02;V;;;;;;
D;103;1155361;5;20210802 01:02;V;;;;;;
B;103;1166235;6;20210802 01:02;;9;235;LAWRENCE HARGRAVE DR;THIRROUL;2515;;;20210617;20210729;935000;;R;RESIDENCE;9;;;0;AR284998;
C;103;1166235;6;20210802 01:02;9/SP6542;
D;103;1166235;6;20210802 01:02;P;;;;;;
D;103;1166235;6;20210802 01:02;V;;;;;;
B;103;1152987;7;20210802 01:02;;;10;GOVETT CRES;FIGTREE;2525;684.4;M;20210604;20210727;1200000;R2;R;RESIDENCE;;AAU;;0;AR276923;
C;103;1152987;7;20210802 01:02;245/261233;
D;103;1152987;7;20210802 01:02;P;;;;;;
D;103;1152987;7;20210802 01:02;P;;;;;;
D;103;1152987;7;20210802 01:02;V;;;;;;
D;103;1152987;7;20210802 01:02;V;;;;;;
B;103;1163969;8;20210802 01:02;;8;84;KURRAJONG ST;WINDANG;2528;;;20210604;20210723;599000;;R;RESIDENCE;8;;;0;AR272234;
C;103;1163969;8;20210802 01:02;8/SP39632;
D;103;1163969;8;20210802 01:02;P;;;;;;
D;103;1163969;8;20210802 01:02;P;;;;;;
D;103;1163969;8;20210802 01:02;V;;;;;;
B;103;1155888;9;20210802 01:02;;9;18;HIGH ST;WOONONA;2517;;;20210611;20210723;330000;;R;RESIDENCE;9;;;0;AR270873;
C;103;1155888;9;20210802 01:02;9/SP17444;
D;103;1155888;9;20210802 01:02;P;;;;;;
D;103;1155888;9;20210802 01:02;V;;;;;;
B;103;1161220;10;20210802 01:02;;7;31;KEIRA ST;WOLLONGONG;2500;;;20210617;20210728;950000;;R;RESIDENCE;7;;;0;AR283990;
C;103;1161220;10;20210802 01:02;7/SP37377;
D;103;1161220;10;20210802 01:02;P;;;;;;
D;103;1161220;10;20210802 01:02;P;;;;;;
D;103;1161220;10;20210802 01:02;V;;;;;;
B;103;1169556;11;20210802 01:02;;;16;MASON ST;THIRROUL;2515;575.4;M;20210521;20210728;1800000;R3;R;RESIDENCE;;ABS;;0;AR282248;
C;103;1169556;11;20210802 01:02;3/37777;
D;103;1169556;11;20210802 01:02;P;;;;;;
D;103;1169556;11;20210802 01:02;P;;;;;;
D;103;1169556;11;20210802 01:02;V;;;;;;
B;103;1164341;12;20210802 01:02;;;120;LAKE AVE;CRINGILA;2502;935.8;M;20210630;20210728;595000;R2;R;RESIDENCE;;ABI;;0;AR282727;
C;103;1164341;12;20210802 01:02;358/15952;
D;103;1164341;12;20210802 01:02;P;;;;;;
D;103;1164341;12;20210802 01:02;V;;;;;;
B;103;1169675;13;20210802 01:02;;3;35;MATTHEWS ST;WOLLONGONG;2500;;;20210607;20210723;730000;;R;RESIDENCE;3;;;0;AR270726;
C;103;1169675;13;20210802 01:02;3/SP61617;
D;103;1169675;13;20210802 01:02;P;;;;;;
D;103;1169675;13;20210802 01:02;P;;;;;;
D;103;1169675;13;20210802 01:02;V;;;;;;
B;103;1158869;14;20210802 01:02;;;88;JACARANDA AVE;FIGTREE;2525;727.2;M;20210617;20210729;975000;R2;R;RESIDENCE;;AAU;;0;AR286690;
C;103;1158869;14;20210802 01:02;72/231300;
D;103;1158869;14;20210802 01:02;P;;;;;;
D;103;1158869;14;20210802 01:02;P;;;;;;
D;103;1158869;14;20210802 01:02;V;;;;;;
B;103;1170135;15;20210802 01:02;;;56;MEADS AVE;TARRAWANNA;2518;752.5;M;20210612;20210727;1325000;R2;R;RESIDENCE;;AAQ;;0;AR278172;
C;103;1170135;15;20210802 01:02;68/22540;
D;103;1170135;15;20210802 01:02;P;;;;;;
D;103;1170135;15;20210802 01:02;P;;;;;;
D;103;1170135;15;20210802 01:02;V;;;;;;
B;103;1159386;16;20210802 01:02;;;29;JARVIE RD;CRINGILA;2502;442.6;M;20210705;20210727;512000;R2;R;RESIDENCE;;ABI;;0;AR278364;
C;103;1159386;16;20210802 01:02;29/16520;
D;103;1159386;16;20210802 01:02;P;;;;;;
D;103;1159386;16;20210802 01:02;V;;;;;;
B;103;1159454;17;20210802 01:02;;;7;JENKINS ST;PORT KEMBLA;2505;695.6;M;20200403;20210727;100000;R2;R;RESIDENCE;;ABH;;0;AR278551;
C;103;1159454;17;20210802 01:02;38/11149;
D;103;1159454;17;20210802 01:02;P;;;;;;
D;103;1159454;17;20210802 01:02;V;;;;;;
D;103;1159454;17;20210802 01:02;V;;;;;;
B;103;1162129;18;20210802 01:02;;12;62;KEMBLA ST;WOLLONGONG;2500;96;M;20210611;20210723;553000;;R;RESIDENCE;12;;;0;AR269045;
C;103;1162129;18;20210802 01:02;12/SP14552;
D;103;1162129;18;20210802 01:02;P;;;;;;
D;103;1162129;18;20210802 01:02;V;;;;;;
B;103;1194039;19;20210802 01:02;;;11;THROSBY AVE;HORSLEY;2530;786.3;M;20210617;20210729;794000;R2;R;RESIDENCE;;ABB;;0;AR286563;
C;103;1194039;19;20210802 01:02;11/788840;
D;103;1194039;19;20210802 01:02;P;;;;;;
D;103;1194039;19;20210802 01:02;V;;;;;;
D;103;1194039;19;20210802 01:02;V;;;;;;
B;103;1175957;20;20210802 01:02;;;77;O'DONNELL DR;FIGTREE;2525;626;M;20210630;20210728;820000;R2;R;RESIDENCE;;AAU;;0;AR280994;
C;103;1175957;20;20210802 01:02;105/243160;
D;103;1175957;20;20210802 01:02;P;;;;;;
D;103;1175957;20;20210802 01:02;P;;;;;;
D;103;1175957;20;20210802 01:02;V;;;;;;
D;103;1175957;20;20210802 01:02;V;;;;;;
B;103;1191808;21;20210802 01:02;;;101;TAIT AVE;KANAHOOKA;2530;556.4;M;20210406;20210728;750000;R2;R;RESIDENCE;;AAY;;0;AR282442;
C;103;1191808;21;20210802 01:02;183/230066;
D;103;1191808;21;20210802 01:02;P;;;;;;
D;103;1191808;21;20210802 01:02;P;;;;;;
D;103;1191808;21;20210802 01:02;V;;;;;;
B;103;1199827;22;20210802 01:02;;;8;WOONONA PDE;WOONONA;2517;670.3;M;20210503;20210726;1805000;R2;R;RESIDENCE;;AAJ;;0;AR273172;
C;103;1199827;22;20210802 01:02;C/163765;
D;103;1199827;22;20210802 01:02;P;;;;;;
D;103;1199827;22;20210802 01:02;V;;;;;;
D;103;1199827;22;20210802 01:02;V;;;;;;
B;103;1194560;23;20210802 01:02;;;111;TOWRADGI RD;TOWRADGI;2518;681.7;M;20210603;20210723;1320000;R2;R;RESIDENCE;;AAO;;0;AR271166;
C;103;1194560;23;20210802 01:02;602/709511;
D;103;1194560;23;20210802 01:02;P;;;;;;
D;103;1194560;23;20210802 01:02;P;;;;;;
D;103;1194560;23;20210802 01:02;V;;;;;;
D;103;1194560;23;20210802 01:02;V;;;;;;
D;103;1194560;23;20210802 01:02;V;;;;;;
B;103;1186807;24;20210802 01:02;;;33;SANDERSON RD;KANAHOOKA;2530;350.6;M;20210610;20210723;626000;R2;R;RESIDENCE;;AAY;;0;AR270663;
C;103;1186807;24;20210802 01:02;29/285212;
D;103;1186807;24;20210802 01:02;P;;;;;;
D;103;1186807;24;20210802 01:02;V;;;;;;
B;103;1197588;25;20210802 01:02;;1;173;WENTWORTH ST;PORT KEMBLA;2505;;;20210630;20210728;385000;;R;RESIDENCE;1;;;0;AR280643;
C;103;1197588;25;20210802 01:02;1/SP10994;
D;103;1197588;25;20210802 01:02;P;;;;;;
D;103;1197588;25;20210802 01:02;P;;;;;;
D;103;1197588;25;20210802 01:02;V;;;;;;
B;103;1176742;26;20210802 01:02;;;127;OTFORD RD;OTFORD;2508;1120;M;20210606;20210726;1350000;E4;R;RESIDENCE;;PAG;;0;AR275630;
C;103;1176742;26;20210802 01:02;501/710234;
D;103;1176742;26;20210802 01:02;P;;;;;;
D;103;1176742;26;20210802 01:02;P;;;;;;
D;103;1176742;26;20210802 01:02;V;;;;;;
D;103;1176742;26;20210802 01:02;V;;;;;;
B;103;1181859;27;20210802 01:02;;21;192;PRINCES HWY;FAIRY MEADOW;2519;;;20210708;20210728;450000;;R;RESIDENCE;21;;;0;AR280803;
C;103;1181859;27;20210802 01:02;21/SP9728;
D;103;1181859;27;20210802 01:02;P;;;;;;
D;103;1181859;27;20210802 01:02;V;;;;;;
B;103;1184609;28;20210802 01:02;;;68;ROBERTSON ST;PORT KEMBLA;2505;809.4;M;20210630;20210723;450000;R2;V;VACANT LAND;;ABH;;0;AR270028;
C;103;1184609;28;20210802 01:02;556/16033;
D;103;1184609;28;20210802 01:02;P;;;;;;
D;103;1184609;28;20210802 01:02;V;;;;;;
B;103;1184610;29;20210802 01:02;;;70;ROBERTSON ST;PORT KEMBLA;2505;1119;M;20210630;20210723;490000;R2;R;RESIDENCE;;ABH;;0;AR270027;
C;103;1184610;29;20210802 01:02;555/16033;
D;103;1184610;29;20210802 01:02;P;;;;;;
D;103;1184610;29;20210802 01:02;V;;;;;;
D;103;1184610;29;20210802 01:02;V;;;;;;
D;103;1184610;29;20210802 01:02;V;;;;;;
B;103;1193258;30;20210802 01:02;;3;10;THE ESPLANADE;THIRROUL;2515;;;20210508;20210728;900000;;R;RESIDENCE;3;;;0;AR280409;
C;103;1193258;30;20210802 01:02;3/SP18610;
D;103;1193258;30;20210802 01:02;P;;;;;;
D;103;1193258;30;20210802 01:02;P;;;;;;
D;103;1193258;30;20210802 01:02;P;;;;;;
D;103;1193258;30;20210802 01:02;V;;;;;;
B;103;1196031;31;20210802 01:02;;4;15;VIEW ST;WOLLONGONG;2500;;;20210611;20210723;385000;;R;RESIDENCE;4;;;0;AR270964;
C;103;1196031;31;20210802 01:02;4/SP9898;
D;103;1196031;31;20210802 01:02;P;;;;;;
D;103;1196031;31;20210802 01:02;V;;;;;;
B;103;1175036;32;20210802 01:02;;;126;NOTTINGHAM ST;BERKELEY;2506;632.3;M;20210531;20210723;735000;R2;R;RESIDENCE;;ABE;;0;AR271378;
C;103;1175036;32;20210802 01:02;1436/217653;
D;103;1175036;32;20210802 01:02;P;;;;;;
D;103;1175036;32;20210802 01:02;P;;;;;;
D;103;1175036;32;20210802 01:02;V;;;;;;
B;103;1198723;33;20210802 01:02;;;16;WILLIAM BEACH RD;KANAHOOKA;2530;556.4;M;20210616;20210728;720500;R2;R;RESIDENCE;;AAY;;0;AR282021;
C;103;1198723;33;20210802 01:02;435/219308;
D;103;1198723;33;20210802 01:02;P;;;;;;
