A;RTSALEDATA;224;20210510 01:05;VALNET;
B;224;2528174;1;20210510 01:05;;;11;ALKOOMIE AVE;SOUTH PENRITH;2750;727.2;M;20210330;20210430;975000;R2;R;RESIDENCE;;RGG;;0;AR8343;
C;224;2528174;1;20210510 01:05;439/242180;
D;224;2528174;1;20210510 01:05;P;;;;;;
D;224;2528174;1;20210510 01:05;V;;;;;;
B;224;2528858;2;20210510 01:05;;;8;ANGAS ST;WERRINGTON COUNTY;2747;739.7;M;20210324;20210506;824000;R2;R;RESIDENCE;;RAP;;0;AR26129;
C;224;2528858;2;20210510 01:05;548/246995;
D;224;2528858;2;20210510 01:05;P;;;;;;
D;224;2528858;2;20210510 01:05;P;;;;;;
D;224;2528858;2;20210510 01:05;V;;;;;;
D;224;2528858;2;20210510 01:05;V;;;;;;
B;224;2529058;3;20210510 01:05;;;38;ANTONIA CRES;CRANEBROOK;2749;790.9;M;20210308;20210503;825000;R2;R;RESIDENCE;;RAV;;0;AR15809;
C;224;2529058;3;20210510 01:05;77/260989;
D;224;2529058;3;20210510 01:05;P;;;;;;
D;224;2529058;3;20210510 01:05;V;;;;;;
D;224;2529058;3;20210510 01:05;V;;;;;;
B;224;2900923;4;20210510 01:05;;2;67;PARK AVE;KINGSWOOD;2747;217;M;20210321;20210503;540000;;R;RESIDENCE;2;;;0;AR15389;
C;224;2900923;4;20210510 01:05;2/SP67306;
D;224;2900923;4;20210510 01:05;P;;;;;;
D;224;2900923;4;20210510 01:05;P;;;;;;
D;224;2900923;4;20210510 01:05;V;;;;;;
D;224;2900923;4;20210510 01:05;V;;;;;;
B;224;2886511;5;20210510 01:05;;5;32;GEORGE ST;KINGSWOOD;2747;;;20210121;20210504;350000;;R;RESIDENCE;5;;;0;AR17205;
C;224;2886511;5;20210510 01:05;5/SP67768;
D;224;2886511;5;20210510 01:05;P;;;;;;
D;224;2886511;5;20210510 01:05;P;;;;;;
D;224;2886511;5;20210510 01:05;V;;;;;;
B;224;2920292;6;20210510 01:05;;5;140;CANBERRA ST;ST MARYS;2760;;;20210220;20210505;540000;;R;RESIDENCE;5;;;0;AR21236;
C;224;2920292;6;20210510 01:05;5/SP67592;
D;224;2920292;6;20210510 01:05;P;;;;;;
D;224;2920292;6;20210510 01:05;V;;;;;;
B;224;3395147;7;20210510 01:05;;6;9;LAMBRIDGE PL;PENRITH;2750;;;20210319;20210430;680000;;3;COMMERCIAL;6;;;0;AR10100;
C;224;3395147;7;20210510 01:05;6/SP79753;
D;224;3395147;7;20210510 01:05;P;;;;;;
D;224;3395147;7;20210510 01:05;V;;;;;;
B;224;4151641;8;20210510 01:05;;5;55;MAMRE RD;ST MARYS;2760;183;M;20210328;20210505;587500;;R;RESIDENCE;5;;;0;AR21693;
C;224;4151641;8;20210510 01:05;5/SP98165;
D;224;4151641;8;20210510 01:05;P;;;;;;
D;224;4151641;8;20210510 01:05;P;;;;;;
