A;RTSALEDATA;252;20240129 01:07;VALNET;
B;252;4527576;1;20240129 01:07;;;25 W;WALSH ST;WALCHA;2354;542;M;20220810;20231214;36000;;R;RESIDENCE;;;;0;AT692105;
C;252;4527576;1;20240129 01:07;PT 2/1296133;
D;252;4527576;1;20240129 01:07;P;;;;;;
D;252;4527576;1;20240129 01:07;P;;;;;;
D;252;4527576;1;20240129 01:07;V;;;;;;
B;252;2677399;2;20240129 01:07;;;109 W;HILL ST;WALCHA;2354;1113;M;20240109;20240123;390000;R1;R;RESIDENCE;;AAA;;0;AT781130;
C;252;2677399;2;20240129 01:07;3/24142;
D;252;2677399;2;20240129 01:07;P;;;;;;
D;252;2677399;2;20240129 01:07;P;;;;;;
D;252;2677399;2;20240129 01:07;V;;;;;;
D;252;2677399;2;20240129 01:07;V;;;;;;
B;252;3192876;3;20240129 01:07;;;185 W;HILL ST;WALCHA;2354;3.985;H;20231207;20240125;500000;R1;R;RESIDENCE;;AAA;;0;AT789364;
C;252;3192876;3;20240129 01:07;A, D/403550;
D;252;3192876;3;20240129 01:07;P;;;;;;
D;252;3192876;3;20240129 01:07;P;;;;;;
D;252;3192876;3;20240129 01:07;P;;;;;;
D;252;3192876;3;20240129 01:07;V;;;;;;
D;252;3192876;3;20240129 01:07;V;;;;;;
Z;20;3;3;12;
