A;RTSALEDATA;103;20210503 01:01;VALNET;
B;103;1163674;1;20210503 01:01;;;56;KRUGER AVE;WINDANG;2528;605;M;20210323;20210427;912000;R2;R;RESIDENCE;;ABD;;0;AQ994787;
C;103;1163674;1;20210503 01:01;417/809614;
D;103;1163674;1;20210503 01:01;P;;;;;;
D;103;1163674;1;20210503 01:01;P;;;;;;
D;103;1163674;1;20210503 01:01;V;;;;;;
D;103;1163674;1;20210503 01:01;V;;;;;;
B;103;1171605;2;20210503 01:01;;;46;MORSE AVE;KANAHOOKA;2530;720.8;M;20210312;20210423;730000;R2;R;RESIDENCE;;AAY;;0;AQ988596;
C;103;1171605;2;20210503 01:01;94/216460;
D;103;1171605;2;20210503 01:01;P;;;;;;
D;103;1171605;2;20210503 01:01;P;;;;;;
D;103;1171605;2;20210503 01:01;V;;;;;;
D;103;1171605;2;20210503 01:01;V;;;;;;
B;103;1166397;3;20210503 01:01;;;553 B;LAWRENCE HARGRAVE DR;WOMBARRA;2515;667.4;M;20210303;20210428;2190000;R2;R;RESIDENCE;;AAH;;0;AQ999242;
C;103;1166397;3;20210503 01:01;231/775846;
D;103;1166397;3;20210503 01:01;P;;;;;;
D;103;1166397;3;20210503 01:01;P;;;;;;
D;103;1166397;3;20210503 01:01;V;;;;;;
B;103;1169151;4;20210503 01:01;;;61;MARLO RD;TOWRADGI;2518;860;M;20210312;20210423;1730000;R2;R;RESIDENCE;;AAO;;0;AQ987722;
C;103;1169151;4;20210503 01:01;X/163134;
D;103;1169151;4;20210503 01:01;P;;;;;;
D;103;1169151;4;20210503 01:01;P;;;;;;
D;103;1169151;4;20210503 01:01;V;;;;;;
B;103;1166776;5;20210503 01:01;;;7;LESLIE ST;RUSSELL VALE;2517;923.2;M;20210203;20210428;1315000;R2;R;RESIDENCE;;AAJ;;0;AR1153;
C;103;1166776;5;20210503 01:01;27/22090;
D;103;1166776;5;20210503 01:01;P;;;;;;
D;103;1166776;5;20210503 01:01;P;;;;;;
D;103;1166776;5;20210503 01:01;V;;;;;;
B;103;1169559;6;20210503 01:01;;;10;MASON ST;THIRROUL;2515;575.4;M;20210317;20210428;1500000;R2;R;RESIDENCE;;AAI;;0;AQ999005;
C;103;1169559;6;20210503 01:01;4/38191;
D;103;1169559;6;20210503 01:01;P;;;;;;
D;103;1169559;6;20210503 01:01;P;;;;;;
D;103;1169559;6;20210503 01:01;V;;;;;;
D;103;1169559;6;20210503 01:01;V;;;;;;
D;103;1169559;6;20210503 01:01;V;;;;;;
B;103;1161440;7;20210503 01:01;;9;56;KEIRA ST;WOLLONGONG;2500;;;20210312;20210423;467000;;R;RESIDENCE;9;;;0;AQ987323;
C;103;1161440;7;20210503 01:01;9/SP5247;
D;103;1161440;7;20210503 01:01;P;;;;;;
D;103;1161440;7;20210503 01:01;P;;;;;;
D;103;1161440;7;20210503 01:01;V;;;;;;
B;103;1156186;8;20210503 01:01;;;41;HILL ST;AUSTINMER;2515;581.7;M;20210302;20210427;1410000;R2;R;RESIDENCE;;AAI;;0;AQ996904;
C;103;1156186;8;20210503 01:01;66/224118;
D;103;1156186;8;20210503 01:01;P;;;;;;
D;103;1156186;8;20210503 01:01;P;;;;;;
D;103;1156186;8;20210503 01:01;V;;;;;;
B;103;1158923;9;20210503 01:01;;;202;JACARANDA AVE;FIGTREE;2525;670.3;M;20210303;20210428;925000;R2;R;RESIDENCE;;AAU;;0;AQ998379;
C;103;1158923;9;20210503 01:01;15/242509;
D;103;1158923;9;20210503 01:01;P;;;;;;
D;103;1158923;9;20210503 01:01;P;;;;;;
D;103;1158923;9;20210503 01:01;V;;;;;;
D;103;1158923;9;20210503 01:01;V;;;;;;
B;103;1161641;10;20210503 01:01;;;66;KEIRA ST;PORT KEMBLA;2505;695.6;M;20210318;20210429;810000;R2;R;RESIDENCE;;ABH;;0;AR2891;
C;103;1161641;10;20210503 01:01;9/4/8703;
D;103;1161641;10;20210503 01:01;P;;;;;;
D;103;1161641;10;20210503 01:01;P;;;;;;
D;103;1161641;10;20210503 01:01;V;;;;;;
B;103;1167173;11;20210503 01:01;;;23;LOCHVIEW AVE;FARMBOROUGH HEIGHTS;2526;607;M;20210419;20210423;725000;R2;R;RESIDENCE;;AAX;;0;AQ987515;
C;103;1167173;11;20210503 01:01;19/236426;
D;103;1167173;11;20210503 01:01;P;;;;;;
D;103;1167173;11;20210503 01:01;P;;;;;;
D;103;1167173;11;20210503 01:01;V;;;;;;
B;103;1164729;12;20210503 01:01;;;6;LAKESIDE DR;KANAHOOKA;2530;581.7;M;20210326;20210426;540000;R2;R;RESIDENCE;;AAY;;0;AQ992861;
C;103;1164729;12;20210503 01:01;31/215987;
D;103;1164729;12;20210503 01:01;P;;;;;;
D;103;1164729;12;20210503 01:01;V;;;;;;
B;103;1175947;13;20210503 01:01;;;93;O'DONNELL DR;FIGTREE;2525;662.1;M;20210420;20210427;320000;R2;R;RESIDENCE;;AAU;;0;AQ997433;
C;103;1175947;13;20210503 01:01;164/701827;
D;103;1175947;13;20210503 01:01;P;;;;;;
D;103;1175947;13;20210503 01:01;V;;;;;;
D;103;1175947;13;20210503 01:01;V;;;;;;
B;103;1188856;14;20210503 01:01;;25;41;SMITH ST;WOLLONGONG;2500;;;20210205;20210426;1145000;;R;RESIDENCE;24;;;0;AQ991878;
C;103;1188856;14;20210503 01:01;24/SP64061;
D;103;1188856;14;20210503 01:01;P;;;;;;
D;103;1188856;14;20210503 01:01;P;;;;;;
D;103;1188856;14;20210503 01:01;V;;;;;;
D;103;1188856;14;20210503 01:01;V;;;;;;
B;103;1199691;15;20210503 01:01;;;19;WOODLAWN AVE;MANGERTON;2500;591.3;M;20200219;20210429;820000;R2;R;RESIDENCE;;ABJ;;0;AR4722;
C;103;1199691;15;20210503 01:01;101/579177;
D;103;1199691;15;20210503 01:01;P;;;;;;
D;103;1199691;15;20210503 01:01;P;;;;;;
D;103;1199691;15;20210503 01:01;V;;;;;;
D;103;1199691;15;20210503 01:01;V;;;;;;
