A;RTSALEDATA;008;20211115 01:12;VALNET;
B;008;260677;1;20211115 01:14;;;6;WILLIAM ST;JESMOND;2299;493.2;M;20211002;20211108;738000;R2;R;RESIDENCE;;AJJ;;0;AR596551;
C;008;260677;1;20211115 01:14;7/19955;
D;008;260677;1;20211115 01:14;P;;;;;;
D;008;260677;1;20211115 01:14;P;;;;;;
D;008;260677;1;20211115 01:14;V;;;;;;
B;008;248309;2;20211115 01:14;;;58;RAGLAN ST;WALLSEND;2287;600.7;M;20210927;20211108;575000;R2;R;RESIDENCE;;AAF;;0;AR596580;
C;008;248309;2;20211115 01:14;150/35225;
D;008;248309;2;20211115 01:14;P;;;;;;
D;008;248309;2;20211115 01:14;V;;;;;;
B;008;4389503;3;20211115 01:14;;;14;ST JAMES RD;NEW LAMBTON;2305;200;M;20211013;20211105;740000;R3;R;RESIDENCE;;AFG;;0;AR588674;
C;008;4389503;3;20211115 01:14;202/1277902;
D;008;4389503;3;20211115 01:14;P;;;;;;
D;008;4389503;3;20211115 01:14;P;;;;;;
D;008;4389503;3;20211115 01:14;V;;;;;;
B;008;219640;4;20211115 01:14;;;30;EAMES AVE;STOCKTON;2295;423.7;M;20210924;20211105;2100000;R2;R;RESIDENCE;;AHN;;0;AR588703;
C;008;219640;4;20211115 01:14;18/A/10895;
D;008;219640;4;20211115 01:14;P;;;;;;
D;008;219640;4;20211115 01:14;V;;;;;;
D;008;219640;4;20211115 01:14;V;;;;;;
B;008;261360;5;20211115 01:14;;;4;WOODBERRY RD;TARRO;2322;9643;M;20211001;20211105;1175000;R2;R;RESIDENCE;;ADA;;0;AR591832;
C;008;261360;5;20211115 01:14;5/39053;
D;008;261360;5;20211115 01:14;P;;;;;;
D;008;261360;5;20211115 01:14;V;;;;;;
B;008;3742547;6;20211115 01:14;;12;33;LONGWORTH AVE;WALLSEND;2287;138;M;20210929;20211110;480000;;R;RESIDENCE;12;;;0;AR604379;
C;008;3742547;6;20211115 01:14;12/SP89109;
D;008;3742547;6;20211115 01:14;P;;;;;;
D;008;3742547;6;20211115 01:14;P;;;;;;
D;008;3742547;6;20211115 01:14;V;;;;;;
B;008;258455;7;20211115 01:14;;;24;VERA ST;WARATAH WEST;2298;430;M;20210911;20211110;790000;R2;R;RESIDENCE;;AJP;;0;AR604472;
C;008;258455;7;20211115 01:14;37/37298;
D;008;258455;7;20211115 01:14;P;;;;;;
D;008;258455;7;20211115 01:14;P;;;;;;
D;008;258455;7;20211115 01:14;V;;;;;;
D;008;258455;7;20211115 01:14;V;;;;;;
B;008;254408;8;20211115 01:14;;;4;STEPHEN ST;GEORGETOWN;2298;251.4;M;20210915;20211108;725000;IN2;R;RESIDENCE;;IGJ;;0;AR596612;
C;008;254408;8;20211115 01:14;6/113;
D;008;254408;8;20211115 01:14;P;;;;;;
D;008;254408;8;20211115 01:14;V;;;;;;
D;008;254408;8;20211115 01:14;V;;;;;;
B;008;4190460;9;20211115 01:14;;401;58 A;BOLTON ST;NEWCASTLE;2300;254;M;20211014;20211105;2000000;;R;RESIDENCE;27;;;0;AR588795;
C;008;4190460;9;20211115 01:14;27/SP98979;
D;008;4190460;9;20211115 01:14;P;;;;;;
D;008;4190460;9;20211115 01:14;P;;;;;;
D;008;4190460;9;20211115 01:14;V;;;;;;
B;008;250017;10;20211115 01:14;;;25;ROBERTSON ST;CARRINGTON;2294;177;M;20211001;20211105;795000;R2;R;RESIDENCE;;ADF;;0;AR591895;
C;008;250017;10;20211115 01:14;19/186;
D;008;250017;10;20211115 01:14;P;;;;;;
D;008;250017;10;20211115 01:14;P;;;;;;
D;008;250017;10;20211115 01:14;V;;;;;;
B;008;251884;11;20211115 01:14;;;226;SANDGATE RD;BIRMINGHAM GARDENS;2287;607;M;20210924;20211105;640000;R2;R;RESIDENCE;;AJN;;0;AR588821;
C;008;251884;11;20211115 01:14;235/26927;
D;008;251884;11;20211115 01:14;P;;;;;;
D;008;251884;11;20211115 01:14;V;;;;;;
D;008;251884;11;20211115 01:14;V;;;;;;
B;008;4394664;12;20211115 01:14;;;119;OLD MAITLAND RD;HEXHAM;2322;1.313;H;20210906;20211105;3047000;;V;VACANT LAND;;;;0;AR592082;
C;008;4394664;12;20211115 01:14;1/546494 2, 3/565347;
D;008;4394664;12;20211115 01:14;P;;;;;;
D;008;4394664;12;20211115 01:14;V;;;;;;
B;008;219068;13;20211115 01:14;;3;10;DULLING ST;WARATAH;2298;;;20210902;20211110;450000;;R;RESIDENCE;3;;;0;AR604829;
C;008;219068;13;20211115 01:14;3/SP44989;
D;008;219068;13;20211115 01:14;P;;;;;;
D;008;219068;13;20211115 01:14;P;;;;;;
D;008;219068;13;20211115 01:14;V;;;;;;
B;008;201458;14;20211115 01:14;;;13;ABBOTT ST;WALLSEND;2287;681.5;M;20210930;20211111;766000;R2;R;RESIDENCE;;AAF;;0;AR609013;
C;008;201458;14;20211115 01:14;26/261655;
D;008;201458;14;20211115 01:14;P;;;;;;
D;008;201458;14;20211115 01:14;P;;;;;;
D;008;201458;14;20211115 01:14;V;;;;;;
B;008;4122575;15;20211115 01:14;;;1;WESTERN AVE;TARRO;2322;329;M;20210922;20211111;580125;R2;R;RESIDENCE;;ADA;;0;AR609018;
C;008;4122575;15;20211115 01:14;1/1242558;
D;008;4122575;15;20211115 01:14;P;;;;;;
D;008;4122575;15;20211115 01:14;V;;;;;;
D;008;4122575;15;20211115 01:14;V;;;;;;
B;008;256000;16;20211115 01:14;;;40;THE QUARTER DECK;MEREWETHER HEIGHTS;2291;550.1;M;20211023;20211111;1550000;R2;R;RESIDENCE;;AHM;;0;AR609192;
C;008;256000;16;20211115 01:14;13/215385;
D;008;256000;16;20211115 01:14;P;;;;;;
D;008;256000;16;20211115 01:14;P;;;;;;
D;008;256000;16;20211115 01:14;V;;;;;;
D;008;256000;16;20211115 01:14;V;;;;;;
B;008;4392076;17;20211115 01:14;;;23;TATHRA RD;LAMBTON;2299;237;M;20201208;20211111;739500;;R;RESIDENCE;3;;;0;AR609226;
C;008;4392076;17;20211115 01:14;3/SP103939;
D;008;4392076;17;20211115 01:14;P;;;;;;
D;008;4392076;17;20211115 01:14;P;;;;;;
D;008;4392076;17;20211115 01:14;V;;;;;;
B;008;228384;18;20211115 01:14;;;25;HIGH ST;NORTH LAMBTON;2299;505.9;M;20211008;20211111;705000;R2;R;RESIDENCE;;AJK;;0;AR609246;
C;008;228384;18;20211115 01:14;1/503320;
D;008;228384;18;20211115 01:14;P;;;;;;
D;008;228384;18;20211115 01:14;V;;;;;;
B;008;3069981;19;20211115 01:14;;4;126;TYRRELL ST;THE HILL;2300;;;20211007;20211105;945000;;R;RESIDENCE;4;;;0;AR589114;
C;008;3069981;19;20211115 01:14;4/SP72143;
D;008;3069981;19;20211115 01:14;P;;;;;;
D;008;3069981;19;20211115 01:14;P;;;;;;
D;008;3069981;19;20211115 01:14;V;;;;;;
B;008;259499;20;20211115 01:14;;4;19;KAHIBAH RD;WARATAH;2298;;;20210916;20211111;435000;;R;RESIDENCE;4;;;0;AR609243;
C;008;259499;20;20211115 01:14;4/SP6354;
D;008;259499;20;20211115 01:14;P;;;;;;
D;008;259499;20;20211115 01:14;P;;;;;;
D;008;259499;20;20211115 01:14;V;;;;;;
B;008;212201;21;20211115 01:14;;;44;CHINCHEN ST;ISLINGTON;2296;114.5;M;20211011;20211108;786500;R3;R;RESIDENCE;;AFA;;0;AR593530;
C;008;212201;21;20211115 01:14;3/738743;
D;008;212201;21;20211115 01:14;P;;;;;;
D;008;212201;21;20211115 01:14;P;;;;;;
D;008;212201;21;20211115 01:14;V;;;;;;
B;008;254594;22;20211115 01:14;;;72;STEWART AVE;HAMILTON SOUTH;2303;550.1;M;20210914;20211105;2100000;R2;R;RESIDENCE;;AFV;;0;AR592731;
C;008;254594;22;20211115 01:14;57/37696;
D;008;254594;22;20211115 01:14;P;;;;;;
D;008;254594;22;20211115 01:14;P;;;;;;
D;008;254594;22;20211115 01:14;V;;;;;;
