A;RTSALEDATA;087;20221128 01:06;VALNET;
B;087;755536;1;20221128 01:06;;;55 A;BRADLEYS HEAD RD;MOSMAN;2088;329.7;M;20220907;20221123;4900000;R2;R;RESIDENCE;;RAA;;0;AS655717;
C;087;755536;1;20221128 01:06;2/838722;
D;087;755536;1;20221128 01:06;P;;;;;;
D;087;755536;1;20221128 01:06;V;;;;;;
D;087;755536;1;20221128 01:06;V;;;;;;
B;087;760783;2;20221128 01:06;;7;46 A;MORUBEN RD;MOSMAN;2088;;;20221026;20221123;810000;;R;RESIDENCE;7;;;0;AS657144;
C;087;760783;2;20221128 01:06;7/SP18;
D;087;760783;2;20221128 01:06;P;;;;;;
D;087;760783;2;20221128 01:06;P;;;;;;
D;087;760783;2;20221128 01:06;V;;;;;;
B;087;755682;3;20221128 01:06;;3;2 C;BRADY ST;MOSMAN;2088;;;20221024;20221122;2000000;;R;RESIDENCE;77;;;0;AS653647;
C;087;755682;3;20221128 01:06;77/SP54664;
D;087;755682;3;20221128 01:06;P;;;;;;
D;087;755682;3;20221128 01:06;V;;;;;;
B;087;755682;4;20221128 01:06;;4;2 C;BRADY ST;MOSMAN;2088;;;20220722;20221122;2200000;;R;RESIDENCE;78;;;0;AS653644;
C;087;755682;4;20221128 01:06;78/SP54664;
D;087;755682;4;20221128 01:06;P;;;;;;
D;087;755682;4;20221128 01:06;P;;;;;;
D;087;755682;4;20221128 01:06;V;;;;;;
B;087;756228;5;20221128 01:06;;;7;CABRAMATTA RD;MOSMAN;2088;404.7;M;20221020;20221121;4000000;R2;R;RESIDENCE;;RAC;;0;AS649779;
C;087;756228;5;20221128 01:06;2/336502;
D;087;756228;5;20221128 01:06;P;;;;;;
D;087;756228;5;20221128 01:06;P;;;;;;
D;087;756228;5;20221128 01:06;V;;;;;;
D;087;756228;5;20221128 01:06;V;;;;;;
B;087;756286;6;20221128 01:06;;;10;CANROBERT ST;MOSMAN;2088;474.2;M;20220827;20221118;4400000;R3;R;RESIDENCE;;RAD;;0;AS644506;
C;087;756286;6;20221128 01:06;1/933555;
D;087;756286;6;20221128 01:06;P;;;;;;
D;087;756286;6;20221128 01:06;P;;;;;;
D;087;756286;6;20221128 01:06;P;;;;;;
D;087;756286;6;20221128 01:06;V;;;;;;
D;087;756286;6;20221128 01:06;V;;;;;;
D;087;756286;6;20221128 01:06;V;;;;;;
B;087;764443;7;20221128 01:06;;1;2;RANGERS AVE;MOSMAN;2088;;;20220628;20221118;4488000;;R;RESIDENCE;1;;;0;AS645445;
C;087;764443;7;20221128 01:06;1/SP5709;
D;087;764443;7;20221128 01:06;P;;;;;;
D;087;764443;7;20221128 01:06;V;;;;;;
D;087;764443;7;20221128 01:06;V;;;;;;
B;087;767149;8;20221128 01:06;;9;34;UPPER FAIRFAX RD;MOSMAN;2088;;;20221007;20221118;1525000;;R;RESIDENCE;9;;;0;AS647186;
C;087;767149;8;20221128 01:06;9/SP2068;
D;087;767149;8;20221128 01:06;P;;;;;;
D;087;767149;8;20221128 01:06;P;;;;;;
D;087;767149;8;20221128 01:06;V;;;;;;
D;087;767149;8;20221128 01:06;V;;;;;;
B;087;767149;9;20221128 01:06;;9;34;UPPER FAIRFAX RD;MOSMAN;2088;;;20221007;20221118;1525000;;R;RESIDENCE;14;;;0;AS647186;
C;087;767149;9;20221128 01:06;14/SP2068;
D;087;767149;9;20221128 01:06;P;;;;;;
D;087;767149;9;20221128 01:06;P;;;;;;
D;087;767149;9;20221128 01:06;V;;;;;;
D;087;767149;9;20221128 01:06;V;;;;;;
B;087;767215;10;20221128 01:06;;;36;VISTA ST;MOSMAN;2088;233.9;M;20220908;20221118;3450000;R2;R;RESIDENCE;;RAC;;0;AS644663;
C;087;767215;10;20221128 01:06;B/444463;
D;087;767215;10;20221128 01:06;P;;;;;;
D;087;767215;10;20221128 01:06;V;;;;;;
D;087;767215;10;20221128 01:06;V;;;;;;
B;087;754015;11;20221128 01:06;;8;8;AVENUE RD;MOSMAN;2088;;;20220930;20221118;1162000;;R;RESIDENCE;8;;;0;AS646929;
C;087;754015;11;20221128 01:06;8/SP11128;
D;087;754015;11;20221128 01:06;P;;;;;;
D;087;754015;11;20221128 01:06;V;;;;;;
B;087;767459;12;20221128 01:06;;20;22;WARRINGAH RD;MOSMAN;2088;;;20221011;20221122;500000;;R;RESIDENCE;20;;;0;AS653764;
C;087;767459;12;20221128 01:06;20/SP1794;
D;087;767459;12;20221128 01:06;P;;;;;;
D;087;767459;12;20221128 01:06;V;;;;;;
B;087;756724;13;20221128 01:06;;;16;CLIFFORD ST;MOSMAN;2088;445.9;M;20220823;20221121;5150000;R3;R;RESIDENCE;;RAK;;0;AS651665;
C;087;756724;13;20221128 01:06;32/3174;
D;087;756724;13;20221128 01:06;P;;;;;;
D;087;756724;13;20221128 01:06;V;;;;;;
B;087;762749;14;20221128 01:06;;;21;PINDARI AVE;MOSMAN;2088;693.27;M;20220805;20221124;7400000;C4;R;RESIDENCE;;CPB;;0;AS659998;
C;087;762749;14;20221128 01:06;90/10912;
D;087;762749;14;20221128 01:06;P;;;;;;
D;087;762749;14;20221128 01:06;P;;;;;;
D;087;762749;14;20221128 01:06;V;;;;;;
B;087;757519;15;20221128 01:06;;1;6;GLADSTONE AVE;MOSMAN;2088;;;20220905;20221118;2500000;;R;RESIDENCE;3;;;0;AS646934;
C;087;757519;15;20221128 01:06;3/SP11102;
D;087;757519;15;20221128 01:06;P;;;;;;
D;087;757519;15;20221128 01:06;P;;;;;;
D;087;757519;15;20221128 01:06;V;;;;;;
B;087;757943;16;20221128 01:06;;;71 A;HALE RD;MOSMAN;2088;232;M;20220805;20221121;3150000;R2;R;RESIDENCE;;RAC;;0;AS650602;
C;087;757943;16;20221128 01:06;1/867833;
D;087;757943;16;20221128 01:06;P;;;;;;
D;087;757943;16;20221128 01:06;P;;;;;;
D;087;757943;16;20221128 01:06;V;;;;;;
D;087;757943;16;20221128 01:06;V;;;;;;
B;087;3012406;17;20221128 01:06;;42;129;SPIT RD;MOSMAN;2088;;;20220927;20221122;730000;;R;RESIDENCE;42;;;0;AS652954;
C;087;3012406;17;20221128 01:06;42/SP70464;
D;087;3012406;17;20221128 01:06;P;;;;;;
D;087;3012406;17;20221128 01:06;P;;;;;;
D;087;3012406;17;20221128 01:06;V;;;;;;
B;087;3360181;18;20221128 01:06;;5;8;PUNCH ST;MOSMAN;2088;;;20220926;20221123;2600000;;R;RESIDENCE;5;;;0;AS655716;
C;087;3360181;18;20221128 01:06;5/SP79712;
D;087;3360181;18;20221128 01:06;P;;;;;;
D;087;3360181;18;20221128 01:06;P;;;;;;
D;087;3360181;18;20221128 01:06;V;;;;;;
Z;95;18;18;57;
