A;RTSALEDATA;012;20241202 01:05;VALNET;
B;012;3427963;1;20241202 01:05;;;557;BOX GAP RD;PUTTY;2330;44.99;H;20241115;20241126;740000;RU2;R;RESIDENCE;;RRP;;0;AU617082;
C;012;3427963;1;20241202 01:05;10/1116861;
D;012;3427963;1;20241202 01:05;P;;;;;;
D;012;3427963;1;20241202 01:05;V;;;;;;
B;012;4586347;2;20241202 01:05;;;;MIDDLE FALBROOK RD;GLENNIES CREEK;2330;4436;M;20241025;20241122;165000;;V;VACANT LAND;;;;0;AU610578;
C;012;4586347;2;20241202 01:05;1/1271370;
D;012;4586347;2;20241202 01:05;P;;;;;;
D;012;4586347;2;20241202 01:05;V;;;;;;
B;012;296630;3;20241202 01:05;;;100;BLAXLAND AVE;SINGLETON HEIGHTS;2330;613.1;M;20241023;20241125;570000;R1;R;RESIDENCE;;AAA;;0;AU615414;
C;012;296630;3;20241202 01:05;5/248163;
D;012;296630;3;20241202 01:05;P;;;;;;
D;012;296630;3;20241202 01:05;V;;;;;;
B;012;301242;4;20241202 01:05;;;5708;NEW ENGLAND HWY;CAMBERWELL;2330;11.94;H;20241030;20241127;3500000;RU1;R;RESIDENCE;;RRE;;0;AU621481;
C;012;301242;4;20241202 01:05;30/1018512;
D;012;301242;4;20241202 01:05;P;;;;;;
D;012;301242;4;20241202 01:05;V;;;;;;
B;012;304753;5;20241202 01:05;;;109;RANGE RD;WHITTINGHAM;2330;10.12;H;20241014;20241125;1120000;RU1;R;RESIDENCE;;RAM;;0;AU613858;
C;012;304753;5;20241202 01:05;1/594179;
D;012;304753;5;20241202 01:05;P;;;;;;
D;012;304753;5;20241202 01:05;P;;;;;;
D;012;304753;5;20241202 01:05;V;;;;;;
D;012;304753;5;20241202 01:05;V;;;;;;
B;012;299606;6;20241202 01:05;;;2;MARTIN VIEW CT;WATTLE PONDS;2330;1;H;20241014;20241125;1250000;C4;R;RESIDENCE;;ERR;;0;AU613476;
C;012;299606;6;20241202 01:05;215/867908;
D;012;299606;6;20241202 01:05;P;;;;;;
D;012;299606;6;20241202 01:05;P;;;;;;
D;012;299606;6;20241202 01:05;V;;;;;;
D;012;299606;6;20241202 01:05;V;;;;;;
Z;30;6;6;16;
