A;RTSALEDATA;002;20241125 01:04;VALNET;
B;002;2957786;1;20241125 01:04;;;588;WEBBERS CREEK RD;PATERSON;2421;11.39;H;20241004;20241115;1200000;RU1;R;RESIDENCE;;RAG;;0;AU588016;
C;002;2957786;1;20241125 01:04;22/1047897;
D;002;2957786;1;20241125 01:04;P;;;;;;
D;002;2957786;1;20241125 01:04;P;;;;;;
D;002;2957786;1;20241125 01:04;V;;;;;;
D;002;2957786;1;20241125 01:04;V;;;;;;
B;002;20960;2;20241125 01:04;;;73;KING ST;CLARENCE TOWN;2321;2054;M;20241009;20241120;350000;R1;V;VACANT LAND;;AAB;;0;AU602336;
C;002;20960;2;20241125 01:04;20/773842;
D;002;20960;2;20241125 01:04;P;;;;;;
D;002;20960;2;20241125 01:04;V;;;;;;
B;002;3086947;3;20241125 01:04;;;44;PARK ST;EAST GRESFORD;2311;1328;M;20241111;20241118;533500;RU5;3;COMMERCIAL;;RAB;;0;AU593096;
C;002;3086947;3;20241125 01:04;320/1065368;
D;002;3086947;3;20241125 01:04;P;;;;;;
D;002;3086947;3;20241125 01:04;V;;;;;;
B;002;4583858;4;20241125 01:04;;;55;SPOTTED GUM CL;VACY;2421;1.101;H;20230403;20241118;450000;;V;VACANT LAND;;;;0;AU592634;
C;002;4583858;4;20241125 01:04;3011/1309405;
D;002;4583858;4;20241125 01:04;P;;;;;;
D;002;4583858;4;20241125 01:04;P;;;;;;
D;002;4583858;4;20241125 01:04;V;;;;;;
B;002;4573606;5;20241125 01:04;;;39;SPOTTED GUM CL;VACY;2421;8002;M;20241028;20241115;510000;R5;V;VACANT LAND;;ABA;;0;AU589339;
C;002;4573606;5;20241125 01:04;106/1304183;
D;002;4573606;5;20241125 01:04;P;;;;;;
D;002;4573606;5;20241125 01:04;P;;;;;;
D;002;4573606;5;20241125 01:04;V;;;;;;
B;002;3833945;6;20241125 01:04;;;36;JINKER CCT;CLARENCE TOWN;2321;1.626;H;20241015;20241115;1250000;R5;R;RESIDENCE;;ABC;;0;AU589150;
C;002;3833945;6;20241125 01:04;401/1206330;
D;002;3833945;6;20241125 01:04;P;;;;;;
D;002;3833945;6;20241125 01:04;P;;;;;;
D;002;3833945;6;20241125 01:04;V;;;;;;
Z;31;6;6;17;
