A;RTSALEDATA;103;20210201 01:01;VALNET;
B;103;1171214;1;20210201 01:01;;;24;MONTEITH ST;CRINGILA;2502;556.4;M;20201222;20210125;505000;R2;R;RESIDENCE;;ABI;;0;AQ748158;
C;103;1171214;1;20210201 01:01;57/15952;
D;103;1171214;1;20210201 01:01;P;;;;;;
D;103;1171214;1;20210201 01:01;V;;;;;;
B;103;1165904;2;20210201 01:01;;;810;LAWRENCE HARGRAVE DR;COLEDALE;2515;1404;M;20201013;20210125;1750000;R2;R;RESIDENCE;;AAI;;0;AQ749063;
C;103;1165904;2;20210201 01:01;5/204674;
D;103;1165904;2;20210201 01:01;P;;;;;;
D;103;1165904;2;20210201 01:01;V;;;;;;
B;103;1158055;3;20210201 01:01;;;21;HUTTON AVE;BULLI;2516;569.1;M;20201211;20210122;1657000;R2;R;RESIDENCE;;AAJ;;0;AQ743819;
C;103;1158055;3;20210201 01:01;9/219749;
D;103;1158055;3;20210201 01:01;P;;;;;;
D;103;1158055;3;20210201 01:01;P;;;;;;
D;103;1158055;3;20210201 01:01;V;;;;;;
D;103;1158055;3;20210201 01:01;V;;;;;;
B;103;1166462;4;20210201 01:01;;;427;LAWRENCE HARGRAVE DR;SCARBOROUGH;2515;429.2;M;20201201;20210128;2310000;E4;R;RESIDENCE;;PAF;;0;AQ756310;
C;103;1166462;4;20210201 01:01;21/A/2693;
D;103;1166462;4;20210201 01:01;P;;;;;;
D;103;1166462;4;20210201 01:01;V;;;;;;
D;103;1166462;4;20210201 01:01;V;;;;;;
B;103;1158514;5;20210201 01:01;;;19;IMMARNA AVE;WEST WOLLONGONG;2500;613.4;M;20201124;20210125;840000;R2;R;RESIDENCE;;AAT;;0;AQ748362;
C;103;1158514;5;20210201 01:01;31/28780;
D;103;1158514;5;20210201 01:01;P;;;;;;
D;103;1158514;5;20210201 01:01;P;;;;;;
D;103;1158514;5;20210201 01:01;V;;;;;;
B;103;1199463;6;20210201 01:01;;;480;WEST DAPTO RD;KEMBLA GRANGE;2526;24.52;H;20201222;20201222;1240000;R2;3;NONE;;ABR;ACI;0;AQ690231;
C;103;1199463;6;20210201 01:01;2/607454;
D;103;1199463;6;20210201 01:01;P;;;;;;
D;103;1199463;6;20210201 01:01;P;;;;;;
D;103;1199463;6;20210201 01:01;V;;;;;;
B;103;1178331;7;20210201 01:01;;;8;PARKINSON ST;WOLLONGONG;2500;651.3;M;20201111;20210127;1285000;B3;R;RESIDENCE;;BBE;;0;AQ754153;
C;103;1178331;7;20210201 01:01;83/10704;
D;103;1178331;7;20210201 01:01;P;;;;;;
D;103;1178331;7;20210201 01:01;V;;;;;;
B;103;1196886;8;20210201 01:01;;;75;WAPLES RD;FARMBOROUGH HEIGHTS;2526;720;M;20201217;20210128;680000;R2;R;RESIDENCE;;AAV;;0;AQ757454;
C;103;1196886;8;20210201 01:01;151/809181;
D;103;1196886;8;20210201 01:01;P;;;;;;
D;103;1196886;8;20210201 01:01;V;;;;;;
B;103;1199710;9;20210201 01:01;;4;29;WOODLAWN AVE;MANGERTON;2500;;;20201217;20210128;638000;;R;RESIDENCE;4;;;0;AQ757829;
C;103;1199710;9;20210201 01:01;4/SP53466;
D;103;1199710;9;20210201 01:01;P;;;;;;
D;103;1199710;9;20210201 01:01;P;;;;;;
D;103;1199710;9;20210201 01:01;V;;;;;;
B;103;1176081;10;20210201 01:01;;3;38;OLD FARM RD;HELENSBURGH;2508;;;20201216;20210127;600000;;R;RESIDENCE;3;;;0;AQ752834;
C;103;1176081;10;20210201 01:01;3/SP43947;
D;103;1176081;10;20210201 01:01;P;;;;;;
D;103;1176081;10;20210201 01:01;V;;;;;;
B;103;1176332;11;20210201 01:01;;;4;ORANA PDE;UNANDERRA;2526;1227;M;20201217;20210128;810000;R2;R;RESIDENCE;;AAV;;0;AQ759158;
C;103;1176332;11;20210201 01:01;11/28203;
D;103;1176332;11;20210201 01:01;P;;;;;;
D;103;1176332;11;20210201 01:01;V;;;;;;
B;103;1181343;12;20210201 01:01;;;52;PRINCES HWY;UNANDERRA;2526;328.8;M;20201210;20210122;1600000;B2;R;RESIDENCE;;BBC;;0;AQ746640;
C;103;1181343;12;20210201 01:01;8/28487;
D;103;1181343;12;20210201 01:01;P;;;;;;
D;103;1181343;12;20210201 01:01;V;;;;;;
B;103;1183997;13;20210201 01:01;;;4;RIDGECREST;CORDEAUX HEIGHTS;2526;601.7;M;20201216;20210128;1000000;R2;R;RESIDENCE;;AAW;;0;AQ756391;
C;103;1183997;13;20210201 01:01;402/878488;
D;103;1183997;13;20210201 01:01;P;;;;;;
D;103;1183997;13;20210201 01:01;V;;;;;;
D;103;1183997;13;20210201 01:01;V;;;;;;
B;103;1200470;14;20210201 01:01;;3;7;ZELANG AVE;FIGTREE;2525;;;20201207;20210122;436000;;R;RESIDENCE;3;;;0;AQ741953;
C;103;1200470;14;20210201 01:01;3/SP10708;
D;103;1200470;14;20210201 01:01;P;;;;;;
D;103;1200470;14;20210201 01:01;V;;;;;;
B;103;1187232;15;20210201 01:01;;;2;SECOND AVE N;WARRAWONG;2502;518.5;M;20201027;20210127;615000;R2;R;RESIDENCE;;ABG;;0;AQ754009;
C;103;1187232;15;20210201 01:01;26/10/16083;
D;103;1187232;15;20210201 01:01;P;;;;;;
D;103;1187232;15;20210201 01:01;P;;;;;;
D;103;1187232;15;20210201 01:01;V;;;;;;
B;103;1197903;16;20210201 01:01;;;37;WEST ST;WOLLONGONG;2500;561.5;M;20201224;20210125;820000;R2;R;RESIDENCE;;ABK;;0;AQ748235;
C;103;1197903;16;20210201 01:01;12/5382;
D;103;1197903;16;20210201 01:01;P;;;;;;
D;103;1197903;16;20210201 01:01;P;;;;;;
D;103;1197903;16;20210201 01:01;V;;;;;;
D;103;1197903;16;20210201 01:01;V;;;;;;
B;103;1179478;17;20210201 01:01;;;21;PIONEER RD;BELLAMBI;2518;551.7;M;20201209;20210122;222559;R2;R;RESIDENCE;;AAN;;0;AQ745842;
C;103;1179478;17;20210201 01:01;13/A/976975;
D;103;1179478;17;20210201 01:01;P;;;;;;
D;103;1179478;17;20210201 01:01;V;;;;;;
D;103;1179478;17;20210201 01:01;V;;;;;;
B;103;1190109;18;20210201 01:01;;;57;STANLEY AVE;FARMBOROUGH HEIGHTS;2526;556.4;M;20201215;20210127;555000;R2;R;RESIDENCE;;AAX;;0;AQ755521;
C;103;1190109;18;20210201 01:01;165/213235;
D;103;1190109;18;20210201 01:01;P;;;;;;
D;103;1190109;18;20210201 01:01;P;;;;;;
D;103;1190109;18;20210201 01:01;V;;;;;;
B;103;1195385;19;20210201 01:01;;;6;UNION ST;TOWRADGI;2518;539.6;M;20201110;20210122;880000;R2;R;RESIDENCE;;AAO;;0;AQ743132;
C;103;1195385;19;20210201 01:01;1/196046;
D;103;1195385;19;20210201 01:01;P;;;;;;
D;103;1195385;19;20210201 01:01;V;;;;;;
B;103;1174483;20;20210201 01:01;;;372;NORTHCLIFFE DR;LAKE HEIGHTS;2502;663.9;M;20201217;20210128;585000;R2;R;RESIDENCE;;ABG;;0;AQ758577;
C;103;1174483;20;20210201 01:01;71/28017;
D;103;1174483;20;20210201 01:01;P;;;;;;
D;103;1174483;20;20210201 01:01;V;;;;;;
B;103;1179929;21;20210201 01:01;;;11;PLUMWOOD CRES;CORDEAUX HEIGHTS;2526;755;M;20201205;20210128;820000;R2;R;RESIDENCE;;AAX;;0;AQ757498;
C;103;1179929;21;20210201 01:01;65/719612;
D;103;1179929;21;20210201 01:01;P;;;;;;
D;103;1179929;21;20210201 01:01;P;;;;;;
D;103;1179929;21;20210201 01:01;P;;;;;;
D;103;1179929;21;20210201 01:01;V;;;;;;
D;103;1179929;21;20210201 01:01;V;;;;;;
B;103;1174818;22;20210201 01:01;;;11;NORTHCOTE ST;COLEDALE;2515;404.7;M;20201120;20210122;2030000;R2;R;RESIDENCE;;AAH;;0;AQ746008;
C;103;1174818;22;20210201 01:01;1/196886;
D;103;1174818;22;20210201 01:01;P;;;;;;
D;103;1174818;22;20210201 01:01;P;;;;;;
D;103;1174818;22;20210201 01:01;V;;;;;;
B;103;1190752;23;20210201 01:01;;;67;STOREY ST;FAIRY MEADOW;2519;670.3;M;20201116;20210125;991000;R3;R;RESIDENCE;;ABS;;0;AQ748799;
C;103;1190752;23;20210201 01:01;13/545390;
D;103;1190752;23;20210201 01:01;P;;;;;;
D;103;1190752;23;20210201 01:01;V;;;;;;
D;103;1190752;23;20210201 01:01;V;;;;;;
B;103;1191029;24;20210201 01:01;;;31;STUART ST;HELENSBURGH;2508;505.9;M;20201127;20210125;670000;R3;R;RESIDENCE;;ABS;;0;AQ751567;
C;103;1191029;24;20210201 01:01;1/113626;
D;103;1191029;24;20210201 01:01;P;;;;;;
