A;RTSALEDATA;238;20221024 01:11;VALNET;
B;238;2632476;1;20221024 01:11;;;108;ABERFORD ST;COONAMBLE;2829;1433;M;20220920;20221018;142000;B6;R;RESIDENCE;;BBD;;0;AS559736;
C;238;2632476;1;20221024 01:11;21/580336;
D;238;2632476;1;20221024 01:11;P;;;;;;
D;238;2632476;1;20221024 01:11;V;;;;;;
B;238;2632987;2;20221024 01:11;;;44;HERRMANN ST;COONAMBLE;2829;5033;M;20220930;20221019;30000;R1;R;RESIDENCE;;AAA;;0;AS560364;
C;238;2632987;2;20221024 01:11;41, 45, 73/3540;
D;238;2632987;2;20221024 01:11;P;;;;;;
D;238;2632987;2;20221024 01:11;V;;;;;;
B;238;2634173;3;20221024 01:11;PUNCHES PLAINS;;7856;CARINDA RD;GUNGALMAN;2829;210.427;H;20220321;20220328;1692000;RU1;3;RURAL LAND;;RGA;;0;AR999382;
C;238;2634173;3;20221024 01:11;5, 33/754215;
D;238;2634173;3;20221024 01:11;P;;;;;;
D;238;2634173;3;20221024 01:11;P;;;;;;
D;238;2634173;3;20221024 01:11;V;;;;;;
D;238;2634173;3;20221024 01:11;V;;;;;;
D;238;2634173;3;20221024 01:11;V;;;;;;
D;238;2634173;3;20221024 01:11;V;;;;;;
B;238;2634454;4;20221024 01:11;;;;ALLAWA;WALGETT;2832;2072;H;20220321;20220328;1692000;RU1;3;RURAL LAND;;RMD;;0;AR999382;
C;238;2634454;4;20221024 01:11;1, 2, 14, 15/754236 Enclosure Permit 57949;
D;238;2634454;4;20221024 01:11;P;;;;;;
D;238;2634454;4;20221024 01:11;P;;;;;;
D;238;2634454;4;20221024 01:11;V;;;;;;
D;238;2634454;4;20221024 01:11;V;;;;;;
D;238;2634454;4;20221024 01:11;V;;;;;;
D;238;2634454;4;20221024 01:11;V;;;;;;
Z;26;4;4;16;
