A;RTSALEDATA;217;20240708 01:07;VALNET;
B;217;2991623;1;20240708 01:07;;;16;BLUETT DR;SMEATON GRANGE;2567;2541;M;20240524;20240703;7700000;E4;3;FACTORY;;EFG;;0;AU214683;
C;217;2991623;1;20240708 01:07;821/1051150;
D;217;2991623;1;20240708 01:07;P;;;;;;
D;217;2991623;1;20240708 01:07;V;;;;;;
B;217;3405505;2;20240708 01:07;;;140;WIRE LANE;CAWDOR;2570;14.16;H;20240404;20240704;4750000;RU1;R;RESIDENCE;;RHA;;0;AU215977;
C;217;3405505;2;20240708 01:07;B/408967;
D;217;3405505;2;20240708 01:07;P;;;;;;
D;217;3405505;2;20240708 01:07;P;;;;;;
D;217;3405505;2;20240708 01:07;V;;;;;;
B;217;4165152;3;20240708 01:07;;;10;BERGIN CCT;LEPPINGTON;2179;375;M;20240604;20240702;1425000;R2;R;RESIDENCE;;EHE;;0;AU209684;
C;217;4165152;3;20240708 01:07;5008/1213170;
D;217;4165152;3;20240708 01:07;P;;;;;;
D;217;4165152;3;20240708 01:07;P;;;;;;
D;217;4165152;3;20240708 01:07;V;;;;;;
D;217;4165152;3;20240708 01:07;V;;;;;;
B;217;4140875;4;20240708 01:07;;;168;HOLDEN DR;ORAN PARK;2570;225.9;M;20240605;20240702;150000;R1;R;RESIDENCE;;GCA;;0;AU210760;
C;217;4140875;4;20240708 01:07;2/1233796;
D;217;4140875;4;20240708 01:07;P;;;;;;
D;217;4140875;4;20240708 01:07;V;;;;;;
D;217;4140875;4;20240708 01:07;V;;;;;;
B;217;4158432;5;20240708 01:07;;;46;BLUEBELL CRES;SPRING FARM;2570;360.1;M;20240522;20240703;890000;R1;R;RESIDENCE;;EAA;;0;AU212910;
C;217;4158432;5;20240708 01:07;318/1241700;
D;217;4158432;5;20240708 01:07;P;;;;;;
D;217;4158432;5;20240708 01:07;P;;;;;;
D;217;4158432;5;20240708 01:07;V;;;;;;
D;217;4158432;5;20240708 01:07;V;;;;;;
B;217;3512533;6;20240708 01:07;;;67;FORESTGROVE DR;HARRINGTON PARK;2567;716.4;M;20240419;20240704;1710000;R2;R;RESIDENCE;;EUA;;0;AU215980;
C;217;3512533;6;20240708 01:07;20/280022;
D;217;3512533;6;20240708 01:07;P;;;;;;
D;217;3512533;6;20240708 01:07;V;;;;;;
B;217;4070760;7;20240708 01:07;;;14;ALLEN ST;ORAN PARK;2570;464.3;M;20240517;20240628;1177500;R2;R;RESIDENCE;;AWA;;0;AU202392;
C;217;4070760;7;20240708 01:07;1132/1218055;
D;217;4070760;7;20240708 01:07;P;;;;;;
D;217;4070760;7;20240708 01:07;P;;;;;;
D;217;4070760;7;20240708 01:07;V;;;;;;
D;217;4070760;7;20240708 01:07;V;;;;;;
B;217;4062793;8;20240708 01:07;;;41;CORREA CCT;GREGORY HILLS;2557;255;M;20240528;20240701;855000;R1;R;RESIDENCE;;GCJ;;0;AU205597;
C;217;4062793;8;20240708 01:07;283/1218913;
D;217;4062793;8;20240708 01:07;P;;;;;;
D;217;4062793;8;20240708 01:07;P;;;;;;
D;217;4062793;8;20240708 01:07;V;;;;;;
D;217;4062793;8;20240708 01:07;V;;;;;;
B;217;4122505;9;20240708 01:07;;;4;BIEGER RD;LEPPINGTON;2179;469.9;M;20240419;20240628;1325000;R2;R;RESIDENCE;;EHE;;0;AU200709;
C;217;4122505;9;20240708 01:07;3038/1213166;
D;217;4122505;9;20240708 01:07;P;;;;;;
D;217;4122505;9;20240708 01:07;P;;;;;;
D;217;4122505;9;20240708 01:07;V;;;;;;
D;217;4122505;9;20240708 01:07;V;;;;;;
B;217;4107879;10;20240708 01:07;;;91;LILLYWHITE CCT;ORAN PARK;2570;469.4;M;20240520;20240701;1080000;R2;R;RESIDENCE;;AWA;;0;AU208210;
C;217;4107879;10;20240708 01:07;1427/1225553;
D;217;4107879;10;20240708 01:07;P;;;;;;
D;217;4107879;10;20240708 01:07;P;;;;;;
D;217;4107879;10;20240708 01:07;P;;;;;;
D;217;4107879;10;20240708 01:07;V;;;;;;
D;217;4107879;10;20240708 01:07;V;;;;;;
B;217;4023704;11;20240708 01:07;;;42;HARLAND RD;SPRING FARM;2570;390;M;20240503;20240628;1100000;R1;R;RESIDENCE;;EAA;;0;AU198302;
C;217;4023704;11;20240708 01:07;6103/1228464;
D;217;4023704;11;20240708 01:07;P;;;;;;
D;217;4023704;11;20240708 01:07;P;;;;;;
D;217;4023704;11;20240708 01:07;V;;;;;;
D;217;4023704;11;20240708 01:07;V;;;;;;
B;217;4015937;12;20240708 01:07;;;7;SKIPPER WAY;LEPPINGTON;2179;390;M;20240520;20240701;1165000;R2;R;RESIDENCE;;LRS;;0;AU207575;
C;217;4015937;12;20240708 01:07;5120/1211914;
D;217;4015937;12;20240708 01:07;P;;;;;;
D;217;4015937;12;20240708 01:07;P;;;;;;
D;217;4015937;12;20240708 01:07;V;;;;;;
D;217;4015937;12;20240708 01:07;V;;;;;;
B;217;4553217;13;20240708 01:07;;9;4;FORDHAM WAY;ORAN PARK;2570;87;M;20220321;20240628;479328;;R;RESIDENCE;39;;;0;AU202016;
C;217;4553217;13;20240708 01:07;39/SP104416;
D;217;4553217;13;20240708 01:07;P;;;;;;
D;217;4553217;13;20240708 01:07;P;;;;;;
D;217;4553217;13;20240708 01:07;V;;;;;;
B;217;4553217;14;20240708 01:07;;1;4;FORDHAM WAY;ORAN PARK;2570;128;M;20220531;20240628;734384;;R;RESIDENCE;51;;;0;AU202230;
C;217;4553217;14;20240708 01:07;51/SP104416;
D;217;4553217;14;20240708 01:07;P;;;;;;
D;217;4553217;14;20240708 01:07;V;;;;;;
B;217;4553217;15;20240708 01:07;;9;4;FORDHAM WAY;ORAN PARK;2570;135;M;20220502;20240628;685500;;R;RESIDENCE;59;;;0;AU202755;
C;217;4553217;15;20240708 01:07;59/SP104416;
D;217;4553217;15;20240708 01:07;P;;;;;;
D;217;4553217;15;20240708 01:07;V;;;;;;
B;217;4551668;16;20240708 01:07;;;48;COHEN ST;GLEDSWOOD HILLS;2557;380.5;M;20240319;20240704;683000;R1;R;RESIDENCE;;GCJ;;0;AU218665;
C;217;4551668;16;20240708 01:07;29/1300833;
D;217;4551668;16;20240708 01:07;P;;;;;;
D;217;4551668;16;20240708 01:07;V;;;;;;
B;217;4551678;17;20240708 01:07;;;15;COHEN ST;GLEDSWOOD HILLS;2557;440.8;M;20230914;20240628;759000;R1;V;VACANT LAND;;GCJ;;0;AU203345;
C;217;4551678;17;20240708 01:07;39/1300833;
D;217;4551678;17;20240708 01:07;P;;;;;;
D;217;4551678;17;20240708 01:07;V;;;;;;
B;217;4551690;18;20240708 01:07;;;31;COHEN ST;GLEDSWOOD HILLS;2557;450;M;20240621;20240628;829000;R1;R;RESIDENCE;;GCJ;;0;AU202359;
C;217;4551690;18;20240708 01:07;51/1300833;
D;217;4551690;18;20240708 01:07;P;;;;;;
D;217;4551690;18;20240708 01:07;P;;;;;;
D;217;4551690;18;20240708 01:07;V;;;;;;
B;217;4551697;19;20240708 01:07;;;45;COHEN ST;GLEDSWOOD HILLS;2557;300;M;20240514;20240628;639000;R1;V;VACANT LAND;;GCJ;;0;AU200901;
C;217;4551697;19;20240708 01:07;58/1300833;
D;217;4551697;19;20240708 01:07;P;;;;;;
D;217;4551697;19;20240708 01:07;V;;;;;;
B;217;4551717;20;20240708 01:07;;;16;ASKEW LOOP;GLEDSWOOD HILLS;2557;363.9;M;20240626;20240628;656000;R1;V;VACANT LAND;;GCJ;;0;AU202715;
C;217;4551717;20;20240708 01:07;78/1300833;
D;217;4551717;20;20240708 01:07;P;;;;;;
D;217;4551717;20;20240708 01:07;V;;;;;;
B;217;4551721;21;20240708 01:07;;;8;ASKEW LOOP;GLEDSWOOD HILLS;2557;358.4;M;20240626;20240628;649000;R1;V;VACANT LAND;;GCJ;;0;AU202223;
C;217;4551721;21;20240708 01:07;82/1300833;
D;217;4551721;21;20240708 01:07;P;;;;;;
D;217;4551721;21;20240708 01:07;V;;;;;;
B;217;4551727;22;20240708 01:07;;;11;PRENTICE CCT;GLEDSWOOD HILLS;2557;360.5;M;20240626;20240628;617000;R1;V;VACANT LAND;;GCJ;;0;AU202061;
C;217;4551727;22;20240708 01:07;88/1300833;
D;217;4551727;22;20240708 01:07;P;;;;;;
D;217;4551727;22;20240708 01:07;V;;;;;;
B;217;4532546;23;20240708 01:07;;;4;DAMASK ST;COBBITTY;2570;324.9;M;20240529;20240628;570900;R1;V;VACANT LAND;;COB;;0;AU197489;
C;217;4532546;23;20240708 01:07;215/1289776;
D;217;4532546;23;20240708 01:07;P;;;;;;
D;217;4532546;23;20240708 01:07;V;;;;;;
