A;RTSALEDATA;222;20220117 02:02;VALNET;
B;222;2468993;1;20220117 02:05;;;284;EAGLE HAWK RD;CAPERTEE;2846;2.372;H;20210921;20220112;205000;RU2;V;VACANT LAND;;NLS;;0;AR789893;
C;222;2468993;1;20220117 02:05;15/270169;
D;222;2468993;1;20220117 02:05;P;;;;;;
D;222;2468993;1;20220117 02:05;V;;;;;;
B;222;2466452;2;20220117 02:05;;;48;LETT ST;LITHGOW;2790;202.3;M;20211210;20220111;575000;R1;R;RESIDENCE;;ACE;;0;AR786356;
C;222;2466452;2;20220117 02:05;E/107475;
D;222;2466452;2;20220117 02:05;P;;;;;;
D;222;2466452;2;20220117 02:05;V;;;;;;
B;222;2472964;3;20220117 02:05;;;22;COMMENS ST;WALLERAWANG;2845;992.7;M;20211210;20220112;520000;R2;R;RESIDENCE;;AWA;;0;AR790093;
C;222;2472964;3;20220117 02:05;16/15683;
D;222;2472964;3;20220117 02:05;P;;;;;;
D;222;2472964;3;20220117 02:05;P;;;;;;
D;222;2472964;3;20220117 02:05;V;;;;;;
D;222;2472964;3;20220117 02:05;V;;;;;;
B;222;2465155;4;20220117 02:05;;;6;FINLAY AVE;LITHGOW;2790;733.5;M;20211201;20220112;476000;R1;R;RESIDENCE;;AAL;;0;AR790612;
C;222;2465155;4;20220117 02:05;19/27419;
D;222;2465155;4;20220117 02:05;P;;;;;;
D;222;2465155;4;20220117 02:05;P;;;;;;
D;222;2465155;4;20220117 02:05;V;;;;;;
B;222;2463580;5;20220117 02:05;;;57 A;ACADEMY ST;LITHGOW;2790;404.7;M;20211207;20220112;600000;R1;R;RESIDENCE;;AAA;;0;AR791115;
C;222;2463580;5;20220117 02:05;529/5255;
D;222;2463580;5;20220117 02:05;P;;;;;;
D;222;2463580;5;20220117 02:05;V;;;;;;
D;222;2463580;5;20220117 02:05;V;;;;;;
B;222;2468127;6;20220117 02:05;;;31;SPOONER ST;LITHGOW;2790;177;M;20211201;20220113;315000;R1;R;RESIDENCE;;ACE;;0;AR792038;
C;222;2468127;6;20220117 02:05;B/107477;
D;222;2468127;6;20220117 02:05;P;;;;;;
D;222;2468127;6;20220117 02:05;V;;;;;;
B;222;2467484;7;20220117 02:05;;;19;PADLEY ST;LITHGOW;2790;518.5;M;20211203;20220113;490000;R1;R;RESIDENCE;;ACE;;0;AR793086;
C;222;2467484;7;20220117 02:05;11/53/9485;
D;222;2467484;7;20220117 02:05;P;;;;;;
D;222;2467484;7;20220117 02:05;P;;;;;;
D;222;2467484;7;20220117 02:05;V;;;;;;
D;222;2467484;7;20220117 02:05;V;;;;;;
B;222;4174398;8;20220117 02:05;;;225;GENOWLAN RD;GLEN ALICE;2849;40;H;20211012;20211221;1320000;RU1;R;RESIDENCE;;NRM;;0;AR753712;
C;222;4174398;8;20220117 02:05;102/1217157 Enclosure Permit 482155;
D;222;4174398;8;20220117 02:05;P;;;;;;
D;222;4174398;8;20220117 02:05;P;;;;;;
D;222;4174398;8;20220117 02:05;V;;;;;;
D;222;4174398;8;20220117 02:05;V;;;;;;
B;222;2466889;9;20220117 02:05;;;20;MALVERN ST;LITHGOW;2790;556.4;M;20211119;20220112;559000;R1;R;RESIDENCE;;AAA;;0;AR789519;
C;222;2466889;9;20220117 02:05;659/5255;
D;222;2466889;9;20220117 02:05;P;;;;;;
D;222;2466889;9;20220117 02:05;P;;;;;;
D;222;2466889;9;20220117 02:05;V;;;;;;
D;222;2466889;9;20220117 02:05;V;;;;;;
Z;48;9;9;28;
