A;RTSALEDATA;187;20221205 01:06;VALNET;
B;187;2933780;1;20221205 01:06;;;66;OXLEY HWY;GUNNEDAH;2380;3825.5;M;20221010;20221128;700000;IN1;3;COMMERCIAL;;IND;;0;AS668997;
C;187;2933780;1;20221205 01:06;A/407673;
D;187;2933780;1;20221205 01:06;P;;;;;;
D;187;2933780;1;20221205 01:06;V;;;;;;
D;187;2933780;1;20221205 01:06;V;;;;;;
B;187;3434313;2;20221205 01:06;;1;29;WATTLE ST;GUNNEDAH;2380;;;20221014;20221125;365000;;R;RESIDENCE;1;;;0;AS665737;
C;187;3434313;2;20221205 01:06;1/SP81810;
D;187;3434313;2;20221205 01:06;P;;;;;;
D;187;3434313;2;20221205 01:06;P;;;;;;
D;187;3434313;2;20221205 01:06;V;;;;;;
D;187;3434313;2;20221205 01:06;V;;;;;;
B;187;1850404;3;20221205 01:06;;;31;HINTON DR;GUNNEDAH;2380;702.5;M;20221014;20221125;495000;R2;R;RESIDENCE;;AAS;;0;AS664965;
C;187;1850404;3;20221205 01:06;108/816406;
D;187;1850404;3;20221205 01:06;P;;;;;;
D;187;1850404;3;20221205 01:06;P;;;;;;
D;187;1850404;3;20221205 01:06;V;;;;;;
B;187;1851363;4;20221205 01:06;;;54;OXLEY HWY;GUNNEDAH;2380;9478;M;20221014;20221125;1650000;IN1;3;COMMERCIAL;;IND;;0;AS666224;
C;187;1851363;4;20221205 01:06;4/236481;
D;187;1851363;4;20221205 01:06;P;;;;;;
D;187;1851363;4;20221205 01:06;V;;;;;;
D;187;1851363;4;20221205 01:06;V;;;;;;
B;187;1850045;5;20221205 01:06;;;118;GEORGE ST;GUNNEDAH;2380;733.9;M;20221027;20221125;465000;R3;R;RESIDENCE;;AAF;;0;AS663279;
C;187;1850045;5;20221205 01:06;11/606117;
D;187;1850045;5;20221205 01:06;P;;;;;;
D;187;1850045;5;20221205 01:06;V;;;;;;
D;187;1850045;5;20221205 01:06;V;;;;;;
B;187;1850076;6;20221205 01:06;;;54;GEORGE ST;GUNNEDAH;2380;999.1;M;20221025;20221128;265000;R2;R;RESIDENCE;;AAS;;0;AS671821;
C;187;1850076;6;20221205 01:06;H/393633;
D;187;1850076;6;20221205 01:06;P;;;;;;
D;187;1850076;6;20221205 01:06;P;;;;;;
D;187;1850076;6;20221205 01:06;V;;;;;;
D;187;1850076;6;20221205 01:06;V;;;;;;
B;187;1853142;7;20221205 01:06;;;27;CAMERON ST;CURLEWIS;2381;2.735;H;20221014;20221125;435000;RU5;R;RESIDENCE;;AAX;;0;AS667603;
C;187;1853142;7;20221205 01:06;1, 2/842869;
D;187;1853142;7;20221205 01:06;P;;;;;;
D;187;1853142;7;20221205 01:06;V;;;;;;
B;187;3729339;8;20221205 01:06;;1;51;SILVERSMITH PL;GUNNEDAH;2380;;;20221020;20221201;420000;;R;RESIDENCE;1;;;0;AS684431;
C;187;3729339;8;20221205 01:06;1/SP88913;
D;187;3729339;8;20221205 01:06;P;;;;;;
D;187;3729339;8;20221205 01:06;P;;;;;;
D;187;3729339;8;20221205 01:06;V;;;;;;
B;187;4455341;9;20221205 01:06;;;102;CHANDOS ST;GUNNEDAH;2380;1015;M;20220809;20221128;255000;RU1;R;RESIDENCE;;AAB;;0;AS672060;
C;187;4455341;9;20221205 01:06;1/1289179;
D;187;4455341;9;20221205 01:06;P;;;;;;
D;187;4455341;9;20221205 01:06;P;;;;;;
D;187;4455341;9;20221205 01:06;V;;;;;;
D;187;4455341;9;20221205 01:06;V;;;;;;
B;187;4401218;10;20221205 01:06;;;13;PARISH AVE;GUNNEDAH;2380;956.5;M;20221027;20221201;159500;R2;R;RESIDENCE;;AAS;;0;AS683440;
C;187;4401218;10;20221205 01:06;1106/1276528;
D;187;4401218;10;20221205 01:06;P;;;;;;
D;187;4401218;10;20221205 01:06;P;;;;;;
D;187;4401218;10;20221205 01:06;V;;;;;;
B;187;4453630;11;20221205 01:06;;;26;FORREST WAY;GUNNEDAH;2380;801.5;M;20211209;20221201;129000;R2;V;VACANT LAND;;AAR;;0;AS681647;
C;187;4453630;11;20221205 01:06;24/1288389;
D;187;4453630;11;20221205 01:06;P;;;;;;
D;187;4453630;11;20221205 01:06;P;;;;;;
D;187;4453630;11;20221205 01:06;V;;;;;;
Z;59;11;11;35;
