A;RTSALEDATA;902;20210222 01:04;VALNET;
B;902;3456646;1;20210222 01:04;;;7647;HAMILTON GATE RD;WANAARING;2840;36565;H;20201202;20201203;400000;;3;FARM;;;;0;AQ610072;
C;902;3456646;1;20210222 01:04;5048/43591 4016/766489 Western Land Lease 13296 Western Land Lease 817;
C;902;3456646;1;20210222 01:04;9;
D;902;3456646;1;20210222 01:04;P;;;;;;
D;902;3456646;1;20210222 01:04;P;;;;;;
D;902;3456646;1;20210222 01:04;V;;;;;;
D;902;3456646;1;20210222 01:04;V;;;;;;
D;902;3456646;1;20210222 01:04;V;;;;;;
D;902;3456646;1;20210222 01:04;V;;;;;;
D;902;3456646;1;20210222 01:04;V;;;;;;
D;902;3456646;1;20210222 01:04;V;;;;;;
D;902;3456646;1;20210222 01:04;V;;;;;;
B;902;3477064;2;20210222 01:04;;;;MENINDEE RD;MENINDEE;2879;817.1;H;20201210;20201215;81500;;3;FARM;;;;0;AQ653407;
C;902;3477064;2;20210222 01:04;6/756125;
D;902;3477064;2;20210222 01:04;P;;;;;;
D;902;3477064;2;20210222 01:04;V;;;;;;
D;902;3477064;2;20210222 01:04;V;;;;;;
Z;19;2;3;12;
