A;RTSALEDATA;300;20240205 01:09;VALNET;
B;300;2877632;1;20240205 01:09;KILLARNEY;;381;EDEN FOREST RD;GRAVESEND;2401;161.9;H;20231101;20240130;1050000;RU1;3;FARM;;RLW;;0;AT798398;
C;300;2877632;1;20240205 01:09;2/751099;
D;300;2877632;1;20240205 01:09;P;;;;;;
D;300;2877632;1;20240205 01:09;P;;;;;;
D;300;2877632;1;20240205 01:09;V;;;;;;
D;300;2877632;1;20240205 01:09;V;;;;;;
B;300;3199229;2;20240205 01:09;GLENGARRY;;49;KEMPS RD;COOLATAI;2402;790.2;H;20231212;20240119;9000000;RU1;3;FARM;;RMF;;0;AT774320;
C;300;3199229;2;20240205 01:09;69/41820 42/41870 3, 4, 5, 6/131046 18/731038 PT 21, PT 23, 24, PT 25,;
C;300;3199229;2;20240205 01:09; 36, 37/751096;
D;300;3199229;2;20240205 01:09;P;;;;;;
D;300;3199229;2;20240205 01:09;V;;;;;;
D;300;3199229;2;20240205 01:09;V;;;;;;
D;300;3199229;2;20240205 01:09;V;;;;;;
B;300;3649513;3;20240205 01:09;;;16;BASSETT ST;BINGARA;2404;6000;M;20240110;20240131;450000;RU5;R;RESIDENCE;;ABB;;0;AT801398;
C;300;3649513;3;20240205 01:09;1/867937;
D;300;3649513;3;20240205 01:09;P;;;;;;
D;300;3649513;3;20240205 01:09;P;;;;;;
D;300;3649513;3;20240205 01:09;V;;;;;;
D;300;3649513;3;20240205 01:09;V;;;;;;
B;300;3325504;4;20240205 01:09;WEBONGA;;492;KEMPS RD;WARIALDA;2402;708;H;20231212;20240119;9000000;RU1;3;FARM;;RMF;;0;AT774320;
C;300;3325504;4;20240205 01:09;16/751096 30, 32, 38, 66/751113 Enclosure Permit 409531;
D;300;3325504;4;20240205 01:09;P;;;;;;
D;300;3325504;4;20240205 01:09;V;;;;;;
D;300;3325504;4;20240205 01:09;V;;;;;;
D;300;3325504;4;20240205 01:09;V;;;;;;
B;300;3325505;5;20240205 01:09;WEBONGA;;201;KEMPS RD;COOLATAI;2402;522.4;H;20231212;20240119;9000000;RU1;3;FARM;;RMF;;0;AT774320;
C;300;3325505;5;20240205 01:09;39, 64, 65/751113 Enclosure Permit 58200;
D;300;3325505;5;20240205 01:09;P;;;;;;
D;300;3325505;5;20240205 01:09;V;;;;;;
D;300;3325505;5;20240205 01:09;V;;;;;;
D;300;3325505;5;20240205 01:09;V;;;;;;
Z;33;5;6;20;
