A;RTSALEDATA;109;20240219 01:05;VALNET;
B;109;1214317;1;20240219 01:05;;;;AVONDALE RD;CUMNOCK;2867;239.47;H;20240202;20240209;2400000;RU1;R;RESIDENCE;;RMF;;0;AT824681;
C;109;1214317;1;20240219 01:05;1/1107003 Enclosure Permit 41894;
D;109;1214317;1;20240219 01:05;P;;;;;;
D;109;1214317;1;20240219 01:05;P;;;;;;
D;109;1214317;1;20240219 01:05;V;;;;;;
B;109;1215517;2;20240219 01:05;;;40;GASKILL ST;CANOWINDRA;2804;1644;M;20230515;20240208;500000;E1;V;VACANT LAND;;ECC;;0;AT823332;
C;109;1215517;2;20240219 01:05;1, 2/996495;
D;109;1215517;2;20240219 01:05;P;;;;;;
D;109;1215517;2;20240219 01:05;V;;;;;;
B;109;4333797;3;20240219 01:05;;;6;STROM LANE;EUGOWRA;2806;4668;M;20240116;20240213;290000;RU5;R;RESIDENCE;;ZVH;;0;AT831416;
C;109;4333797;3;20240219 01:05;28, 29, 30/16181;
D;109;4333797;3;20240219 01:05;P;;;;;;
D;109;4333797;3;20240219 01:05;V;;;;;;
D;109;4333797;3;20240219 01:05;V;;;;;;
Z;16;3;3;8;
