A;RTSALEDATA;123;20211227 02:01;VALNET;
B;123;1264607;1;20211227 02:01;;;10;HAWKES DR;OBERON;2787;818.2;M;20211112;20211217;345000;R1;R;RESIDENCE;;AOB;;0;AR738384;
C;123;1264607;1;20211227 02:01;56/748894;
D;123;1264607;1;20211227 02:01;P;;;;;;
D;123;1264607;1;20211227 02:01;P;;;;;;
D;123;1264607;1;20211227 02:01;V;;;;;;
B;123;1264149;2;20211227 02:01;;;15;BLIGH ST;OBERON;2787;1151;M;20211112;20211217;342000;R1;R;RESIDENCE;;AOB;;0;AR741342;
C;123;1264149;2;20211227 02:01;10/542847;
D;123;1264149;2;20211227 02:01;P;;;;;;
D;123;1264149;2;20211227 02:01;V;;;;;;
B;123;4386154;3;20211227 02:01;;;29;DRYNAN RD;MOUNT DAVID;2795;1012;M;20211203;20211220;29950;RU5;V;VACANT LAND;;ZMD;;0;AR745276;
C;123;4386154;3;20211227 02:01;3/3/3552;
D;123;4386154;3;20211227 02:01;P;;;;;;
D;123;4386154;3;20211227 02:01;V;;;;;;
B;123;3750959;4;20211227 02:01;;;7;HOLLIS LANE;OBERON;2787;549.4;M;20211124;20211221;320000;R1;R;RESIDENCE;;AOB;;0;AR755413;
C;123;3750959;4;20211227 02:01;22/1192524;
D;123;3750959;4;20211227 02:01;P;;;;;;
D;123;3750959;4;20211227 02:01;V;;;;;;
B;123;1264971;5;20211227 02:01;;3;66;QUEEN ST;OBERON;2787;;;20211125;20211220;300000;;R;RESIDENCE;3;;;0;AR746108;
C;123;1264971;5;20211227 02:01;3/SP56317;
D;123;1264971;5;20211227 02:01;P;;;;;;
D;123;1264971;5;20211227 02:01;V;;;;;;
B;123;1263579;6;20211227 02:01;;;79;BLOOM HILL RD;O'CONNELL;2795;7.985;H;20211111;20211220;340000;RU1;R;RESIDENCE;;RNB;;0;AR746218;
C;123;1263579;6;20211227 02:01;2/829948;
D;123;1263579;6;20211227 02:01;P;;;;;;
D;123;1263579;6;20211227 02:01;P;;;;;;
D;123;1263579;6;20211227 02:01;V;;;;;;
D;123;1263579;6;20211227 02:01;V;;;;;;
D;123;1263579;6;20211227 02:01;V;;;;;;
B;123;1263452;7;20211227 02:01;;;14;SIMMONS RD;WISEMANS CREEK;2795;2845;M;20211027;20211208;515000;RU1;R;RESIDENCE;;RNA;;0;AR697928;
C;123;1263452;7;20211227 02:01;8, 9/8/759100 7300/1147858 Licence 205305;
D;123;1263452;7;20211227 02:01;P;;;;;;
D;123;1263452;7;20211227 02:01;P;;;;;;
D;123;1263452;7;20211227 02:01;V;;;;;;
B;123;1264616;8;20211227 02:01;;;26;HAWKES DR;OBERON;2787;604;M;20211112;20211217;420000;R1;R;RESIDENCE;;AOB;;0;AR740426;
C;123;1264616;8;20211227 02:01;64/748894;
D;123;1264616;8;20211227 02:01;P;;;;;;
D;123;1264616;8;20211227 02:01;V;;;;;;
B;123;1264971;9;20211227 02:01;;1;66;QUEEN ST;OBERON;2787;;;20210723;20211222;325000;;R;RESIDENCE;1;;;0;AR759867;
C;123;1264971;9;20211227 02:01;1/SP56317;
D;123;1264971;9;20211227 02:01;P;;;;;;
D;123;1264971;9;20211227 02:01;V;;;;;;
B;123;1284779;10;20211227 02:01;;;44;BURRAGA ST;BURRAGA;2795;3.035;H;20210915;20211217;407000;RU5;R;RESIDENCE;;ZBU;;0;AR744200;
C;123;1284779;10;20211227 02:01;1, 2/25/758196;
D;123;1284779;10;20211227 02:01;P;;;;;;
D;123;1284779;10;20211227 02:01;P;;;;;;
D;123;1284779;10;20211227 02:01;V;;;;;;
B;123;1264867;11;20211227 02:01;;;75;OBERON ST;OBERON;2787;1037;M;20211202;20211220;500000;R1;R;RESIDENCE;;AOB;;0;AR746812;
C;123;1264867;11;20211227 02:01;16/586800;
D;123;1264867;11;20211227 02:01;P;;;;;;
D;123;1264867;11;20211227 02:01;V;;;;;;
B;123;4399107;12;20211227 02:01;;;266;MEADOWS RD;HAZELGROVE;2787;40.22;H;20210409;20211222;650000;RU1;3;FARM;;RCB;;0;AR760474;
C;123;4399107;12;20211227 02:01;8/1278777;
D;123;4399107;12;20211227 02:01;P;;;;;;
D;123;4399107;12;20211227 02:01;P;;;;;;
D;123;4399107;12;20211227 02:01;V;;;;;;
D;123;4399107;12;20211227 02:01;V;;;;;;
B;123;1265212;13;20211227 02:01;;;3;TARANA CRES;OBERON;2787;424;M;20211116;20211221;387000;;R;RESIDENCE;2;;;0;AR757174;
C;123;1265212;13;20211227 02:01;2/SP68805;
D;123;1265212;13;20211227 02:01;P;;;;;;
D;123;1265212;13;20211227 02:01;V;;;;;;
B;123;3055553;14;20211227 02:01;;;2315;BEACONSFIELD RD;WISEMANS CREEK;2795;48.99;H;20211116;20211217;423000;RU1;V;VACANT LAND;;RNB;;0;AR737900;
C;123;3055553;14;20211227 02:01;866/1058253;
D;123;3055553;14;20211227 02:01;P;;;;;;
D;123;3055553;14;20211227 02:01;V;;;;;;
Z;66;14;14;36;
