A;RTSALEDATA;233;20210823 01:38;VALNET;
B;233;2612324;1;20210823 01:38;;;48;CHURCH ST;BREWARRINA;2839;1012;M;20210701;20210812;90000;RU5;R;RESIDENCE;;ZAC;;0;AR328379;
C;233;2612324;1;20210823 01:38;B/408076;
D;233;2612324;1;20210823 01:38;P;;;;;;N;
D;233;2612324;1;20210823 01:38;V;;;;;;N;
D;233;2612324;1;20210823 01:38;V;;;;;;N;
Z;7;1;1;3;
