A;RTSALEDATA;157;20230109 01:07;VALNET;
B;157;1736051;1;20230109 01:07;;;28;MAIN ST;CRESCENT HEAD;2440;487.4;M;20221024;20230104;2250000;R1;R;RESIDENCE;;ACH;;0;AS767404;
C;157;1736051;1;20230109 01:07;A/303130;
D;157;1736051;1;20230109 01:07;P;;;;;;
D;157;1736051;1;20230109 01:07;V;;;;;;
Z;6;1;1;2;
