A;RTSALEDATA;217;20231016 01:30;VALNET;
B;217;2897652;1;20231016 01:30;;;55;KOKODA CCT;MOUNT ANNAN;2567;500;M;20230828;20231009;1010000;R3;R;RESIDENCE;;AMA;;0;AT503242;
C;217;2897652;1;20231016 01:30;28/1034180;
D;217;2897652;1;20231016 01:30;P;;;;;;
D;217;2897652;1;20231016 01:30;P;;;;;;
D;217;2897652;1;20231016 01:30;V;;;;;;
D;217;2897652;1;20231016 01:30;V;;;;;;
B;217;2291700;2;20231016 01:30;;5;3;SAMANTHA PL;SMEATON GRANGE;2567;;;20230829;20231010;1025000;;3;FACTORY;5;;;0;AT507720;
C;217;2291700;2;20231016 01:30;5/SP67602;
D;217;2291700;2;20231016 01:30;P;;;;;;
D;217;2291700;2;20231016 01:30;V;;;;;;
B;217;3471024;3;20231016 01:30;;;12;GALLINA DR;SPRING FARM;2570;390;M;20230825;20231006;899000;R1;R;RESIDENCE;;EAA;;0;AT497206;
C;217;3471024;3;20231016 01:30;2174/1135488;
D;217;3471024;3;20231016 01:30;P;;;;;;
D;217;3471024;3;20231016 01:30;V;;;;;;
B;217;4178644;4;20231016 01:30;;;10;JEROME ST;LEPPINGTON;2179;375;M;20230912;20231012;525000;R2;R;RESIDENCE;;EHE;;0;AT512655;
C;217;4178644;4;20231016 01:30;6035/1215912;
D;217;4178644;4;20231016 01:30;P;;;;;;
D;217;4178644;4;20231016 01:30;V;;;;;;
D;217;4178644;4;20231016 01:30;V;;;;;;
B;217;4209647;5;20231016 01:30;;;16;CABALLO ST;GLEDSWOOD HILLS;2557;476.1;M;20230902;20231011;1500000;R1;R;RESIDENCE;;GCJ;;0;AT510783;
C;217;4209647;5;20231016 01:30;4142/1243919;
D;217;4209647;5;20231016 01:30;P;;;;;;
D;217;4209647;5;20231016 01:30;P;;;;;;
D;217;4209647;5;20231016 01:30;V;;;;;;
B;217;4503325;6;20231016 01:30;;;70;MELTON CCT;GREGORY HILLS;2557;255;M;20210825;20231006;533856;R1;R;RESIDENCE;;GCJ;;0;AT500671;
C;217;4503325;6;20231016 01:30;5/1272254;
D;217;4503325;6;20231016 01:30;P;;;;;;
D;217;4503325;6;20231016 01:30;P;;;;;;
D;217;4503325;6;20231016 01:30;V;;;;;;
B;217;2283525;7;20231016 01:30;;;4;DIANELLA PL;MOUNT ANNAN;2567;687;M;20230829;20231012;1270440;R2;R;RESIDENCE;;AZA;;0;AT514342;
C;217;2283525;7;20231016 01:30;2035/1000787;
D;217;2283525;7;20231016 01:30;P;;;;;;
D;217;2283525;7;20231016 01:30;P;;;;;;
D;217;2283525;7;20231016 01:30;V;;;;;;
B;217;2280929;8;20231016 01:30;;;15;BROUGHTON ST;CAMDEN;2570;607;M;20230825;20231006;1400000;E1;3;COMMERCIAL;;ECC;;0;AT500414;
C;217;2280929;8;20231016 01:30;8/235365;
D;217;2280929;8;20231016 01:30;P;;;;;;
D;217;2280929;8;20231016 01:30;V;;;;;;
D;217;2280929;8;20231016 01:30;V;;;;;;
B;217;2294977;9;20231016 01:30;;;5;WILLS PL;CAMDEN SOUTH;2570;569.1;M;20230824;20231006;750000;R2;R;RESIDENCE;;ABA;;0;AT498520;
C;217;2294977;9;20231016 01:30;375/236692;
D;217;2294977;9;20231016 01:30;P;;;;;;
D;217;2294977;9;20231016 01:30;V;;;;;;
B;217;2284631;10;20231016 01:30;;;5;FAIRWAY PL;NARELLAN;2567;628.2;M;20230823;20231010;1285000;R2;R;RESIDENCE;;APA;;0;AT506795;
C;217;2284631;10;20231016 01:30;418/819544;
D;217;2284631;10;20231016 01:30;P;;;;;;
D;217;2284631;10;20231016 01:30;P;;;;;;
D;217;2284631;10;20231016 01:30;V;;;;;;
D;217;2284631;10;20231016 01:30;V;;;;;;
B;217;3642628;11;20231016 01:30;;;22;THE STRAIGHT;ORAN PARK;2570;480;M;20230921;20231012;1400000;R1;R;RESIDENCE;;GCA;;0;AT512582;
C;217;3642628;11;20231016 01:30;3193/1161639;
D;217;3642628;11;20231016 01:30;P;;;;;;
D;217;3642628;11;20231016 01:30;P;;;;;;
D;217;3642628;11;20231016 01:30;V;;;;;;
D;217;3642628;11;20231016 01:30;V;;;;;;
B;217;3714120;12;20231016 01:30;;;48;CROOKSTON DR;CAMDEN SOUTH;2570;656.2;M;20230906;20231011;1100000;R2;R;RESIDENCE;;AAA;;0;AT509230;
C;217;3714120;12;20231016 01:30;23/1178501;
D;217;3714120;12;20231016 01:30;P;;;;;;
D;217;3714120;12;20231016 01:30;P;;;;;;
D;217;3714120;12;20231016 01:30;V;;;;;;
B;217;3663473;13;20231016 01:30;;;10;DANVERS RD;SPRING FARM;2570;390;M;20230901;20231012;857022;R1;R;RESIDENCE;;EAA;;0;AT513592;
C;217;3663473;13;20231016 01:30;3252/1164074;
D;217;3663473;13;20231016 01:30;P;;;;;;
D;217;3663473;13;20231016 01:30;P;;;;;;
D;217;3663473;13;20231016 01:30;V;;;;;;
D;217;3663473;13;20231016 01:30;V;;;;;;
B;217;3700335;14;20231016 01:30;;;21;BARTLETT ST;ORAN PARK;2570;625.5;M;20230803;20231012;1130000;R1;R;RESIDENCE;;GCA;;0;AT513757;
C;217;3700335;14;20231016 01:30;5021/1173941;
D;217;3700335;14;20231016 01:30;P;;;;;;
D;217;3700335;14;20231016 01:30;V;;;;;;
D;217;3700335;14;20231016 01:30;V;;;;;;
B;217;3661403;15;20231016 01:30;;;7;REDCAP ST;SPRING FARM;2570;540;M;20230829;20231010;1400000;R1;R;RESIDENCE;;EAA;;0;AT506440;
C;217;3661403;15;20231016 01:30;3111/1164073;
D;217;3661403;15;20231016 01:30;P;;;;;;
D;217;3661403;15;20231016 01:30;V;;;;;;
D;217;3661403;15;20231016 01:30;V;;;;;;
B;217;2287740;16;20231016 01:30;;;22;LITTLE ST;CAMDEN;2570;765.1;M;20230802;20231011;895000;R2;R;RESIDENCE;;ACA;;0;AT508763;
C;217;2287740;16;20231016 01:30;13/220312;
D;217;2287740;16;20231016 01:30;P;;;;;;
D;217;2287740;16;20231016 01:30;P;;;;;;
D;217;2287740;16;20231016 01:30;V;;;;;;
D;217;2287740;16;20231016 01:30;V;;;;;;
B;217;2285165;17;20231016 01:30;;;11;GLENFIELD DR;CURRANS HILL;2567;649.7;M;20230722;20231009;787000;R2;R;RESIDENCE;;ANA;;0;AT502388;
C;217;2285165;17;20231016 01:30;239/872916;
D;217;2285165;17;20231016 01:30;P;;;;;;
D;217;2285165;17;20231016 01:30;P;;;;;;
D;217;2285165;17;20231016 01:30;V;;;;;;
B;217;2285248;18;20231016 01:30;;;77;GLENROWAN DR;HARRINGTON PARK;2567;686.2;M;20230828;20231009;1265000;R2;R;RESIDENCE;;AWA;;0;AT502385;
C;217;2285248;18;20231016 01:30;8044/1002148;
D;217;2285248;18;20231016 01:30;P;;;;;;
D;217;2285248;18;20231016 01:30;P;;;;;;
D;217;2285248;18;20231016 01:30;V;;;;;;
D;217;2285248;18;20231016 01:30;V;;;;;;
B;217;2290732;19;20231016 01:30;;;6;PIPER WAY;NARELLAN;2567;627.2;M;20230907;20231012;847500;R2;R;RESIDENCE;;ASA;;0;AT512412;
C;217;2290732;19;20231016 01:30;4/810625;
D;217;2290732;19;20231016 01:30;P;;;;;;
D;217;2290732;19;20231016 01:30;V;;;;;;
D;217;2290732;19;20231016 01:30;V;;;;;;
B;217;2290923;20;20231016 01:30;;;18;PURCELL ST;ELDERSLIE;2570;1210;M;20230704;20231012;1792500;R2;R;RESIDENCE;;AGA;;0;AT512671;
C;217;2290923;20;20231016 01:30;201/1000340;
D;217;2290923;20;20231016 01:30;P;;;;;;
D;217;2290923;20;20231016 01:30;P;;;;;;
D;217;2290923;20;20231016 01:30;V;;;;;;
D;217;2290923;20;20231016 01:30;V;;;;;;
D;217;2290923;20;20231016 01:30;V;;;;;;
B;217;2293651;21;20231016 01:30;;;12;ULMARRA AVE;CAMDEN SOUTH;2570;916.9;M;20230905;20231010;1042000;R2;R;RESIDENCE;;AEA;;0;AT505125;
C;217;2293651;21;20231016 01:30;407/220274;
D;217;2293651;21;20231016 01:30;P;;;;;;
D;217;2293651;21;20231016 01:30;P;;;;;;
D;217;2293651;21;20231016 01:30;V;;;;;;
B;217;2834379;22;20231016 01:30;;;14;LOCHVIEW CRES;MOUNT ANNAN;2567;377.8;M;20230828;20231010;995000;R2;R;RESIDENCE;;AQA;;0;AT506397;
C;217;2834379;22;20231016 01:30;13/1027966;
D;217;2834379;22;20231016 01:30;P;;;;;;
D;217;2834379;22;20231016 01:30;V;;;;;;
D;217;2834379;22;20231016 01:30;V;;;;;;
B;217;2834387;23;20231016 01:30;;;10;BIRRIWA CCT;MOUNT ANNAN;2567;442.7;M;20230816;20231011;1050000;R2;R;RESIDENCE;;AQA;;0;AT510871;
C;217;2834387;23;20231016 01:30;20/1027966;
D;217;2834387;23;20231016 01:30;P;;;;;;
D;217;2834387;23;20231016 01:30;P;;;;;;
D;217;2834387;23;20231016 01:30;V;;;;;;
D;217;2834387;23;20231016 01:30;V;;;;;;
B;217;4427829;24;20231016 01:30;;;32;KANGAN RISE;CATHERINE FIELD;2557;456.1;M;20230911;20231009;1200000;R2;R;RESIDENCE;;AWA;;0;AT503146;
C;217;4427829;24;20231016 01:30;8320/1275265;
D;217;4427829;24;20231016 01:30;P;;;;;;
D;217;4427829;24;20231016 01:30;P;;;;;;
D;217;4427829;24;20231016 01:30;V;;;;;;
D;217;4427829;24;20231016 01:30;V;;;;;;
B;217;4468450;25;20231016 01:30;;;12;DURACK AVE;CATHERINE FIELD;2557;436.2;M;20230925;20231011;720000;R2;V;VACANT LAND;;AWA;;0;AT510132;
C;217;4468450;25;20231016 01:30;9292/1270146;
D;217;4468450;25;20231016 01:30;P;;;;;;
D;217;4468450;25;20231016 01:30;P;;;;;;
D;217;4468450;25;20231016 01:30;V;;;;;;
B;217;4388283;26;20231016 01:30;;;23;WOOLLY ST;COBBITTY;2570;454.2;M;20230710;20231009;1480000;R1;R;RESIDENCE;;COB;;0;AT504268;
C;217;4388283;26;20231016 01:30;32/1247077;
D;217;4388283;26;20231016 01:30;P;;;;;;
D;217;4388283;26;20231016 01:30;P;;;;;;
D;217;4388283;26;20231016 01:30;P;;;;;;
D;217;4388283;26;20231016 01:30;P;;;;;;
D;217;4388283;26;20231016 01:30;V;;;;;;
B;217;4485464;27;20231016 01:30;;;30;NEVILLE ST;ORAN PARK;2570;481.1;M;20230220;20231006;634500;R1;V;VACANT LAND;;GCA;;0;AT499060;
C;217;4485464;27;20231016 01:30;9927/1281760;
D;217;4485464;27;20231016 01:30;P;;;;;;
D;217;4485464;27;20231016 01:30;P;;;;;;
D;217;4485464;27;20231016 01:30;V;;;;;;
B;217;4476859;28;20231016 01:30;;;26;XANADU ST;GLEDSWOOD HILLS;2557;438.5;M;20231004;20231009;735000;R1;V;VACANT LAND;;GCJ;;0;AT503277;
C;217;4476859;28;20231016 01:30;3006/1277222;
D;217;4476859;28;20231016 01:30;P;;;;;;
D;217;4476859;28;20231016 01:30;V;;;;;;
B;217;4391092;29;20231016 01:30;;;11;SPINOSA AVE;COBBITTY;2570;346.9;M;20230828;20231009;525000;R1;R;RESIDENCE;;COB;;0;AT503585;
C;217;4391092;29;20231016 01:30;419/1260189;
D;217;4391092;29;20231016 01:30;P;;;;;;
D;217;4391092;29;20231016 01:30;P;;;;;;
D;217;4391092;29;20231016 01:30;V;;;;;;
B;217;4391095;30;20231016 01:30;;;5;SPINOSA AVE;COBBITTY;2570;331;M;20230907;20231006;885000;R1;R;RESIDENCE;;COB;;0;AT499252;
C;217;4391095;30;20231016 01:30;422/1260189;
D;217;4391095;30;20231016 01:30;P;;;;;;
D;217;4391095;30;20231016 01:30;P;;;;;;
D;217;4391095;30;20231016 01:30;V;;;;;;
