A;RTSALEDATA;243;20210906 01:56;VALNET;
B;243;2644796;1;20210906 01:56;;;512;CADELL ST;HAY;2711;929.5;M;20210730;20210830;180000;RU5;R;RESIDENCE;;RAA;;0;AR380707;
C;243;2644796;1;20210906 01:56;37/1116697;
D;243;2644796;1;20210906 01:56;P;;;;;;
D;243;2644796;1;20210906 01:56;V;;;;;;
Z;6;1;1;2;
