A;RTSALEDATA;043;20210607 01:00;VALNET;
B;043;479254;1;20210607 01:00;;;105;MAIN ST;GRENFELL;2810;599.46;M;20210408;20210602;175000;B2;3;SHOP;;BAC;;0;AR108754;
C;043;479254;1;20210607 01:00;1/336800 1/1081711;
D;043;479254;1;20210607 01:00;P;;;;;;
D;043;479254;1;20210607 01:00;V;;;;;;
B;043;479445;2;20210607 01:00;;;8;O'BRIEN ST;GRENFELL;2810;2883;M;20210419;20210603;129000;R1;R;RESIDENCE;;AGR;;0;AR112954;
C;043;479445;2;20210607 01:00;183/754578;
D;043;479445;2;20210607 01:00;P;;;;;;
D;043;479445;2;20210607 01:00;V;;;;;;
B;043;3225913;3;20210607 01:00;;;27;GRAFTON ST;GRENFELL;2810;1163.5;M;20210422;20210603;90000;R1;V;VACANT LAND;;AGR;;0;AR110231;
C;043;3225913;3;20210607 01:00;2/29/758473;
D;043;3225913;3;20210607 01:00;P;;;;;;
D;043;3225913;3;20210607 01:00;V;;;;;;
D;043;3225913;3;20210607 01:00;V;;;;;;
B;043;4365446;4;20210607 01:00;MERINGLO;;796;MID WESTERN HWY;GRENFELL;2810;328;H;20201116;20210305;1365000;;3;FARM;;;;0;AQ850532;
C;043;4365446;4;20210607 01:00;1/776623 103/1235543;
D;043;4365446;4;20210607 01:00;P;;;;;;
D;043;4365446;4;20210607 01:00;P;;;;;;
D;043;4365446;4;20210607 01:00;V;;;;;;
D;043;4365446;4;20210607 01:00;V;;;;;;
D;043;4365446;4;20210607 01:00;V;;;;;;
B;043;4365447;5;20210607 01:00;;;;BOGOLONG DAM RD;GRENFELL;2810;;;20210218;20210322;1500;;V;VACANT LAND;;;;0;AQ894708;
C;043;4365447;5;20210607 01:00;PT 104/1235543;
D;043;4365447;5;20210607 01:00;P;;;;;;
D;043;4365447;5;20210607 01:00;V;;;;;;
D;043;4365447;5;20210607 01:00;V;;;;;;
D;043;4365447;5;20210607 01:00;V;;;;;;
Z;28;5;5;16;
