A;RTSALEDATA;253;20221205 01:07;VALNET;
B;253;2682260;1;20221205 01:07;;;;GEM ST;LIGHTNING RIDGE;2834;2419;M;20221115;20221115;500;SP1;R;RESIDENCE;;SSF;;0;AS635514;
C;253;2682260;1;20221205 01:07;69/1065215 Western Land Lease 16369;
D;253;2682260;1;20221205 01:07;P;;;;;;
D;253;2682260;1;20221205 01:07;V;;;;;;
B;253;2682262;2;20221205 01:07;WLL16347;;;21 POTCH POINT;LIGHTNING RIDGE;2834;2478;M;20220927;20221114;75000;SP1;R;RESIDENCE;;SSF;;0;AS629001;
C;253;2682262;2;20221205 01:07;21/1065215 Western Land Lease 16347;
D;253;2682262;2;20221205 01:07;P;;;;;;
D;253;2682262;2;20221205 01:07;P;;;;;;
D;253;2682262;2;20221205 01:07;V;;;;;;
D;253;2682262;2;20221205 01:07;V;;;;;;
B;253;4288135;3;20221205 01:07;;;TILDEN,;CARNARVON HWY;COLLARENEBRI;2833;1386;H;20220616;20220916;1400000;RU1;3;FARM;;RTW;;0;AS480454;
C;253;4288135;3;20221205 01:07;2570/764597 Western Land Lease 4679;
D;253;4288135;3;20221205 01:07;P;;;;;;
D;253;4288135;3;20221205 01:07;P;;;;;;
D;253;4288135;3;20221205 01:07;V;;;;;;
D;253;4288135;3;20221205 01:07;V;;;;;;
Z;18;3;3;10;
